,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
274,274,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-04-26,26.04.2011,064392,ICE,1,64,533548,5976,6915,10416,517156,514905,533548,532236,0,1312,533548,5976,6915,10416,517156,514905,533548,532236,0,1312,0,0,0,0,0,0,0,0,0,0,7957.0,-3920.0,46.0,4544.0,7333.0,2055.0,7957.0,6645.0,0.0,1312.0,100,1.1,1.3,2.0,96.9,96.5,100.0,99.8,0.0,0.2,100,1.1,1.3,2.0,96.9,96.5,100.0,99.8,0.0,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,3,4,5,26,27,32,33,39,3,4,5,26,27,32,33,0,0,0,0,0,0,0,0,64.9,61.9,81.2,78.2,55.9,52.0,63.6,60.1,64.9,61.9,81.2,78.2,55.9,52.0,63.6,60.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 MWh),-939,-0.0728415173377,LONG,2251,0.0021810726304,SHORT,2011-05-02,1136.73,-2784.83,0.0429891635972,-2784.83,-99119.64,-0.015654678146,0.00214692864036,-0.0257738341043,0.0,-17924.09,0.124112271863,0.218348449454,-2784.83,-110221.31
275,275,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-03,03.05.2011,064394,IFED,1,64,1772302,287503,23104,43154,1441260,1706044,1771917,1772302,385,0,1772302,287503,23104,43154,1441260,1706044,1771917,1772302,385,0,0,0,0,0,0,0,0,0,0,0,-16321.0,-5040.0,2400.0,-2330.0,-9336.0,-16391.0,-16706.0,-16321.0,385.0,0.0,100,16.2,1.3,2.4,81.3,96.3,100.0,100.0,0.0,0.0,100,16.2,1.3,2.4,81.3,96.3,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,8,4,6,38,44,49,51,60,8,4,6,38,44,49,51,0,0,0,0,0,0,0,0,42.8,59.6,62.9,74.1,40.4,55.3,58.2,67.0,42.8,59.6,62.9,74.1,40.4,55.3,58.2,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 50 Megawatt Hours),264399,0.851233230417,SHORT,-264784,-0.0841304176527,LONG,2011-05-09,1262.12,-279.92,-0.0863114902831,1262.12,-97857.52,0.0297438381947,-0.0866327791826,-0.0289037755042,0.0,-17924.09,0.124783113947,0.230048437375,1262.12,-108959.19
276,276,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-10,10.05.2011,064395,IFED,1,64,51258,568,9981,3823,46867,37454,51258,51258,0,0,51258,568,9981,3823,46867,37454,51258,51258,0,0,0,0,0,0,0,0,0,0,0,0,434.0,46.0,538.0,-23.0,411.0,-81.0,434.0,434.0,0.0,0.0,100,1.1,19.5,7.5,91.4,73.1,100.0,100.0,0.0,0.0,100,1.1,19.5,7.5,91.4,73.1,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,6,4,27,26,33,33,42,3,6,4,27,26,33,33,0,0,0,0,0,0,0,0,50.6,53.7,72.1,75.5,42.2,40.7,57.0,58.8,50.6,53.7,72.1,75.5,42.2,40.7,57.0,58.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 400 Megawatt Hours),-9413,-0.892312067495,LONG,9413,0.111632926554,SHORT,2011-05-16,1064.56,1362.92,0.195763344207,1362.92,-96494.6,-0.0692949415684,0.103897329431,-0.0183207061733,0.0,-17924.09,0.216005572147,0.362120798537,1362.92,-107596.27
277,277,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-17,17.05.2011,064396,IFED,1,64,299450,648,58535,14182,284620,226733,299450,299450,0,0,299450,648,58535,14182,284620,226733,299450,299450,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.2,19.5,4.7,95.0,75.7,100.0,100.0,0.0,0.0,100,0.2,19.5,4.7,95.0,75.7,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,2,2,14,16,17,18,27,1,2,2,14,16,17,18,0,0,0,0,0,0,0,0,64.4,62.3,86.0,90.6,56.5,50.1,74.0,72.5,64.4,62.3,86.0,90.6,56.5,50.1,74.0,72.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 Megawatt Hours),-57887,-0.978101819779,LONG,57887,0.113203599079,SHORT,2011-05-23,-14624.63,1342.43,0.001570672525,1342.43,-95152.17,-0.00111230742073,0.113077681876,0.112138590917,1342.43,-16581.66,0.143605771171,0.388142700257,1342.43,-106253.84
278,278,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-24,24.05.2011,064396,ICE,1,64,467193,3520,31737,656,463017,434800,467193,467193,0,0,467193,3520,31737,656,463017,434800,467193,467193,0,0,0,0,0,0,0,0,0,0,0,0,17820.0,0.0,1569.0,-952.0,18772.0,17203.0,17820.0,17820.0,0.0,0.0,100,0.8,6.8,0.1,99.1,93.1,100.0,100.0,0.0,0.0,100,0.8,6.8,0.1,99.1,93.1,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,2,4,1,24,25,27,29,36,2,4,1,24,25,27,29,0,0,0,0,0,0,0,0,62.7,58.6,82.6,79.7,41.7,47.8,53.9,55.4,62.7,58.6,82.6,79.7,41.7,47.8,53.9,55.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 25 Megawatt Hours),-28217,-0.800323340046,LONG,28217,0.0314284536827,SHORT,2011-05-30,1318.82,1469.72,-0.0817751453963,1469.72,-93682.45,0.0281510904297,0.0323131989244,0.0848919590249,0.0,-16581.66,0.129961613524,0.379168711242,1469.72,-104784.12
279,279,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-05-31,31.05.2011,06439B,IFED,1,64,49854,4866,340,1780,42848,46266,49494,48386,360,1468,49854,4866,340,1780,42848,46266,49494,48386,360,1468,0,0,0,0,0,0,0,0,0,0,-2515.0,353.0,41.0,-159.0,-2794.0,-2399.0,-2600.0,-2517.0,85.0,2.0,100,9.8,0.7,3.6,85.9,92.8,99.3,97.1,0.7,2.9,100,9.8,0.7,3.6,85.9,92.8,99.3,97.1,0.7,2.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,4,2,3,29,30,34,34,41,4,2,3,29,30,34,34,0,0,0,0,0,0,0,0,49.2,49.4,70.3,67.8,46.2,46.2,61.4,58.2,49.2,49.4,70.3,67.8,46.2,46.2,61.4,58.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,4526,0.869381482904,SHORT,-3418,-0.038355365038,LONG,2011-06-06,1229.19,1346.79,-0.0697838187207,1229.19,-92453.26,0.0239408376298,-0.0392736246046,0.00668272628214,0.0,-16581.66,0.116583916859,0.381001552277,1229.19,-103554.93
280,280,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-07,07.06.2011,06439E,IFED,1,64,4050,100,50,0,3900,3700,4000,3750,50,300,4050,100,50,0,3900,3700,4000,3750,50,300,0,0,0,0,0,0,0,0,0,0,1100.0,100.0,-500.0,0.0,1100.0,1850.0,1200.0,1350.0,-100.0,-250.0,100,2.5,1.2,0.0,96.3,91.4,98.8,92.6,1.2,7.4,100,2.5,1.2,0.0,96.3,91.4,98.8,92.6,1.2,7.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,1,1,0,11,16,12,17,25,1,1,0,11,16,12,17,0,0,0,0,0,0,0,0,69.1,50.6,90.1,76.5,67.9,50.6,85.2,75.3,69.1,50.6,90.1,76.5,67.9,50.6,85.2,75.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 mwh,50,0.333333333333,SHORT,200,0.0263157894737,SHORT,2011-06-13,1116.7,1253.97,0.0646711545117,1253.97,-91199.29,-0.0232674023611,0.0257034894116,-0.0159347659807,0.0,-16581.66,0.107985918874,0.254664241885,1253.97,-102300.96
281,281,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-14,14.06.2011,06439K,IFED,1,64,722600,3920,0,0,718680,722600,722600,722600,0,0,722600,3920,0,0,718680,722600,722600,722600,0,0,0,0,0,0,0,0,0,0,0,0,-154320.0,-8160.0,0.0,0.0,-146160.0,-154320.0,-154320.0,-154320.0,0.0,0.0,100,0.5,0.0,0.0,99.5,100.0,100.0,100.0,0.0,0.0,100,0.5,0.0,0.0,99.5,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0,15,10,16,10,21,1,0,0,15,10,16,10,0,0,0,0,0,0,0,0,63.8,78.4,90.7,98.4,63.5,78.4,84.5,90.3,63.8,78.4,90.7,98.4,63.5,78.4,84.5,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,3920,1.0,SHORT,-3920,-0.00271980461812,LONG,2011-06-20,1208.32,1376.43,-0.0290355940918,1208.32,-89990.97,0.00963380293086,-0.00274600667982,0.01614416082,0.0,-16581.66,0.0866210712144,0.202218816264,1208.32,-101092.64
282,282,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-21,21.06.2011,06439R,IFED,1,64,12484,2275,1443,320,9544,10338,12139,12101,345,383,12484,2275,1443,320,9544,10338,12139,12101,345,383,0,0,0,0,0,0,0,0,0,0,126.0,42.0,126.0,21.0,105.0,-21.0,168.0,126.0,-42.0,0.0,100,18.2,11.6,2.6,76.4,82.8,97.2,96.9,2.8,3.1,100,18.2,11.6,2.6,76.4,82.8,97.2,96.9,2.8,3.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,5,2,2,16,18,22,21,29,5,2,2,16,18,22,21,0,0,0,0,0,0,0,0,48.6,51.4,74.6,75.9,46.1,47.3,67.2,68.8,48.6,51.4,74.6,75.9,46.1,47.3,67.2,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800 Mwh,832,0.223776223776,SHORT,-794,-0.0399356201589,LONG,2011-06-27,-11244.33,1426.39,-0.0372158155408,-11244.33,-101235.3,0.0125059455378,-0.0404350528496,-0.0159201414991,0.0,-16581.66,0.0799017709348,0.190255987075,-11244.33,-112336.97
283,283,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-06-28,28.06.2011,0643AZ,IFED,1,64,18360,0,185,0,18120,18175,18120,18360,240,0,18360,0,185,0,18120,18175,18120,18360,240,0,0,0,0,0,0,0,0,0,0,0,150.0,0.0,110.0,0.0,150.0,100.0,150.0,210.0,0.0,-60.0,100,0.0,1.0,0.0,98.7,99.0,98.7,100.0,1.3,0.0,100,0.0,1.0,0.0,98.7,99.0,98.7,100.0,1.3,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,0,3,0,21,23,21,26,37,0,3,0,21,23,21,26,0,0,0,0,0,0,0,0,56.7,60.7,75.4,77.9,48.9,48.2,62.6,61.1,56.7,60.7,75.4,77.9,48.9,48.2,62.6,61.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-185,-1.0,LONG,-55,-0.00151536024246,LONG,2011-07-04,1144.67,1273.34,0.0384202599164,1144.67,-100090.63,-0.0140504987224,-0.00149406867531,-0.0264810771396,0.0,-16581.66,0.0779058855747,0.166961805263,1144.67,-111192.3
284,284,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-05,05.07.2011,0643B1,IFED,1,64,197460,3650,0,0,193810,197460,197460,197460,0,0,197460,3650,0,0,193810,197460,197460,197460,0,0,0,0,0,0,0,0,0,0,0,0,-23740.0,-575.0,0.0,0.0,-23165.0,-23740.0,-23740.0,-23740.0,0.0,0.0,100,1.8,0.0,0.0,98.2,100.0,100.0,100.0,0.0,0.0,100,1.8,0.0,0.0,98.2,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,0,24,23,25,23,30,1,0,0,24,23,25,23,0,0,0,0,0,0,0,0,55.4,52.7,75.1,79.7,46.4,29.3,56.2,48.7,55.4,52.7,75.1,79.7,46.4,29.3,56.2,48.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 MWH PER LOT,3650,1.0,SHORT,-3650,-0.00932859662126,LONG,2011-07-11,-3180.46,1421.91,-0.0078132363788,-3180.46,-103271.09,0.00218245968929,-0.00934895590734,-0.00425711872517,0.0,-16581.66,0.0671156368215,0.159806872135,-3180.46,-114372.76
285,285,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-12,12.07.2011,0643B9,IFED,1,64,36270,0,5080,1980,34165,29100,36145,36160,125,110,36270,0,5080,1980,34165,29100,36145,36160,125,110,0,0,0,0,0,0,0,0,0,0,-710.0,-35.0,-465.0,15.0,-690.0,-245.0,-710.0,-695.0,0.0,-15.0,100,0.0,14.0,5.5,94.2,80.2,99.7,99.7,0.3,0.3,100,0.0,14.0,5.5,94.2,80.2,99.7,99.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0,5,3,29,26,32,31,39,0,5,3,29,26,32,31,0,0,0,0,0,0,0,0,34.9,48.1,54.0,67.3,32.6,34.7,48.0,50.2,34.9,48.1,54.0,67.3,32.6,34.7,48.0,50.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-5080,-1.0,LONG,5065,0.0800600648068,SHORT,2011-07-18,-6378.14,1500.06,0.0893886614281,1500.06,-101771.03,-0.0143801997962,0.0789087850792,0.0215544869739,0.0,-16581.66,0.0780024799295,0.247152422239,1500.06,-112872.7
286,286,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,0643BC,IFED,1,64,33705,200,1375,0,33355,32270,33555,33645,150,60,33705,200,1375,0,33355,32270,33555,33645,150,60,0,0,0,0,0,0,0,0,0,0,-1730.0,0.0,-80.0,0.0,-1610.0,-1640.0,-1610.0,-1720.0,-120.0,-10.0,100,0.6,4.1,0.0,99.0,95.7,99.6,99.8,0.4,0.2,100,0.6,4.1,0.0,99.0,95.7,99.6,99.8,0.4,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,1,0,27,11,28,12,31,1,1,0,27,11,28,12,0,0,0,0,0,0,0,0,34.8,86.9,58.9,97.2,33.1,74.0,54.4,81.2,34.8,86.9,58.9,97.2,33.1,74.0,54.4,81.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-1175,-0.746031746032,LONG,1085,0.0165333333333,SHORT,2011-07-25,33.98,1442.97,-0.0635267314735,1442.97,-100328.06,0.00187456550218,0.0165643261496,0.0578365562768,0.0,-16581.66,0.0665282975535,0.250730034041,1442.97,-111429.73
287,287,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,0643BE,IFED,1,64,336705,2200,0,0,334505,336705,336705,336705,0,0,336705,2200,0,0,334505,336705,336705,336705,0,0,0,0,0,0,0,0,0,0,0,0,1000.0,0.0,0.0,0.0,1000.0,1000.0,1000.0,1000.0,0.0,0.0,100,0.7,0.0,0.0,99.3,100.0,100.0,100.0,0.0,0.0,100,0.7,0.0,0.0,99.3,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,0,25,12,26,12,30,1,0,0,25,12,26,12,0,0,0,0,0,0,0,0,39.8,79.8,58.7,95.9,34.0,65.7,52.5,77.2,39.8,79.8,58.7,95.9,34.0,65.7,52.5,77.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 mwh,2200,1.0,SHORT,-2200,-0.00327766272851,LONG,2011-08-01,1520.31,-30557.04,-0.0198109960618,1520.31,-98807.75,-0.0319459210536,-0.00317295477374,0.00963613249583,0.0,-16581.66,0.108909164894,0.261718306644,1520.31,-109909.42
288,288,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,0643BG,IFED,1,64,34045,4863,1678,1783,26508,30182,33154,33643,891,402,34045,4863,1678,1783,26508,30182,33154,33643,891,402,0,0,0,0,0,0,0,0,0,0,921.0,-582.0,0.0,226.0,1320.0,631.0,964.0,857.0,-43.0,64.0,100,14.3,4.9,5.2,77.9,88.7,97.4,98.8,2.6,1.2,100,14.3,4.9,5.2,77.9,88.7,97.4,98.8,2.6,1.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,5,3,4,30,29,35,36,43,5,3,4,30,29,35,36,0,0,0,0,0,0,0,0,41.9,36.4,64.0,57.8,35.3,30.6,50.9,46.0,41.9,36.4,64.0,57.8,35.3,30.6,50.9,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,3185,0.486928604189,SHORT,-3674,-0.0648086082201,LONG,2011-08-08,1598.01,2183.65,-0.0615309454916,1598.01,-97209.74,0.0216434079867,-0.0662112873689,-0.0253044313526,0.0,-16581.66,0.103602860926,0.22779228542,1598.01,-108311.41
289,289,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-09,09.08.2011,0643BR,IFED,1,64,222866,54380,0,8655,159831,214211,222866,222866,0,0,222866,54380,0,8655,159831,214211,222866,222866,0,0,0,0,0,0,0,0,0,0,0,0,943.0,-943.0,0.0,943.0,943.0,0.0,943.0,943.0,0.0,0.0,100,24.4,0.0,3.9,71.7,96.1,100.0,100.0,0.0,0.0,100,24.4,0.0,3.9,71.7,96.1,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,0,1,13,6,17,7,20,4,0,1,13,6,17,7,0,0,0,0,0,0,0,0,80.9,99.1,94.5,100.0,72.8,91.4,86.4,91.4,80.9,99.1,94.5,100.0,72.8,91.4,86.4,91.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25MWh,54380,1.0,SHORT,-54380,-0.14538474289,LONG,2011-08-15,1541.4,2047.67,-0.0805761346699,1541.4,-95668.34,0.00614008351027,-0.146277417352,-0.0933226914164,0.0,-16581.66,0.081450440119,0.215758100445,1541.4,-106770.01
290,290,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-16,16.08.2011,0643BS,IFED,1,64,621175,16186,13113,35268,569721,572794,621175,621175,0,0,621175,16186,13113,35268,569721,572794,621175,621175,0,0,0,0,0,0,0,0,0,0,0,0,63641.0,0.0,8664.0,744.0,62897.0,54233.0,63641.0,63641.0,0.0,0.0,100,2.6,2.1,5.7,91.7,92.2,100.0,100.0,0.0,0.0,100,2.6,2.1,5.7,91.7,92.2,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,2,1,2,25,18,28,20,34,2,1,2,25,18,28,20,0,0,0,0,0,0,0,0,51.1,75.2,69.6,89.5,51.1,66.0,64.6,71.9,51.1,75.2,69.6,89.5,51.1,66.0,64.6,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50MWh,3073,0.104884125738,SHORT,-3073,-0.00268968022302,LONG,2011-08-22,-4229.1,2147.65,0.142695062667,-4229.1,-99897.44,0.0205497014972,-0.00274495234873,-0.0954608162006,0.0,-16581.66,0.0912245781412,0.303535220439,-4229.1,-110999.11
291,291,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-23,23.08.2011,0643BX,IFED,1,64,60835,0,3904,0,60835,56931,60835,60835,0,0,60835,0,3904,0,60835,56931,60835,60835,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,6.4,0.0,100.0,93.6,100.0,100.0,0.0,0.0,100,0.0,6.4,0.0,100.0,93.6,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,1,0,11,12,11,13,20,0,1,0,11,12,11,13,0,0,0,0,0,0,0,0,74.6,70.8,97.5,92.4,71.3,69.5,82.9,82.1,74.6,70.8,97.5,92.4,71.3,69.5,82.9,82.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50MWh,-3904,-1.0,LONG,3904,0.0331504848598,SHORT,2011-08-29,1479.07,1895.06,0.0358401650828,1895.06,-98002.38,0.0268586392685,0.0340408617742,0.010166009476,0.0,-16581.66,0.107863125743,0.286533045019,1895.06,-109104.05
292,292,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2011-08-30,30.08.2011,0643BZ,IFED,1,64,205037,34675,23,4249,166113,200765,205037,205037,0,0,205037,34675,23,4249,166113,200765,205037,205037,0,0,0,0,0,0,0,0,0,0,0,0,8086.0,-5424.0,-760.0,2280.0,11230.0,6566.0,8086.0,8086.0,0.0,0.0,100,16.9,0.0,2.1,81.0,97.9,100.0,100.0,0.0,0.0,100,16.9,0.0,2.1,81.0,97.9,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,3,1,2,19,21,23,23,32,3,1,2,19,21,23,23,0,0,0,0,0,0,0,0,62.1,64.4,82.2,81.7,56.0,62.8,71.9,70.7,62.1,64.4,82.2,81.7,56.0,62.8,71.9,70.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 Mwh,34652,0.998674275174,SHORT,-34652,-0.0944510164142,LONG,2011-09-05,1519.14,2012.52,-0.127601501274,1519.14,-96483.24,-0.0511219642444,-0.0896224949302,-0.00982005806671,0.0,-16581.66,0.164767934109,0.295458470961,1519.14,-107584.91
