,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
95,95,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-10-30,30.10.2007,020604,CBT,0,20,356434,39629,30547,299,260950,274267,300878,305113,55556,51321,356434,39629,30547,299,260950,274267,300878,305113,55556,51321,0,0,0,0,0,0,0,0,0,0,12112.0,1518.0,4281.0,3.0,9423.0,2562.0,10944.0,6846.0,1168.0,5266.0,100,11.1,8.6,0.1,73.2,76.9,84.4,85.6,15.6,14.4,100,11.1,8.6,0.1,73.2,76.9,84.4,85.6,15.6,14.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69,6,6,2,36,43,42,51,69,6,6,2,36,43,42,51,0,0,0,0,0,0,0,0,26.1,43.6,46.0,55.4,24.8,43.5,41.9,53.9,26.1,43.6,46.0,55.4,24.8,43.5,41.9,53.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",9082,0.12941746466,SHORT,-13317,-0.024881496664,LONG,2007-11-05,-11087.27,1595.45,0.0503200090671,1595.45,-33537.08,-0.0243888452921,0.126261122136,0.105037472192,1595.45,-21875.75,0.576976107379,0.597858940021,1595.45,-39236.99
96,96,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-06,06.11.2007,020604,CBT,0,20,96670,3953,21074,0,61613,56008,65566,77082,31104,19588,96670,3953,21074,0,61613,56008,65566,77082,31104,19588,0,0,0,0,0,0,0,0,0,0,7161.0,-810.0,3633.0,-540.0,9946.0,5272.0,8596.0,8365.0,-1435.0,-1204.0,100,4.1,21.8,0.0,63.7,57.9,67.8,79.7,32.2,20.3,100,4.1,21.8,0.0,63.7,57.9,67.8,79.7,32.2,20.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,5,0,11,12,12,17,24,1,5,0,11,12,12,17,0,0,0,0,0,0,0,0,47.4,53.5,61.2,67.8,46.3,53.4,59.6,67.7,47.4,53.5,61.2,67.8,46.3,53.4,59.6,67.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF $100,000 FACE VALUE)",-17121,-0.684101170736,LONG,5605,0.0476530551517,SHORT,2007-11-12,2023.64,1787.72,-0.813518635396,2023.64,-31513.44,0.377356651044,-0.9422512975,-0.460000354528,2023.64,-19852.11,0.717600411209,0.808528997853,2023.64,-37213.35
97,97,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-13,13.11.2007,02165A,NYME,1,21,40771,1880,888,970,37627,38903,40477,40761,294,10,40771,1880,888,970,37627,38903,40477,40761,294,10,0,0,0,0,0,0,0,0,0,0,-6732.0,1215.0,-33.0,-1136.0,-6793.0,-5573.0,-6714.0,-6742.0,-18.0,10.0,100,4.6,2.2,2.4,92.3,95.4,99.3,100.0,0.7,0.0,100,4.6,2.2,2.4,92.3,95.4,99.3,100.0,0.7,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,2,2,1,36,45,38,48,54,2,2,1,36,45,38,48,0,0,0,0,0,0,0,0,48.0,37.1,66.9,59.3,27.6,14.2,34.7,24.7,48.0,37.1,66.9,59.3,27.6,14.2,34.7,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",992,0.35838150289,SHORT,-1276,-0.0166732000523,LONG,2007-11-19,1930.28,1766.57,1.04248267363,1766.57,-29746.87,-0.485814002263,0.184274750634,-0.206494413983,1930.28,-17921.83,0.849035556577,0.961704988264,1766.57,-35446.78
98,98,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-20,20.11.2007,02165A,NYME,1,21,47849,1119,2380,64,46607,45227,47790,47671,59,178,47849,1119,2380,64,46607,45227,47790,47671,59,178,0,0,0,0,0,0,0,0,0,0,1758.0,300.0,0.0,0.0,1602.0,1758.0,1902.0,1758.0,-144.0,0.0,100,2.3,5.0,0.1,97.4,94.5,99.9,99.6,0.1,0.4,100,2.3,5.0,0.1,97.4,94.5,99.9,99.6,0.1,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62,2,4,1,44,47,47,51,62,2,4,1,44,47,47,51,0,0,0,0,0,0,0,0,31.4,30.2,51.6,48.8,20.1,14.2,30.6,24.8,31.4,30.2,51.6,48.8,20.1,14.2,30.6,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-1261,-0.360388682481,LONG,1380,0.0150271141407,SHORT,2007-11-26,2103.1,1940.16,-0.718770185371,2103.1,-27643.77,0.333291983034,-0.480503341128,-0.10300516132,2103.1,-15818.73,0.836569658578,0.87656369965,2103.1,-33343.68
99,99,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-27,27.11.2007,02165A,NYME,1,21,26790,75,0,0,26650,26725,26725,26725,65,65,26790,75,0,0,26650,26725,26725,26725,65,65,0,0,0,0,0,0,0,0,0,0,4342.0,0.0,0.0,0.0,4392.0,4392.0,4392.0,4392.0,-50.0,-50.0,100,0.3,0.0,0.0,99.5,99.8,99.8,99.8,0.2,0.2,100,0.3,0.0,0.0,99.5,99.8,99.8,99.8,0.2,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,1,0,0,40,35,41,35,46,1,0,0,40,35,41,35,0,0,0,0,0,0,0,0,50.9,60.9,67.4,79.8,46.5,55.6,58.7,66.7,50.9,60.9,67.4,79.8,46.5,55.6,58.7,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",75,1.0,SHORT,-75,-0.00140515222482,LONG,2007-12-03,2427.59,2267.38,1.36038868248,2267.38,-25376.39,-0.63366257113,0.36633742887,0.0393106787619,0.0,-15818.73,1.01953678382,0.717397574089,0.0,-33343.68
100,100,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-04,04.12.2007,02165B,NYME,1,21,6765,0,25,0,6695,6710,6695,6735,70,30,6765,0,25,0,6695,6710,6695,6735,70,30,0,0,0,0,0,0,0,0,0,0,385.0,0.0,0.0,0.0,385.0,375.0,385.0,375.0,0.0,10.0,100,0.0,0.4,0.0,99.0,99.2,99.0,99.6,1.0,0.4,100,0.0,0.4,0.0,99.0,99.2,99.0,99.6,1.0,0.4,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,0,1,0,20,17,20,18,23,0,1,0,20,17,20,18,0,0,0,0,0,0,0,0,58.4,48.9,78.1,72.8,29.8,24.5,38.3,35.2,58.4,48.9,78.1,72.8,29.8,24.5,38.3,35.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",-25,-1.0,LONG,-15,-0.00111898545319,LONG,2007-12-10,1589.67,1510.21,-2.0,1589.67,-23786.72,0.929153618882,-1.92915361888,-0.611034490385,1589.67,-14229.06,1.3692737485,0.992655219988,0.0,-33343.68
101,101,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-11,11.12.2007,02165B,NYME,1,21,15635,0,0,0,15442,15470,15442,15470,193,165,15635,0,0,0,15442,15470,15442,15470,193,165,0,0,0,0,0,0,0,0,0,0,1857.0,0.0,0.0,0.0,1845.0,1871.0,1845.0,1871.0,12.0,-14.0,100,0.0,0.0,0.0,98.8,98.9,98.8,98.9,1.2,1.1,100,0.0,0.0,0.0,98.8,98.9,98.8,98.9,1.2,1.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,0,0,0,28,24,28,24,34,0,0,0,28,24,28,24,0,0,0,0,0,0,0,0,60.4,49.8,78.5,75.2,26.2,19.7,30.4,28.4,60.4,49.8,78.5,75.2,26.2,19.7,30.4,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",0,-1.0,LONG,-28,-0.000905797101449,LONG,2007-12-17,2031.19,706.11,0.0,2031.19,-21755.53,-0.00098651529921,-0.999013484701,-0.999457416585,2031.19,-12197.87,1.10523630111,1.24354345794,2031.19,-31312.49
102,102,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-18,18.12.2007,02165B,NYME,1,21,28624,200,0,0,28347,28424,28547,28424,77,200,28624,200,0,0,28347,28424,28547,28424,77,200,0,0,0,0,0,0,0,0,0,0,-155.0,0.0,0.0,0.0,-155.0,-155.0,-155.0,-155.0,0.0,0.0,100,0.7,0.0,0.0,99.0,99.3,99.7,99.3,0.3,0.7,100,0.7,0.0,0.0,99.0,99.3,99.7,99.3,0.3,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,1,0,0,28,32,29,32,41,1,0,0,28,32,29,32,0,0,0,0,0,0,0,0,54.1,59.8,75.1,75.8,33.0,31.4,42.9,39.8,54.1,59.8,75.1,75.8,33.0,31.4,42.9,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",200,1.0,SHORT,-77,-0.00135632629335,LONG,2007-12-24,1637.53,1639.65,2.0,1639.65,-20115.88,-0.931126649481,0.0688733505192,-0.412119657214,1637.53,-10560.34,1.39262134339,1.30378223656,0.0,-31312.49
103,103,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-24,24.12.2007,02165B,NYME,1,21,24168,725,120,355,22901,23643,23981,24118,187,50,24168,725,120,355,22901,23643,23981,24118,187,50,0,0,0,0,0,0,0,0,0,0,5641.0,125.0,-475.0,75.0,5516.0,6110.0,5716.0,5710.0,-75.0,-69.0,100,3.0,0.5,1.5,94.8,97.8,99.2,99.8,0.8,0.2,100,3.0,0.5,1.5,94.8,97.8,99.2,99.8,0.8,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2,1,3,31,34,35,38,42,2,1,3,31,34,35,38,0,0,0,0,0,0,0,0,40.6,47.7,63.0,72.8,20.6,26.8,31.9,36.7,40.6,47.7,63.0,72.8,20.6,26.8,31.9,36.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 BARRELS)",605,0.715976331361,SHORT,-742,-0.0159419044345,LONG,2007-12-31,1567.59,1583.31,-0.284023668639,1583.31,-18532.57,0.13110439133,0.809843972491,0.89541418487,1583.31,-8977.03,1.13347616058,1.39467566574,1583.31,-29729.18
104,104,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-31,31.12.2007,02165C,NYME,1,21,3122,0,0,0,2562,2445,2562,2445,560,677,3122,0,0,0,2562,2445,2562,2445,560,677,0,0,0,0,0,0,0,0,0,0,16.0,0.0,0.0,0.0,25.0,10.0,25.0,10.0,-9.0,6.0,100,0.0,0.0,0.0,82.1,78.3,82.1,78.3,17.9,21.7,100,0.0,0.0,0.0,82.1,78.3,82.1,78.3,17.9,21.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,19,19,19,19,20,0,0,0,19,19,19,19,0,0,0,0,0,0,0,0,43.4,40.2,64.8,58.6,22.2,20.9,29.5,27.5,43.4,40.2,64.8,58.6,22.2,20.9,29.5,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",0,0.715976331361,LONG,117,0.0233672857999,SHORT,2008-01-07,2059.88,2004.27,0.0,2004.27,-16528.3,-0.00098651529921,0.715270009756,0.715587854478,2004.27,-6972.76,0.936445165493,1.31693427807,2004.27,-27724.91
105,105,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-08,08.01.2008,02165C,NYME,1,21,7449,1235,56,455,5013,5948,6703,6459,746,990,7449,1235,56,455,5013,5948,6703,6459,746,990,0,0,0,0,0,0,0,0,0,0,-413.0,-286.0,-7.0,-50.0,-142.0,-365.0,-478.0,-422.0,65.0,9.0,100,16.6,0.8,6.1,67.3,79.8,90.0,86.7,10.0,13.3,100,16.6,0.8,6.1,67.3,79.8,90.0,86.7,10.0,13.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,2,1,3,18,21,21,24,24,2,1,3,18,21,21,24,0,0,0,0,0,0,0,0,60.9,56.3,76.0,69.1,54.6,53.4,64.5,59.1,60.9,56.3,76.0,69.1,54.6,53.4,64.5,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",1179,0.913245546088,SHORT,-935,-0.0853024359091,LONG,2008-01-14,1808.59,1735.73,0.197269214727,1735.73,-14792.57,-0.0927305222272,0.828559809678,0.777897244435,1735.73,-5237.03,0.804738861416,1.29303858651,1735.73,-25989.18
106,106,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-15,15.01.2008,02165E,NYME,1,21,11520,868,673,821,8568,8987,10257,10481,1263,1039,11520,868,673,821,8568,8987,10257,10481,1263,1039,0,0,0,0,0,0,0,0,0,0,637.0,8.0,3.0,135.0,421.0,431.0,564.0,569.0,73.0,68.0,100,7.5,5.8,7.1,74.4,78.0,89.0,91.0,11.0,9.0,100,7.5,5.8,7.1,74.4,78.0,89.0,91.0,11.0,9.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,3,4,6,33,33,39,41,42,3,4,6,33,33,39,41,0,0,0,0,0,0,0,0,33.3,28.9,54.2,46.4,24.7,22.1,33.4,30.5,33.3,28.9,54.2,46.4,24.7,22.1,33.4,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",195,0.126541207008,SHORT,-419,-0.0238678439191,LONG,2008-01-21,1769.61,-10779.55,-0.78670433908,-10779.55,-25572.12,0.364886124457,0.172714337617,0.505953381429,-10779.55,-16016.58,0.828507776001,0.777047888363,0.0,-25989.18
107,107,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-22,22.01.2008,02165E,NYME,1,21,10552,95,345,230,8399,8336,8724,8911,1828,1641,10552,95,345,230,8399,8336,8724,8911,1828,1641,0,0,0,0,0,0,0,0,0,0,454.0,20.0,65.0,0.0,371.0,306.0,391.0,371.0,63.0,83.0,100,0.9,3.3,2.2,79.6,79.0,82.7,84.4,17.3,15.6,100,0.9,3.3,2.2,79.6,79.0,82.7,84.4,17.3,15.6,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,1,2,1,32,35,33,38,39,1,2,1,32,35,33,38,0,0,0,0,0,0,0,0,32.2,26.1,51.0,40.0,15.4,9.6,20.2,15.5,32.2,26.1,51.0,40.0,15.4,9.6,20.2,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",-250,-0.568181818182,LONG,63,0.00376456528234,SHORT,2008-01-28,1614.14,1595.47,-0.69472302519,1614.14,-23957.98,0.322108368635,-0.751197936725,-0.356215322045,1614.14,-14402.44,0.818515705126,0.828992385669,1614.14,-24375.04
108,108,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-29,29.01.2008,02165E,NYME,1,21,12990,253,874,183,10925,11025,11361,12082,1629,908,12990,253,874,183,10925,11025,11361,12082,1629,908,0,0,0,0,0,0,0,0,0,0,-1308.0,-146.0,18.0,-40.0,-1715.0,-1573.0,-1901.0,-1595.0,593.0,287.0,100,1.9,6.7,1.4,84.1,84.9,87.5,93.0,12.5,7.0,100,1.9,6.7,1.4,84.1,84.9,87.5,93.0,12.5,7.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,2,4,2,38,44,41,49,51,2,4,2,38,44,41,49,0,0,0,0,0,0,0,0,31.7,40.6,49.1,55.4,29.8,34.3,41.2,46.2,31.7,40.6,49.1,55.4,29.8,34.3,41.2,46.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",-621,-0.551020408163,LONG,-100,-0.00455580865604,LONG,2008-02-04,1718.79,1700.34,0.017161410019,1718.79,-22239.19,-0.00896777340812,-0.546078981999,-0.556025258282,1718.79,-12683.65,0.719594068568,0.822165816719,1718.79,-22656.25
109,109,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-05,05.02.2008,02165G,NYME,1,21,4329,444,354,162,2997,3262,3603,3778,726,551,4329,444,354,162,2997,3262,3603,3778,726,551,0,0,0,0,0,0,0,0,0,0,229.0,-89.0,20.0,66.0,259.0,186.0,236.0,272.0,-7.0,-43.0,100,10.3,8.2,3.7,69.2,75.4,83.2,87.3,16.8,12.7,100,10.3,8.2,3.7,69.2,75.4,83.2,87.3,16.8,12.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,5,2,4,27,33,33,39,42,5,2,4,27,33,33,39,0,0,0,0,0,0,0,0,28.6,35.2,47.5,49.0,26.6,32.1,38.6,42.9,28.6,35.2,47.5,49.0,26.6,32.1,38.6,42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",90,0.112781954887,SHORT,-265,-0.0423390317942,LONG,2008-02-11,1717.56,1683.86,0.66380236305,1683.86,-20555.33,-0.309701124818,0.0778532565993,-0.205139892544,1717.56,-10966.09,0.73859903925,0.797553268417,1683.86,-20972.39
110,110,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-12,12.02.2008,02165G,NYME,1,21,6575,605,35,340,4967,5408,5912,5783,663,792,6575,605,35,340,4967,5408,5912,5783,663,792,0,0,0,0,0,0,0,0,0,0,-1200.0,-66.0,-30.0,65.0,-1080.0,-1244.0,-1081.0,-1209.0,-119.0,9.0,100,9.2,0.5,5.2,75.5,82.3,89.9,88.0,10.1,12.0,100,9.2,0.5,5.2,75.5,82.3,89.9,88.0,10.1,12.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,5,1,6,40,45,47,51,55,5,1,6,40,45,47,51,0,0,0,0,0,0,0,0,27.8,23.9,41.7,35.3,20.2,17.4,27.2,24.7,27.8,23.9,41.7,35.3,20.2,17.4,27.2,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",570,0.890625,SHORT,-441,-0.0425060240964,LONG,2008-02-18,1738.24,1678.7,0.777843045113,1678.7,-18876.63,-0.362738032476,0.567561439826,0.362910671603,1678.7,-9287.39,0.778822790003,0.79524623285,1678.7,-19293.69
111,111,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-19,19.02.2008,02165G,NYME,1,21,7774,228,393,570,6445,6380,7243,7343,531,431,7774,228,393,570,6445,6380,7243,7343,531,431,0,0,0,0,0,0,0,0,0,0,165.0,-69.0,-105.0,86.0,221.0,239.0,238.0,220.0,-73.0,-55.0,100,2.9,5.1,7.3,82.9,82.1,93.2,94.5,6.8,5.5,100,2.9,5.1,7.3,82.9,82.1,93.2,94.5,6.8,5.5,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,4,5,7,48,56,56,64,66,4,5,7,48,56,56,64,0,0,0,0,0,0,0,0,31.6,21.7,45.0,36.5,24.2,17.0,32.8,28.0,31.6,21.7,45.0,36.5,24.2,17.0,32.8,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",-165,-0.265700483092,LONG,65,0.00506822612086,SHORT,2008-02-25,1640.23,1626.34,-1.15632548309,1640.23,-17236.4,0.536785854701,-0.408324744003,0.176202640798,1626.34,-7661.05,0.931382842915,0.924159812116,0.0,-19293.69
112,112,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-26,26.02.2008,02165G,NYME,1,21,3626,0,10,70,2889,2788,2959,2868,667,758,3626,0,10,70,2889,2788,2959,2868,667,758,0,0,0,0,0,0,0,0,0,0,427.0,0.0,-5.0,30.0,487.0,271.0,517.0,296.0,-90.0,131.0,100,0.0,0.3,1.9,79.7,76.9,81.6,79.1,18.4,20.9,100,0.0,0.3,1.9,79.7,76.9,81.6,79.1,18.4,20.9,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0,1,2,32,34,34,36,40,0,1,2,32,34,34,36,0,0,0,0,0,0,0,0,24.2,22.7,42.7,39.9,17.9,16.3,28.3,25.3,24.2,22.7,42.7,39.9,17.9,16.3,28.3,25.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",-10,-1.0,LONG,101,0.0177910868416,SHORT,2008-03-03,1876.78,1802.41,-0.734299516908,1876.78,-15359.62,0.340514210294,-1.34051421029,-0.856848033053,1876.78,-5784.27,0.889913884032,0.630583340023,0.0,-19293.69
113,113,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-04,04.03.2008,02165H,NYME,1,21,6741,0,0,75,6037,6173,6112,6248,629,493,6741,0,0,75,6037,6173,6112,6248,629,493,0,0,0,0,0,0,0,0,0,0,185.0,0.0,0.0,0.0,155.0,160.0,155.0,160.0,30.0,25.0,100,0.0,0.0,1.1,89.6,91.6,90.7,92.7,9.3,7.3,100,0.0,0.0,1.1,89.6,91.6,90.7,92.7,9.3,7.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,1,19,20,20,21,22,0,0,1,19,20,20,21,0,0,0,0,0,0,0,0,46.6,47.1,69.8,67.2,22.5,15.7,27.9,24.8,46.6,47.1,69.8,67.2,22.5,15.7,27.9,24.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS)",0,-1.0,LONG,-136,-0.0111384111384,LONG,2008-03-10,1909.26,1891.15,0.0,1909.26,-13450.36,-0.00098651529921,-0.999013484701,-0.999457416585,1909.26,-3875.01,0.767556532927,0.933560134421,1909.26,-17384.43
