,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
68,68,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-04-24,24.04.2007,002602,CBT,0,2,1105178,309245,126208,118131,553999,642684,981375,887023,123803,218155,98568,34462,18476,1393,40843,58272,76698,78141,21870,20427,1006610,299732,132681,91789,513156,584412,904677,808882,101933,197728,-28271.0,-5.0,1914.0,-11402.0,-9997.0,-14792.0,-21404.0,-24280.0,-6867.0,-3991.0,100,28.0,11.4,10.7,50.1,58.2,88.8,80.3,11.2,19.7,100,35.0,18.7,1.4,41.4,59.1,77.8,79.3,22.2,20.7,100,29.8,13.2,9.1,51.0,58.1,89.9,80.4,10.1,19.6,702,160,136,153,234,305,485,533,434,85,74,4,119,177,206,253,690,157,147,117,196,298,417,512,17.8,16.7,27.6,22.6,17.7,14.5,27.3,19.8,21.7,20.0,30.0,28.1,21.2,20.0,28.3,27.3,19.1,16.5,28.6,22.6,19.1,14.5,28.3,19.7,"(CONTRACTS OF 5,000 BUSHELS)",183037,0.420336982407,SHORT,-88685,-0.0741090163393,LONG,2007-04-30,839.63,876.68,-0.0975657388372,839.63,36431.93,0.045070200386,-0.0774491245561,-0.075431007615,0.0,28717.72,0.202047260736,0.403017248961,839.63,28055.9
69,69,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-01,01.05.2007,004603,CBT,0,4,10174,3063,718,394,5020,7538,8477,8650,1697,1524,10170,3063,718,394,5018,7534,8475,8646,1695,1524,4,0,0,0,2,4,2,4,2,0,-710.0,-41.0,-1094.0,230.0,-453.0,305.0,-264.0,-559.0,-446.0,-151.0,100,30.1,7.1,3.9,49.3,74.1,83.3,85.0,16.7,15.0,100,30.1,7.1,3.9,49.3,74.1,83.3,85.0,16.7,15.0,100,0.0,0.0,0.0,50.0,100.0,50.0,100.0,50.0,0.0,43,16,9,9,11,13,30,28,43,16,9,9,11,13,30,28,2,0,0,0,1,1,1,1,54.2,43.9,68.4,64.5,38.2,32.5,48.5,48.1,54.3,43.9,68.4,64.5,38.2,32.5,48.5,48.1,50.0,100.0,50.0,100.0,50.0,100.0,50.0,100.0,"(CONTRACTS OF 5,000 BUSHELS)",2345,0.620206294631,SHORT,-2518,-0.200509635292,LONG,2007-05-07,885.73,929.85,-0.126400618953,885.73,37317.66,0.0580211432811,-0.212143433571,-0.209382745226,885.73,29603.45,0.196490871814,0.352698259105,885.73,28941.63
70,70,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-08,08.05.2007,004603,CBT,0,4,12801,2831,2193,48,8018,8745,10897,10986,1904,1815,12529,2809,2198,32,7901,8529,10742,10759,1787,1770,272,27,0,11,117,216,155,227,117,45,-145.0,-164.0,-301.0,31.0,-120.0,44.0,-253.0,-226.0,108.0,81.0,100,22.1,17.1,0.4,62.6,68.3,85.1,85.8,14.9,14.2,100,22.4,17.5,0.3,63.1,68.1,85.7,85.9,14.3,14.1,100,9.9,0.0,4.0,43.0,79.4,57.0,83.5,43.0,16.5,36,10,10,3,15,7,27,18,36,10,10,1,14,5,25,15,11,3,0,1,5,5,8,6,41.2,73.8,60.2,81.5,40.7,72.3,59.6,79.9,41.8,75.0,60.9,82.8,41.8,73.9,60.9,81.7,49.3,77.9,57.0,83.5,38.6,68.8,42.3,68.8,"(CONTRACTS OF 5,000 BUSHELS)",638,0.12699044586,SHORT,-727,-0.0433693252998,LONG,2007-05-14,889.71,-9590.63,0.157140309992,889.71,38207.37,-0.0693288704692,-0.0403625789638,-0.0435655200903,0.0,29603.45,0.200300975942,0.352727101559,889.71,29831.34
71,71,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-15,15.05.2007,004603,CBT,0,4,13259,2712,2110,125,8011,9561,10848,11796,2411,1463,10599,2328,2110,60,5927,7162,8315,9332,2284,1267,2660,384,0,65,2084,2399,2533,2464,127,196,971.0,-322.0,769.0,12.0,1409.0,150.0,1099.0,931.0,-128.0,40.0,100,20.5,15.9,0.9,60.4,72.1,81.8,89.0,18.2,11.0,100,22.0,19.9,0.6,55.9,67.6,78.5,88.0,21.5,12.0,100,14.4,0.0,2.4,78.3,90.2,95.2,92.6,4.8,7.4,42,11,11,2,16,13,28,25,42,11,11,1,14,11,26,22,16,3,0,1,7,9,10,10,39.2,55.6,58.0,73.2,35.5,52.8,51.6,68.5,37.2,58.4,55.9,76.7,37.2,54.8,55.9,73.2,82.2,68.0,95.0,89.5,79.8,68.0,86.7,84.1,"(CONTRACTS OF 5,000 BUSHELS)",602,0.124844462878,SHORT,-1550,-0.0882085135443,LONG,2007-05-21,834.16,888.52,-0.0448391882445,834.16,39041.53,0.0213885154597,-0.0900951626999,-0.0891606459519,0.0,29603.45,0.168685400507,0.293421460018,834.16,30665.5
72,72,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-22,22.05.2007,004603,CBT,0,4,15702,4463,2018,457,6416,11531,11336,14006,4366,1696,10786,3826,1906,0,4082,7839,7908,9745,2878,1041,4916,740,215,354,2334,3692,3428,4261,1488,655,573.0,121.0,-214.0,34.0,272.0,563.0,427.0,383.0,146.0,190.0,100,28.4,12.9,2.9,40.9,73.4,72.2,89.2,27.8,10.8,100,35.5,17.7,0.0,37.8,72.7,73.3,90.3,26.7,9.7,100,15.1,4.4,7.2,47.5,75.1,69.7,86.7,30.3,13.3,48,25,3,4,14,12,41,18,46,23,4,0,10,12,33,16,23,7,2,3,7,12,17,15,25.4,48.0,40.4,73.7,20.2,37.8,33.5,60.0,28.0,58.4,46.0,76.8,28.0,56.7,46.0,75.1,52.5,53.1,65.8,73.9,38.4,44.9,43.6,56.1,"(CONTRACTS OF 5,000 BUSHELS)",2445,0.377256596204,SHORT,-5115,-0.28500585056,LONG,2007-05-28,791.67,-12466.04,-0.196797337016,791.67,39833.2,0.0896392347033,-0.31055355689,-0.306106656023,791.67,30395.12,0.225295444727,0.340835444206,791.67,31457.17
73,73,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-05-29,29.05.2007,005602,CBT,0,5,670093,282609,87052,84822,252047,406573,619478,578447,50615,91646,469014,249578,66472,38524,144763,318763,432865,423759,36149,45255,201079,61128,48677,18201,107284,87810,186613,154688,14466,46391,1999.0,-8990.0,5817.0,882.0,9551.0,-765.0,1443.0,5934.0,556.0,-3935.0,100,42.2,13.0,12.7,37.6,60.7,92.4,86.3,7.6,13.7,100,53.2,14.2,8.2,30.9,68.0,92.3,90.4,7.7,9.6,100,30.4,24.2,9.1,53.4,43.7,92.8,76.9,7.2,23.1,565,187,141,158,130,193,415,415,541,190,134,103,98,178,346,363,392,90,111,64,92,144,224,282,8.6,18.6,16.9,27.8,8.3,16.5,15.6,23.9,11.6,22.4,21.5,34.2,11.6,21.2,21.3,31.9,17.8,21.5,27.9,30.2,17.6,18.8,26.6,26.9,"(CONTRACTS OF 5,000 BUSHELS)",195557,0.529017126502,SHORT,-154526,-0.234620873949,LONG,2007-06-04,948.37,1019.19,0.050384976611,948.37,40781.57,-0.0213806140231,-0.229604535601,-0.230712561901,948.37,31343.49,0.174570308205,0.371249820519,948.37,32405.54
74,74,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-05,05.06.2007,005602,CBT,0,5,753669,275924,40067,117421,299352,498507,692697,655995,60972,97674,408639,205549,49313,27305,144363,285642,377217,362260,31422,46379,345030,108270,28649,52221,154989,212865,315480,293735,29550,51295,69088.0,25307.0,1877.0,10706.0,31626.0,49041.0,67639.0,61624.0,1449.0,7464.0,100,36.6,5.3,15.6,39.7,66.1,91.9,87.0,8.1,13.0,100,50.3,12.1,6.7,35.3,69.9,92.3,88.7,7.7,11.3,100,31.4,8.3,15.1,44.9,61.7,91.4,85.1,8.6,14.9,578,233,104,182,153,198,471,425,536,204,115,102,97,182,349,358,426,139,74,101,124,168,317,305,12.6,22.2,20.1,31.7,9.3,16.8,15.5,25.7,15.6,22.4,25.5,34.9,14.5,21.7,24.4,34.0,17.8,27.4,27.7,35.6,14.7,21.6,23.3,27.9,"(CONTRACTS OF 5,000 BUSHELS)",235857,0.746404169739,SHORT,-199155,-0.249611773509,LONG,2007-06-11,-2613.11,1139.47,-0.01499089956,-2613.11,38168.46,0.00798240866395,-0.251604276692,-0.251264608638,-2613.11,28730.38,0.156061771474,0.383368277493,-2613.11,29792.43
75,75,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-12,12.06.2007,005602,CBT,0,5,454081,94857,86636,59874,256693,207599,411424,354109,42657,99972,296267,61660,66454,24703,179588,152528,265951,243685,30316,52582,157814,53636,40621,14732,77105,55071,145473,110424,12341,47390,8859.0,-3519.0,18903.0,-4912.0,16310.0,-8997.0,7879.0,4994.0,980.0,3865.0,100,20.9,19.1,13.2,56.5,45.7,90.6,78.0,9.4,22.0,100,20.8,22.4,8.3,60.6,51.5,89.8,82.3,10.2,17.7,100,34.0,25.7,9.3,48.9,34.9,92.2,70.0,7.8,30.0,443,115,146,150,94,147,313,363,415,105,145,100,84,134,259,318,306,73,91,51,57,112,160,231,20.5,16.6,32.8,24.2,18.0,15.6,28.7,20.3,27.0,23.4,38.3,32.7,26.6,22.3,36.8,28.9,30.9,12.5,40.8,19.8,30.4,11.3,40.2,17.6,"(CONTRACTS OF 5,000 BUSHELS)",8221,0.0452965128132,SHORT,49094,0.105739491527,SHORT,2007-06-18,1086.54,1124.14,0.355351265036,1124.14,39292.6,-0.158353647048,0.0889952574067,0.0822231167884,0.0,28730.38,0.314714744537,0.529266728875,1124.14,30916.57
76,76,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-19,19.06.2007,005602,CBT,0,5,518020,156938,37142,74952,230538,314644,462428,426738,55592,91282,309577,94807,41444,28812,151495,194846,275114,265102,34463,44475,208443,92580,26147,15691,79043,119798,187314,161636,21129,46807,20835.0,1368.0,-2306.0,7734.0,10581.0,12944.0,19683.0,18372.0,1152.0,2463.0,100,30.3,7.2,14.5,44.5,60.7,89.3,82.4,10.7,17.6,100,30.6,13.4,9.3,48.9,62.9,88.9,85.6,11.1,14.4,100,44.4,12.5,7.5,37.9,57.5,89.9,77.5,10.1,22.5,503,182,74,148,107,196,357,386,479,163,91,99,91,185,306,341,376,110,75,53,73,162,206,272,17.4,19.6,27.0,26.6,17.0,18.1,25.3,23.9,21.5,23.8,34.9,31.8,21.5,23.7,33.4,31.1,17.9,17.8,29.0,26.6,17.8,16.3,26.9,21.9,"(CONTRACTS OF 5,000 BUSHELS)",119796,0.617250618302,SHORT,-84106,-0.154271417618,LONG,2007-06-25,940.79,-1359.13,-0.260010909145,940.79,40233.39,0.118031076791,-0.172480239157,-0.166915844544,940.79,29671.17,0.298318257243,0.543917810979,940.79,31857.36
77,77,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-06-26,26.06.2007,005603,CBT,0,5,19968,16352,3071,186,9,4198,16547,7455,3421,12513,17201,14079,3005,180,9,3458,14268,6643,2933,10558,2767,2273,66,6,0,740,2279,812,488,1955,-215.0,-645.0,80.0,86.0,1.0,177.0,-558.0,343.0,343.0,-558.0,100,81.9,15.4,0.9,0.0,21.0,82.9,37.3,17.1,62.7,100,81.8,17.5,1.0,0.1,20.1,82.9,38.6,17.1,61.4,100,82.1,2.4,0.2,0.0,26.7,82.4,29.3,17.6,70.7,38,16,11,5,2,11,19,26,38,16,11,4,2,11,19,25,20,6,4,2,0,10,6,16,48.6,16.5,67.0,23.7,48.5,16.5,66.9,23.7,44.9,15.6,64.5,23.4,44.8,15.6,64.4,23.4,77.0,23.6,82.4,26.8,76.8,23.6,82.1,26.8,"(Contracts of 1,000 Bushels)",13281,0.683776965453,SHORT,-4189,-0.995721416686,LONG,2007-07-02,1219.76,1292.74,-0.841449999068,1219.76,41453.15,0.379179533813,-1.37327859927,-1.34889845564,1219.76,30890.93,0.710221675114,0.790577652226,1219.76,33077.12
78,78,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-03,03.07.2007,005603,CBT,0,5,23520,20076,3085,218,9,3568,20303,6871,3217,16649,22162,18955,3066,218,9,3218,19182,6502,2980,15660,1358,1121,19,0,0,350,1121,369,237,989,-563.0,-880.0,-177.0,24.0,0.0,-305.0,-856.0,-458.0,293.0,-105.0,100,85.4,13.1,0.9,0.0,15.2,86.3,29.2,13.7,70.8,100,85.5,13.8,1.0,0.0,14.5,86.6,29.3,13.4,70.7,100,82.5,1.4,0.0,0.0,25.8,82.5,27.2,17.5,72.8,30,14,7,7,1,9,16,22,30,14,7,7,1,9,16,22,19,9,2,0,0,8,9,10,58.0,13.1,78.3,21.2,57.4,13.1,77.7,21.2,58.4,13.8,78.5,21.1,57.8,13.8,77.9,21.1,76.3,22.5,82.2,26.8,76.3,22.5,82.2,26.8,(THOUSAND BUSHELS),16991,0.733603903113,SHORT,-3559,-0.994967850154,LONG,2007-07-09,1010.73,1084.74,0.000753566532,1010.73,42463.88,0.000910914679745,-0.995874180975,-0.995871125689,1010.73,31901.66,0.388716546231,0.796111350314,1010.73,34087.85
79,79,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-10,10.07.2007,005603,CBT,0,5,19193,15497,3310,657,0,1172,16154,5139,3039,14054,2168,1424,542,138,0,157,1562,837,606,1331,17025,14443,3138,149,0,1015,14592,4302,2433,12723,-551.0,-249.0,1765.0,-388.0,0.0,-241.0,-637.0,1136.0,86.0,-1687.0,100,80.7,17.2,3.4,0.0,6.1,84.2,26.8,15.8,73.2,100,65.7,25.0,6.4,0.0,7.2,72.0,38.6,28.0,61.4,100,84.8,18.4,0.9,0.0,6.0,85.7,25.3,14.3,74.7,30,13,13,7,0,4,13,24,13,7,3,4,0,3,8,9,30,13,13,6,0,4,13,23,59.6,8.9,75.6,15.5,56.4,8.3,72.4,14.4,59.1,36.5,72.0,38.5,59.1,32.1,65.7,32.2,60.7,9.4,78.5,15.6,60.0,9.4,77.9,15.6,(THOUSAND BUSHELS),12187,0.648003402988,SHORT,-1172,-1.0,LONG,2007-07-16,992.1,1066.81,-0.005032149846,992.1,43455.98,0.00350952033091,-1.00350952033,-1.00333868693,992.1,32893.76,0.237591133033,0.844351524107,992.1,35079.95
80,80,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-17,17.07.2007,006261,CCX,0,6,37366,23364,583,1759,12142,34915,37265,37257,101,109,37366,23364,583,1759,12142,34915,37265,37257,101,109,0,0,0,0,0,0,0,0,0,0,2053.0,-141.0,2.0,336.0,1784.0,1636.0,1979.0,1974.0,74.0,79.0,100,62.5,1.6,4.7,32.5,93.4,99.7,99.7,0.3,0.3,100,62.5,1.6,4.7,32.5,93.4,99.7,99.7,0.3,0.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,9,2,4,17,16,27,21,32,9,2,4,17,16,27,21,0,0,0,0,0,0,0,0,75.4,68.6,93.9,87.1,71.2,57.8,81.0,75.4,75.4,68.6,93.9,87.1,71.2,57.8,81.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 U.S. EPA SO2 EMMISSION,22781,0.95130914102,SHORT,-22773,-0.483945002869,LONG,2007-07-23,-8370.94,1017.63,0.516054997131,-8370.94,35085.04,-0.230532371186,-0.372380013834,-0.384932413557,-8370.94,24522.82,0.442195631346,0.86203903055,-8370.94,26709.01
81,81,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-24,24.07.2007,006261,CCX,0,6,15053,3529,709,362,10990,13816,14881,14887,172,166,15053,3529,709,362,10990,13816,14881,14887,172,166,0,0,0,0,0,0,0,0,0,0,-648.0,-383.0,-63.0,15.0,-290.0,-672.0,-658.0,-720.0,10.0,72.0,100,23.4,4.7,2.4,73.0,91.8,98.9,98.9,1.1,1.1,100,23.4,4.7,2.4,73.0,91.8,98.9,98.9,1.1,1.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,12,5,6,10,9,24,18,28,12,5,6,10,9,24,18,0,0,0,0,0,0,0,0,80.9,87.9,90.2,94.8,49.8,53.0,55.2,56.9,80.9,87.9,90.2,94.8,49.8,53.0,55.2,56.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 25 U.S. EPA SO2 EMMISSION ALLOWANCES),2820,0.66540821142,SHORT,-2826,-0.113924050633,LONG,2007-07-30,1194.75,-425.25,0.370020952236,1194.75,36279.79,-0.164942413169,-0.0951331428036,-0.102909380005,1194.75,25717.57,0.389350851846,0.685978759651,1194.75,27903.76
82,82,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-07-31,31.07.2007,006268,CCX,0,6,2928,2359,642,64,237,2170,2660,2876,268,52,2928,2359,642,64,237,2170,2660,2876,268,52,0,0,0,0,0,0,0,0,0,0,54.0,-21.0,0.0,1.0,1.0,5.0,-19.0,6.0,73.0,48.0,100,80.6,21.9,2.2,8.1,74.1,90.8,98.2,9.2,1.8,100,80.6,21.9,2.2,8.1,74.1,90.8,98.2,9.2,1.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,19,3,1,1,4,21,7,26,19,3,1,1,4,21,7,0,0,0,0,0,0,0,0,36.1,91.3,61.0,98.2,35.3,83.2,56.6,87.9,36.1,91.3,61.0,98.2,35.3,83.2,56.6,87.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"(CONTRACTS OF 1,000 METRIC TONS CCX C02)",1717,0.572142619127,SHORT,-1933,-0.803074366431,LONG,2007-08-06,1333.59,1344.17,-0.689150315798,1333.59,37613.38,0.310775417234,-1.05265013773,-1.03387561599,1333.59,27051.16,0.608063238635,0.724180146541,1333.59,29237.35
83,83,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-07,07.08.2007,00626U,CCX,0,6,30757,2641,118,125,27706,30126,30472,30369,285,388,30757,2641,118,125,27706,30126,30472,30369,285,388,0,0,0,0,0,0,0,0,0,0,1707.0,-175.0,-80.0,-104.0,1732.0,1518.0,1453.0,1334.0,254.0,373.0,100,8.6,0.4,0.4,90.1,97.9,99.1,98.7,0.9,1.3,100,8.6,0.4,0.4,90.1,97.9,99.1,98.7,0.9,1.3,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,6,4,3,18,12,27,16,31,6,4,3,18,12,27,16,0,0,0,0,0,0,0,0,56.9,81.9,78.3,93.4,56.7,76.2,72.6,84.3,56.9,81.9,78.3,93.4,56.7,76.2,72.6,84.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 1000 RGGI CO2 ALLOWANCES),2523,0.914461761508,SHORT,-2420,-0.0418453451376,LONG,2007-08-13,1258.58,1274.65,0.761229021293,1258.58,38871.96,-0.340650213659,-0.0275907193758,-0.0431003923169,0.0,27051.16,0.690999393084,0.563196107347,0.0,29237.35
84,84,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-14,14.08.2007,006392,IFED,1,6,14862,5470,4684,2770,6583,7381,14823,14835,39,27,14862,5470,4684,2770,6583,7381,14823,14835,39,27,0,0,0,0,0,0,0,0,0,0,187.0,10.0,0.0,150.0,2.0,37.0,162.0,187.0,25.0,0.0,100,36.8,31.5,18.6,44.3,49.7,99.7,99.8,0.3,0.2,100,36.8,31.5,18.6,44.3,49.7,99.7,99.8,0.3,0.2,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,7,6,3,9,7,17,16,26,7,6,3,9,7,17,16,0,0,0,0,0,0,0,0,66.2,51.2,90.8,83.7,50.1,44.0,59.7,57.4,66.2,51.2,90.8,83.7,50.1,44.0,59.7,57.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1,000 California Carbon Allowances",786,0.0774079180618,SHORT,-798,-0.0571469492982,LONG,2007-08-20,1468.58,1450.03,-0.0153016041606,1468.58,40340.54,0.00812195901142,-0.057611094478,-0.0572957794912,0.0,27051.16,0.37977048043,0.784200429373,1468.58,30705.93
85,85,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-21,21.08.2007,006GEC,NYME,1,6,112348,26397,968,4291,81660,107089,112348,112348,0,0,112348,26397,968,4291,81660,107089,112348,112348,0,0,0,0,0,0,0,0,0,0,0,0,1095.0,695.0,-1000.0,420.0,-20.0,1675.0,1095.0,1095.0,0.0,0.0,100,23.5,0.9,3.8,72.7,95.3,100.0,100.0,0.0,0.0,100,23.5,0.9,3.8,72.7,95.3,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,8,1,7,9,7,18,14,21,8,1,7,9,7,18,14,0,0,0,0,0,0,0,0,62.9,94.2,94.6,99.6,62.1,85.6,81.7,86.0,62.9,94.2,94.6,99.6,62.1,85.6,81.7,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(CONTRACTS OF 1000 EUA),25429,0.929252695048,SHORT,-25429,-0.134723892577,LONG,2007-08-27,1434.4,1422.73,-0.0775769432788,1434.4,41774.94,0.0360924016651,-0.139586401422,-0.137937612379,1434.4,28485.56,0.243606186814,0.842576857202,1434.4,32140.33
86,86,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-08-28,28.08.2007,007601,CBT,0,7,301990,105276,63305,31659,130492,181882,267427,276846,34563,25144,234533,92838,67783,13785,102174,131610,208797,213178,25736,21355,67457,24848,7932,5464,28318,50272,58630,63668,8827,3789,-602.0,865.0,-218.0,1575.0,-2166.0,-1706.0,274.0,-349.0,-876.0,-253.0,100,34.9,21.0,10.5,43.2,60.2,88.6,91.7,11.4,8.3,100,39.6,28.9,5.9,43.6,56.1,89.0,90.9,11.0,9.1,100,36.8,11.8,8.1,42.0,74.5,86.9,94.4,13.1,5.6,259,83,68,69,76,66,196,174,255,79,72,54,72,65,180,166,130,45,25,15,43,27,97,59,12.0,33.3,20.7,43.1,11.5,29.5,19.9,39.2,14.6,29.3,24.8,39.9,14.5,26.2,24.3,36.1,16.1,49.4,27.9,62.5,16.1,46.0,27.9,57.7,"(CONTRACTS OF 60,000 POUNDS)",41971,0.248966372248,SHORT,-51390,-0.164514332179,LONG,2007-09-03,1446.08,1420.92,-0.029790439602,1446.08,43221.02,0.0146294970926,-0.166921094123,-0.166277150092,1446.08,29931.64,0.180841361245,0.806891889858,1446.08,33586.41
