,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
240,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-01-18,18.01.2011,097741,CME,0,97,110405,7253,47230,1075,33495,5063,939,38457,19862,319,3900,4828,0,85438,79316,24967,31089,3273.0,-33.0,-4221.0,130.0,-60.0,839.0,-168.0,349.0,4434.0,49.0,1090.0,1083.0,0.0,1357.0,2146.0,1916.0,1127.0,100,6.6,42.8,1.0,30.3,4.6,0.9,34.8,18.0,0.3,3.5,4.4,0.0,77.4,71.8,22.6,28.2,97,6.0,18.0,,12.0,5.0,4.0,21.0,24.0,10.0,,9.0,0.0,53.0,61.0,31.7,34.9,45.0,43.4,31.7,34.1,44.7,42.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.318849774516,SHORT,-0.733751812492,LONG,0.737382644328,LONG
241,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-01-25,25.01.2011,097741,CME,0,97,116661,7222,54620,1310,31537,5406,914,44866,18633,631,4900,5061,0,91380,86575,25281,30086,6256.0,-31.0,7390.0,235.0,-1958.0,343.0,-25.0,6409.0,-1229.0,312.0,1000.0,233.0,0.0,5942.0,7259.0,314.0,-1003.0,100,6.2,46.8,1.1,27.0,4.6,0.8,38.5,16.0,0.5,4.2,4.3,0.0,78.3,74.2,21.7,25.8,105,6.0,20.0,,11.0,5.0,,25.0,26.0,13.0,,9.0,0.0,59.0,65.0,29.3,36.4,44.2,45.3,29.3,35.4,44.2,44.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.413124616136,SHORT,-0.766437049255,LONG,0.70733291828,LONG
242,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-01,01.02.2011,097741,CME,0,97,116384,7808,54359,1662,29986,5472,918,42962,15604,392,5656,4940,0,89384,83347,27000,33037,-277.0,586.0,-261.0,352.0,-1551.0,66.0,4.0,-1904.0,-3029.0,-239.0,756.0,-121.0,0.0,-1996.0,-3228.0,1719.0,2951.0,100,6.7,46.7,1.4,25.8,4.7,0.8,36.9,13.4,0.3,4.9,4.2,0.0,76.8,71.6,23.2,28.4,106,6.0,21.0,5.0,11.0,5.0,,26.0,23.0,9.0,4.0,10.0,0.0,60.0,63.0,26.3,34.4,40.0,44.5,26.3,33.5,40.0,43.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.467131099956,SHORT,-0.748805636431,LONG,0.691353150206,LONG
243,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-08,08.02.2011,097741,CME,0,97,117705,7775,54561,1455,27348,5728,903,47774,16880,559,5796,3733,0,91610,83819,26095,33886,1321.0,-33.0,202.0,-207.0,-2638.0,256.0,-15.0,4812.0,1276.0,167.0,140.0,-1207.0,0.0,2226.0,472.0,-905.0,849.0,100,6.6,46.4,1.2,23.2,4.9,0.8,40.6,14.3,0.5,4.9,3.2,0.0,77.8,71.2,22.2,28.8,106,6.0,19.0,6.0,11.0,5.0,,30.0,24.0,8.0,5.0,6.0,0.0,65.0,58.0,23.8,35.1,37.4,46.5,23.8,34.4,37.4,45.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.477835864757,SHORT,-0.750545431211,LONG,0.653646148265,LONG
244,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-15,15.02.2011,097741,CME,0,97,116803,16781,25750,2522,26476,7514,901,23786,39895,433,25048,3968,0,95947,80983,20856,35820,-902.0,9006.0,-28811.0,1067.0,-872.0,1786.0,-2.0,-23988.0,23015.0,-126.0,19252.0,235.0,0.0,4337.0,-2836.0,-5239.0,1934.0,100,14.4,22.0,2.2,22.7,6.4,0.8,20.4,34.2,0.4,21.4,3.4,0.0,82.1,69.3,17.9,30.7,109,11.0,13.0,,11.0,6.0,4.0,24.0,33.0,9.0,4.0,7.0,0.0,59.0,66.0,32.5,21.3,43.3,34.6,32.5,19.4,43.3,32.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.2529639924,LONG,-0.210881474689,LONG,0.557869961753,LONG
245,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-02-22,22.02.2011,097741,CME,0,97,124016,27541,29116,584,25704,7480,933,45552,46274,808,1384,4577,0,102506,89772,21510,34244,7213.0,10760.0,3366.0,-1938.0,-772.0,-34.0,32.0,21766.0,6379.0,375.0,-23664.0,609.0,0.0,6559.0,8789.0,654.0,-1576.0,100,22.2,23.5,0.5,20.7,6.0,0.8,36.7,37.3,0.7,1.1,3.7,0.0,82.7,72.4,17.3,27.6,106,12.0,12.0,4.0,10.0,6.0,,20.0,35.0,7.0,,9.0,0.0,54.0,66.0,35.5,23.8,48.4,36.1,35.5,23.5,48.4,35.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.00786269683968,LONG,-0.0277988598055,LONG,0.549180327869,LONG
246,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-01,01.03.2011,097741,CME,0,97,136561,10843,66676,1442,25947,8464,326,70347,18023,841,1380,5942,0,111126,101714,25435,34847,12545.0,-16698.0,37560.0,858.0,243.0,984.0,-607.0,24795.0,-28251.0,33.0,-4.0,1365.0,0.0,8620.0,11942.0,3925.0,603.0,100,7.9,48.8,1.1,19.0,6.2,0.2,51.5,13.2,0.6,1.0,4.4,0.0,81.4,74.5,18.6,25.5,109,7.0,21.0,6.0,9.0,7.0,,30.0,23.0,9.0,,10.0,0.0,61.0,65.0,33.4,34.2,47.5,44.1,33.4,33.8,47.5,43.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.592101391875,SHORT,-0.720249229221,LONG,0.50806428177,LONG
247,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-08,08.03.2011,097741,CME,0,97,131247,12522,58052,2013,27160,8223,332,60815,21907,214,900,4777,154,104110,95672,27137,35575,-5314.0,1679.0,-8624.0,571.0,1213.0,-241.0,6.0,-9532.0,3884.0,-627.0,-480.0,-1165.0,154.0,-7016.0,-6042.0,1702.0,728.0,100,9.5,44.2,1.5,20.7,6.3,0.3,46.3,16.7,0.2,0.7,3.6,0.1,79.3,72.9,20.7,27.1,102,9.0,18.0,5.0,10.0,7.0,,25.0,24.0,5.0,,8.0,,55.0,61.0,31.3,31.0,45.2,41.3,31.3,30.4,45.2,40.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.470346461643,SHORT,-0.645138436251,LONG,0.535200520024,LONG
248,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-15,15.03.2011,097741,CME,0,97,114701,7763,43047,127,26499,6992,444,46447,22075,470,900,6667,0,82650,79822,32051,34879,-16546.0,-4759.0,-15005.0,-1886.0,-661.0,-1231.0,112.0,-14368.0,168.0,256.0,0.0,1890.0,-154.0,-21460.0,-15850.0,4914.0,-696.0,100,6.8,37.5,0.1,23.1,6.1,0.4,40.5,19.2,0.4,0.8,5.8,0.0,72.1,69.6,27.9,30.4,99,6.0,17.0,,9.0,8.0,,25.0,22.0,,,11.0,0.0,44.0,61.0,27.6,27.6,39.3,39.4,27.6,27.6,38.7,39.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.355681387,SHORT,-0.69443023027,LONG,0.582454987907,LONG
249,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-22,22.03.2011,097741,CME,0,97,112051,8236,53465,710,24037,7499,1367,46376,18083,247,1824,2747,0,82797,84118,29254,27933,-2650.0,473.0,10418.0,583.0,-2462.0,507.0,923.0,-71.0,-3992.0,-223.0,924.0,-3920.0,0.0,147.0,4296.0,-2797.0,-6946.0,100,7.4,47.7,0.6,21.5,6.7,1.2,41.4,16.1,0.2,1.6,2.5,0.0,73.9,75.1,26.1,24.9,101,7.0,17.0,,9.0,7.0,,31.0,20.0,,,7.0,0.0,55.0,54.0,29.6,29.8,40.3,45.9,29.6,29.7,40.0,45.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.438930172668,SHORT,-0.733035120987,LONG,0.524416539827,LONG
250,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-03-29,29.03.2011,097741,CME,0,97,100377,7688,32419,1518,23960,7695,1330,34783,24060,329,1610,2639,0,71218,69990,29159,30387,-11674.0,-548.0,-21046.0,808.0,-77.0,196.0,-37.0,-11593.0,5977.0,82.0,-214.0,-108.0,0.0,-11579.0,-14128.0,-95.0,2454.0,100,7.7,32.3,1.5,23.9,7.7,1.3,34.7,24.0,0.3,1.6,2.6,0.0,71.0,69.7,29.0,30.3,97,6.0,18.0,,9.0,8.0,,25.0,24.0,,,5.0,0.0,46.0,58.0,24.5,24.4,36.4,36.2,24.5,24.3,36.1,35.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.182230681644,SHORT,-0.616625526716,LONG,0.513820881377,LONG
251,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-04-05,05.04.2011,097741,CME,0,97,120632,47947,13142,2937,21189,8748,1287,22298,50412,668,2011,2380,0,98337,79574,22295,41058,20255.0,40259.0,-19277.0,1419.0,-2771.0,1053.0,-43.0,-12485.0,26352.0,339.0,401.0,-259.0,0.0,27119.0,9584.0,-6864.0,10671.0,100,39.7,10.9,2.4,17.6,7.3,1.1,18.5,41.8,0.6,1.7,2.0,0.0,81.5,66.0,18.5,34.0,102,15.0,9.0,4.0,8.0,8.0,4.0,21.0,33.0,4.0,,6.0,0.0,51.0,63.0,31.9,21.8,47.4,33.0,31.9,21.8,45.0,32.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.386659331591,LONG,0.569742506834,SHORT,0.415572702676,LONG
252,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-04-12,12.04.2011,097741,CME,0,97,130084,63398,10074,2407,21933,8721,914,19862,60709,436,900,2483,0,109850,85744,20234,44340,9452.0,15451.0,-3068.0,-530.0,744.0,-27.0,-373.0,-2436.0,10297.0,-232.0,-1111.0,103.0,0.0,11513.0,6170.0,-2061.0,3282.0,100,48.7,7.7,1.9,16.9,6.7,0.7,15.3,46.7,0.3,0.7,1.9,0.0,84.4,65.9,15.6,34.1,100,17.0,8.0,,8.0,8.0,4.0,15.0,38.0,,,5.0,0.0,47.0,63.0,35.0,26.2,53.4,38.7,33.9,26.2,51.6,38.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.5069690087,LONG,0.725773083624,SHORT,0.431004110393,LONG
253,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-04-19,19.04.2011,097741,CME,0,97,127838,61588,11422,2502,23234,10258,700,20048,60861,86,900,1962,0,109058,87791,18780,40047,-2246.0,-1810.0,1348.0,95.0,1301.0,1537.0,-214.0,186.0,152.0,-350.0,0.0,-521.0,0.0,-792.0,2047.0,-1454.0,-4293.0,100,48.2,8.9,2.0,18.2,8.0,0.5,15.7,47.6,0.1,0.7,1.5,0.0,85.3,68.7,14.7,31.3,98,18.0,8.0,4.0,8.0,10.0,4.0,12.0,37.0,,,4.0,0.0,45.0,64.0,37.3,26.6,54.7,38.4,36.9,26.5,52.8,38.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.504430903855,LONG,0.687111354609,SHORT,0.387435805566,LONG
254,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-04-26,26.04.2011,097741,CME,0,97,114134,42311,13561,2538,22949,9675,819,20927,44208,301,900,2714,0,90745,73816,23389,40318,-13704.0,-19277.0,2139.0,36.0,-285.0,-583.0,119.0,879.0,-16653.0,215.0,0.0,752.0,0.0,-18313.0,-13975.0,4609.0,271.0,100,37.1,11.9,2.2,20.1,8.5,0.7,18.3,38.7,0.3,0.8,2.4,0.0,79.5,64.7,20.5,35.3,95,15.0,9.0,4.0,8.0,9.0,4.0,13.0,35.0,5.0,,5.0,0.0,45.0,63.0,37.1,21.0,50.8,33.1,36.9,21.0,48.6,33.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.357426882628,LONG,0.514569014891,SHORT,0.406878371751,LONG
255,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-03,03.05.2011,097741,CME,0,97,104590,27847,16502,3646,24857,8030,521,20234,34155,413,1336,2966,0,78854,66233,25736,38357,-9544.0,-14464.0,2941.0,1108.0,1908.0,-1645.0,-298.0,-693.0,-10053.0,112.0,436.0,252.0,0.0,-11891.0,-7583.0,2347.0,-1961.0,100,26.6,15.8,3.5,23.8,7.7,0.5,19.3,32.7,0.4,1.3,2.8,0.0,75.4,63.3,24.6,36.7,104,14.0,13.0,4.0,9.0,8.0,,18.0,34.0,6.0,,6.0,0.0,51.0,66.0,27.3,21.3,40.9,31.8,26.1,21.2,37.7,30.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.255952490393,LONG,0.255811855961,SHORT,0.511661142701,LONG
256,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-10,10.05.2011,097741,CME,0,97,102289,15673,32876,2753,26324,7465,386,30130,18386,703,900,2563,0,76869,65132,25420,37157,-2301.0,-12174.0,16374.0,-893.0,1467.0,-565.0,-135.0,9896.0,-15769.0,290.0,-436.0,-403.0,0.0,-1985.0,-1101.0,-316.0,-1200.0,100,15.3,32.1,2.7,25.7,7.3,0.4,29.5,18.0,0.7,0.9,2.5,0.0,75.1,63.7,24.9,36.3,96,9.0,18.0,4.0,9.0,7.0,,22.0,24.0,7.0,,6.0,0.0,49.0,60.0,21.6,23.7,33.8,33.4,20.5,23.7,32.1,33.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.242064473576,SHORT,-0.354343034872,LONG,0.55814022315,LONG
257,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-17,17.05.2011,097741,CME,0,97,103453,15685,34496,2822,27094,8300,348,30933,16827,1093,900,2408,0,78875,66294,24578,37159,1164.0,12.0,1620.0,69.0,770.0,835.0,-38.0,803.0,-1559.0,390.0,0.0,-155.0,0.0,2006.0,1162.0,-842.0,2.0,100,15.2,33.3,2.7,26.2,8.0,0.3,29.9,16.3,1.1,0.9,2.3,0.0,76.2,64.1,23.8,35.9,94,9.0,17.0,4.0,9.0,8.0,,20.0,24.0,8.0,,6.0,0.0,47.0,61.0,24.8,25.5,39.5,34.2,24.7,25.3,37.6,33.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.295351758794,SHORT,-0.374862995955,LONG,0.530993953777,LONG
258,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-24,24.05.2011,097741,CME,0,97,99264,16519,33987,2485,26736,8514,348,25818,17780,1091,900,1969,0,73897,66174,25367,33090,-4189.0,834.0,-509.0,-337.0,-358.0,214.0,0.0,-5115.0,953.0,-2.0,0.0,-439.0,0.0,-4978.0,-120.0,789.0,-4069.0,100,16.6,34.2,2.5,26.9,8.6,0.4,26.0,17.9,1.1,0.9,2.0,0.0,74.4,66.7,25.6,33.3,97,10.0,16.0,6.0,9.0,8.0,,21.0,25.0,7.0,,6.0,0.0,51.0,61.0,21.0,26.8,33.7,36.1,19.9,26.5,31.9,35.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.184366255333,SHORT,-0.345859897834,LONG,0.516936170213,LONG
259,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-05-31,31.05.2011,097741,CME,0,97,95929,21186,28767,1445,25737,8654,348,17167,19553,1256,1485,1562,0,68624,61585,27305,34344,-3335.0,4667.0,-5220.0,-1040.0,-999.0,140.0,0.0,-8651.0,1773.0,165.0,585.0,-407.0,0.0,-5273.0,-4589.0,1938.0,1254.0,100,22.1,30.0,1.5,26.8,9.0,0.4,17.9,20.4,1.3,1.5,1.6,0.0,71.5,64.2,28.5,35.8,97,10.0,16.0,5.0,9.0,8.0,,23.0,24.0,8.0,,5.0,0.0,52.0,60.0,20.9,24.2,33.5,35.1,19.9,23.9,32.1,34.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.0649782135076,LONG,-0.151762656897,LONG,0.496728795324,LONG
260,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-07,07.06.2011,097741,CME,0,97,106199,15416,38073,2670,27208,8748,348,28036,16535,1902,1400,3534,0,76980,71810,29219,34389,10270.0,-5770.0,9306.0,1225.0,1471.0,94.0,0.0,10869.0,-3018.0,646.0,-85.0,1972.0,0.0,8356.0,10225.0,1914.0,45.0,100,14.5,35.9,2.5,25.6,8.2,0.3,26.4,15.6,1.8,1.3,3.3,0.0,72.5,67.6,27.5,32.4,94,13.0,15.0,5.0,9.0,8.0,,22.0,19.0,5.0,,6.0,0.0,52.0,54.0,20.7,26.9,32.1,37.2,20.3,26.8,30.7,37.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.258037737542,SHORT,-0.423582418815,LONG,0.513405273112,LONG
261,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-14,14.06.2011,097741,CME,0,97,94483,6267,39388,110,25475,8565,353,32551,9515,266,1421,3101,0,66443,61298,28040,33185,-11716.0,-9149.0,1315.0,-2560.0,-1733.0,-183.0,5.0,4515.0,-7020.0,-1636.0,21.0,-433.0,0.0,-10537.0,-10512.0,-1179.0,-1204.0,100,6.6,41.7,0.1,27.0,9.1,0.4,34.5,10.1,0.3,1.5,3.3,0.0,70.3,64.9,29.7,35.1,84,6.0,14.0,,8.0,7.0,,27.0,14.0,,,6.0,0.0,48.0,43.0,19.9,30.7,32.4,43.7,19.9,30.6,32.2,43.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.547615651595,SHORT,-0.725462709451,LONG,0.496768507638,LONG
262,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-21,21.06.2011,097741,CME,0,97,99071,2734,46500,164,25504,8636,390,39188,10854,57,2266,3199,0,70303,69800,28768,29271,4588.0,-3533.0,7112.0,54.0,29.0,71.0,37.0,6637.0,1339.0,-209.0,845.0,98.0,0.0,3860.0,8502.0,728.0,-3914.0,100,2.8,46.9,0.2,25.7,8.7,0.4,39.6,11.0,0.1,2.3,3.2,0.0,71.0,70.5,29.0,29.5,90,5.0,15.0,,8.0,7.0,,29.0,17.0,,,6.0,0.0,51.0,47.0,22.4,32.6,34.8,47.9,22.4,32.4,34.6,47.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.566204388314,SHORT,-0.888938538408,LONG,0.494083186878,LONG
263,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-06-28,28.06.2011,097741,CME,0,97,94286,9220,34527,150,26798,8677,392,32833,13870,34,2390,4117,0,71817,61767,22469,32519,-4785.0,6486.0,-11973.0,-14.0,1294.0,41.0,2.0,-6355.0,3016.0,-23.0,124.0,918.0,0.0,1514.0,-8033.0,-6299.0,3248.0,100,9.8,36.6,0.2,28.4,9.2,0.4,34.8,14.7,0.0,2.5,4.4,0.0,76.2,65.5,23.8,34.5,98,9.0,12.0,,9.0,7.0,,24.0,27.0,,,7.0,0.0,51.0,54.0,25.1,27.0,37.3,38.7,25.1,26.9,36.9,38.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.406033873627,SHORT,-0.578485381855,LONG,0.51081042988,LONG
264,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-05,05.07.2011,097741,CME,0,97,94901,10846,37814,291,25474,8146,424,33112,13120,34,1449,3832,0,71630,63661,23271,31240,615.0,1626.0,3287.0,141.0,-1324.0,-531.0,32.0,279.0,-750.0,0.0,-941.0,-285.0,0.0,-187.0,1894.0,802.0,-1279.0,100,11.4,39.8,0.3,26.8,8.6,0.4,34.9,13.8,0.0,1.5,4.0,0.0,75.5,67.1,24.5,32.9,94,11.0,11.0,,9.0,7.0,,23.0,25.0,,,6.0,0.0,51.0,51.0,23.3,30.3,36.4,42.4,23.3,30.1,36.4,42.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.432427755667,SHORT,-0.554212905878,LONG,0.515407495538,LONG
265,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-12,12.07.2011,097741,CME,0,97,115846,8886,52840,773,26849,8145,428,45700,17361,83,1438,4118,0,84157,83748,31689,32098,20945.0,-1960.0,15026.0,482.0,1375.0,-1.0,4.0,12588.0,4241.0,49.0,-11.0,286.0,0.0,12527.0,20087.0,8418.0,858.0,100,7.7,45.6,0.7,23.2,7.0,0.4,39.4,15.0,0.1,1.2,3.6,0.0,72.6,72.3,27.4,27.7,99,9.0,15.0,4.0,9.0,7.0,,26.0,24.0,,,7.0,0.0,53.0,55.0,27.9,32.5,39.0,47.4,27.9,31.9,39.0,46.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.44939027291,SHORT,-0.712082428798,LONG,0.534491627136,LONG
266,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,097741,CME,0,97,129653,7824,69853,899,28440,8315,359,56533,16519,192,1424,4341,0,95671,100478,33982,29175,13807.0,-1062.0,17013.0,126.0,1591.0,170.0,-69.0,10833.0,-842.0,109.0,-14.0,223.0,0.0,11514.0,16730.0,2293.0,-2923.0,100,6.0,53.9,0.7,21.9,6.4,0.3,43.6,12.7,0.1,1.1,3.3,0.0,73.8,77.5,26.2,22.5,107,9.0,17.0,4.0,9.0,7.0,,33.0,21.0,6.0,,9.0,0.0,64.0,56.0,28.9,37.4,39.3,52.7,28.9,37.0,39.3,52.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.547746810491,SHORT,-0.798550407457,LONG,0.547544551762,LONG
267,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,097741,CME,0,97,138932,6571,75717,1034,29900,7848,427,64448,18397,87,1743,3946,0,104210,107456,34722,31476,9279.0,-1253.0,5864.0,135.0,1460.0,-467.0,68.0,7915.0,1878.0,-105.0,319.0,-395.0,0.0,8539.0,6978.0,740.0,2301.0,100,4.7,54.5,0.7,21.5,5.6,0.3,46.4,13.2,0.1,1.3,2.8,0.0,75.0,77.3,25.0,22.7,109,7.0,18.0,5.0,10.0,7.0,,35.0,21.0,5.0,,8.0,0.0,67.0,55.0,29.6,38.0,40.4,52.7,29.6,37.6,40.4,52.1,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.555869394653,SHORT,-0.84029263076,LONG,0.584189890855,LONG
268,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,097741,CME,0,97,148888,6644,84637,1306,28969,8056,602,72144,18721,172,821,3195,0,110658,116689,38230,32199,9956.0,73.0,8920.0,272.0,-931.0,208.0,175.0,7696.0,324.0,85.0,-922.0,-751.0,0.0,6448.0,9233.0,3508.0,723.0,100,4.5,56.8,0.9,19.5,5.4,0.4,48.5,12.6,0.1,0.6,2.1,0.0,74.3,78.4,25.7,21.6,112,7.0,19.0,5.0,10.0,7.0,,37.0,23.0,7.0,,7.0,0.0,67.0,60.0,31.9,38.5,42.5,54.4,31.9,38.0,42.5,53.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.587938150003,SHORT,-0.854427536946,LONG,0.564834571236,LONG
269,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2011-08-09,09.08.2011,097741,CME,0,97,119904,5776,68478,822,31462,9381,1240,46272,12664,46,1000,1740,0,86618,94371,33286,25533,-28984.0,-868.0,-16159.0,-484.0,2493.0,1325.0,638.0,-25872.0,-6057.0,-126.0,179.0,-1455.0,0.0,-24040.0,-22318.0,-4944.0,-6666.0,100,4.8,57.1,0.7,26.2,7.8,1.0,38.6,10.6,0.0,0.8,1.5,0.0,72.2,78.7,27.8,21.3,76,8.0,13.0,4.0,11.0,7.0,4.0,24.0,10.0,5.0,,,0.0,51.0,38.0,34.1,44.3,45.0,59.8,34.1,44.1,45.0,59.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.57024569024,SHORT,-0.844425889514,LONG,0.540631197512,LONG
