,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
107,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-07-01,01.07.2008,099741,CME,0,99,179885,27304,63659,2015,19554,26765,2382,68891,28750,1425,8164,10493,697,130432,136186,49453,43699,32610.0,-4649.0,26671.0,38.0,764.0,448.0,-40.0,30037.0,-217.0,175.0,4570.0,521.0,377.0,31272.0,27973.0,1338.0,4637.0,100,15.2,35.4,1.1,10.9,14.9,1.3,38.3,16.0,0.8,4.5,5.8,0.4,72.5,75.7,27.5,24.3,131,14.0,13.0,5.0,15.0,11.0,7.0,35.0,24.0,5.0,7.0,12.0,,79.0,71.0,20.4,35.1,33.5,45.1,20.0,35.1,33.0,44.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.411108038631,SHORT,-0.399667996878,LONG,-0.155681253913,SHORT
108,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-07-08,08.07.2008,099741,CME,0,99,176211,30178,62439,1813,19970,27170,2476,60653,25314,1732,10742,8364,694,128258,130002,47953,46209,-3674.0,2874.0,-1220.0,-202.0,416.0,405.0,94.0,-8238.0,-3436.0,307.0,2578.0,-2129.0,-3.0,-2174.0,-6184.0,-1500.0,2510.0,100,17.1,35.4,1.0,11.3,15.4,1.4,34.4,14.4,1.0,6.1,4.7,0.4,72.8,73.8,27.2,26.2,125,14.0,14.0,7.0,15.0,11.0,7.0,37.0,17.0,6.0,7.0,10.0,,82.0,66.0,20.2,33.4,31.9,44.3,19.9,33.4,31.5,43.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.411076343248,SHORT,-0.348326981008,LONG,-0.152736529487,SHORT
109,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-07-15,15.07.2008,099741,CME,0,99,183536,28870,71911,1659,19973,26621,2398,68593,29830,2287,9900,8678,671,134351,144055,49185,39481,7325.0,-1308.0,9472.0,-154.0,3.0,-549.0,-78.0,7940.0,4516.0,555.0,-842.0,314.0,-23.0,6093.0,14053.0,1232.0,-6728.0,100,15.7,39.2,0.9,10.9,14.5,1.3,37.4,16.3,1.2,5.4,4.7,0.4,73.2,78.5,26.8,21.5,143,13.0,21.0,8.0,17.0,12.0,7.0,38.0,21.0,7.0,9.0,12.0,,88.0,80.0,19.3,33.0,32.8,43.9,19.1,33.0,32.7,43.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.393840870528,SHORT,-0.427074547782,LONG,-0.142679314933,SHORT
110,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-07-22,22.07.2008,099741,CME,0,99,171505,32835,55030,1742,18060,26414,2255,57619,31646,2084,11117,8344,664,126376,128179,45129,43326,-12031.0,3965.0,-16881.0,83.0,-1913.0,-207.0,-143.0,-10974.0,1816.0,-203.0,1217.0,-334.0,-7.0,-7975.0,-15876.0,-4056.0,3845.0,100,19.1,32.1,1.0,10.5,15.4,1.3,33.6,18.5,1.2,6.5,4.9,0.4,73.7,74.7,26.3,25.3,137,14.0,18.0,6.0,15.0,11.0,7.0,33.0,25.0,9.0,9.0,12.0,4.0,81.0,82.0,20.6,27.7,32.6,38.4,20.4,27.7,32.2,37.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.290965103904,SHORT,-0.25260342571,LONG,-0.187840086343,SHORT
111,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-07-29,29.07.2008,099741,CME,0,99,149933,38347,25513,2604,17466,26431,2285,34272,39111,1688,11720,7830,243,108625,105705,41308,44228,-21572.0,5512.0,-29517.0,862.0,-594.0,17.0,30.0,-23347.0,7465.0,-396.0,603.0,-514.0,-421.0,-17751.0,-22474.0,-3821.0,902.0,100,25.6,17.0,1.7,11.6,17.6,1.5,22.9,26.1,1.1,7.8,5.2,0.2,72.4,70.5,27.6,29.5,129,16.0,17.0,6.0,14.0,11.0,7.0,26.0,27.0,10.0,6.0,12.0,,72.0,83.0,25.0,19.0,35.9,29.4,24.7,19.0,34.9,28.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0659417031193,LONG,0.200970873786,SHORT,-0.204228079368,SHORT
112,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-08-05,05.08.2008,099741,CME,0,99,160311,44158,33249,2865,17543,26255,2186,36774,39650,2026,11583,6208,350,117485,112789,42826,47522,10378.0,5811.0,7736.0,261.0,77.0,-176.0,-99.0,2502.0,539.0,338.0,-137.0,-1622.0,107.0,8860.0,7084.0,1518.0,3294.0,100,27.5,20.7,1.8,10.9,16.4,1.4,22.9,24.7,1.3,7.2,3.9,0.2,73.3,70.4,26.7,29.6,133,17.0,16.0,4.0,14.0,12.0,7.0,26.0,31.0,10.0,7.0,10.0,,73.0,84.0,26.6,23.8,37.2,34.2,26.4,23.8,36.4,33.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0376321574375,LONG,0.140930406811,SHORT,-0.198913192383,SHORT
113,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-08-12,12.08.2008,099741,CME,0,99,146235,37921,24750,4826,17287,23561,2173,24646,29763,2642,8457,10555,161,98113,98431,48122,47804,-14076.0,-6237.0,-8499.0,1961.0,-256.0,-2694.0,-13.0,-12128.0,-9887.0,616.0,-3126.0,4347.0,-189.0,-19372.0,-14358.0,5296.0,282.0,100,25.9,16.9,3.3,11.8,16.1,1.5,16.9,20.4,1.8,5.8,7.2,0.1,67.1,67.3,32.9,32.7,127,13.0,19.0,,14.0,11.0,6.0,25.0,28.0,11.0,6.0,11.0,,71.0,78.0,29.8,16.9,38.9,25.5,28.4,16.8,36.5,24.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0940469407635,LONG,0.210160999505,SHORT,-0.153593811203,SHORT
114,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-08-19,19.08.2008,099741,CME,0,99,153468,38961,22531,5507,15403,23455,2163,26693,29979,2750,6402,10361,1025,98904,97771,54564,55697,7233.0,1040.0,-2219.0,681.0,-1884.0,-106.0,-10.0,2047.0,216.0,108.0,-2055.0,-194.0,864.0,791.0,-660.0,6442.0,7893.0,100,25.4,14.7,3.6,10.0,15.3,1.4,17.4,19.5,1.8,4.2,6.8,0.7,64.4,63.7,35.6,36.3,122,13.0,18.0,6.0,13.0,9.0,6.0,25.0,31.0,12.0,5.0,8.0,,69.0,80.0,30.0,16.2,39.4,24.7,28.2,15.6,36.3,23.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0579827780915,LONG,0.267189227867,SHORT,-0.207216017294,SHORT
115,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-08-26,26.08.2008,099741,CME,0,99,154444,51062,22066,7631,16035,23931,2187,24555,39694,2784,6385,8744,1075,111714,108112,42730,46332,976.0,12101.0,-465.0,2124.0,632.0,476.0,24.0,-2138.0,9715.0,34.0,-17.0,-1617.0,50.0,12810.0,10341.0,-11834.0,-9365.0,100,33.1,14.3,4.9,10.4,15.5,1.4,15.9,25.7,1.8,4.1,5.7,0.7,72.3,70.0,27.7,30.0,133,16.0,19.0,5.0,14.0,9.0,6.0,26.0,35.0,12.0,5.0,9.0,,74.0,85.0,33.1,16.6,44.5,25.6,30.4,15.7,40.4,24.1,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.235630126539,LONG,0.39651022864,SHORT,-0.197567932743,SHORT
116,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-09-02,02.09.2008,099741,CME,0,99,163458,55892,24963,10377,16866,23494,2285,24250,48558,2992,10277,5399,447,123386,118515,40072,44943,9014.0,4830.0,2897.0,2746.0,831.0,-437.0,98.0,-305.0,8864.0,208.0,3892.0,-3345.0,-628.0,11672.0,10403.0,-2658.0,-1389.0,100,34.2,15.3,6.3,10.3,14.4,1.4,14.8,29.7,1.8,6.3,3.3,0.3,75.5,72.5,24.5,27.5,138,18.0,20.0,10.0,15.0,9.0,6.0,26.0,36.0,10.0,8.0,7.0,4.0,82.0,86.0,35.4,18.8,46.6,29.2,31.0,17.3,41.3,26.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.333864410504,LONG,0.382524271845,SHORT,-0.164222001982,SHORT
117,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-09-09,09.09.2008,099741,CME,0,99,182828,49461,31680,23178,15108,25545,2499,22725,39031,3417,15762,7115,6619,138769,139084,44059,43744,19370.0,-6431.0,6717.0,12801.0,-1758.0,2051.0,214.0,-1525.0,-9527.0,425.0,5485.0,1716.0,6172.0,15383.0,20569.0,3987.0,-1199.0,100,27.1,17.3,12.7,8.3,14.0,1.4,12.4,21.3,1.9,8.6,3.9,3.6,75.9,76.1,24.1,23.9,125,15.0,18.0,12.0,12.0,11.0,6.0,20.0,35.0,10.0,8.0,6.0,,69.0,85.0,32.5,21.2,47.4,33.5,27.4,15.2,35.7,23.3,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.264039121705,LONG,0.219137057714,SHORT,-0.256733820382,SHORT
118,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-09-16,16.09.2008,099741,CME,0,99,142148,47549,9608,419,15448,25718,2367,14053,49777,3769,22259,10334,2378,108242,104370,33906,37778,-40680.0,-1912.0,-22072.0,-22759.0,340.0,173.0,-132.0,-8672.0,10746.0,352.0,6497.0,3219.0,-4241.0,-30527.0,-34714.0,-10153.0,-5966.0,100,33.5,6.8,0.3,10.9,18.1,1.7,9.9,35.0,2.7,15.7,7.3,1.7,76.1,73.4,23.9,26.6,113,14.0,11.0,4.0,14.0,9.0,7.0,16.0,35.0,5.0,6.0,7.0,4.0,56.0,77.0,28.4,22.0,44.9,31.6,28.3,21.0,43.6,30.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.55967413442,LONG,0.663803208706,SHORT,-0.249477724336,SHORT
119,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-09-23,23.09.2008,099741,CME,0,99,152022,50698,16982,3796,16729,39437,2139,19754,39963,1937,17832,9042,1806,114691,115102,37331,36920,9874.0,3149.0,7374.0,3377.0,1281.0,13719.0,-228.0,5701.0,-9814.0,-1832.0,-4427.0,-1292.0,-572.0,6449.0,10732.0,3425.0,-858.0,100,33.3,11.2,2.5,11.0,25.9,1.4,13.0,26.3,1.3,11.7,5.9,1.2,75.4,75.7,24.6,24.3,124,14.0,18.0,5.0,14.0,8.0,6.0,24.0,30.0,7.0,7.0,9.0,,66.0,79.0,30.4,30.3,45.6,40.2,30.2,29.4,44.3,37.5,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.338412847263,LONG,0.4981678487,SHORT,-0.404301534736,SHORT
120,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-09-30,30.09.2008,099741,CME,0,99,173238,52330,14594,16209,12657,39214,2047,13668,32573,5424,20125,8362,1762,124222,120185,49016,53053,21216.0,1632.0,-2388.0,12413.0,-4072.0,-223.0,-92.0,-6086.0,-7390.0,3487.0,2293.0,-680.0,-44.0,9531.0,5083.0,11685.0,16133.0,100,30.2,8.4,9.4,7.3,22.6,1.2,7.9,18.8,3.1,11.6,4.8,1.0,71.7,69.4,28.3,30.6,127,15.0,16.0,7.0,14.0,9.0,6.0,20.0,38.0,9.0,7.0,8.0,,63.0,89.0,30.5,27.8,44.6,36.9,25.9,22.7,37.4,28.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.408836314094,LONG,0.56386348694,SHORT,-0.511981646778,SHORT
121,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-10-07,07.10.2008,099741,CME,0,99,179895,44847,22448,21913,12199,40413,2156,20761,27101,2548,21249,6155,1732,127405,124466,52490,55429,6657.0,-7483.0,7854.0,5704.0,-458.0,1199.0,109.0,7093.0,-5472.0,-2876.0,1124.0,-2207.0,-30.0,3183.0,4281.0,3474.0,2376.0,100,24.9,12.5,12.2,6.8,22.5,1.2,11.5,15.1,1.4,11.8,3.4,1.0,70.8,69.2,29.2,30.8,117,12.0,20.0,8.0,13.0,10.0,7.0,22.0,27.0,10.0,5.0,8.0,,61.0,84.0,32.9,28.3,45.2,37.7,26.3,21.9,35.8,28.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.132464167816,LONG,0.332847908463,SHORT,-0.536265490763,SHORT
122,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-10-14,14.10.2008,099741,CME,0,99,175810,50405,22530,19421,11416,39817,2158,16795,28892,1965,25236,6384,1732,129128,122899,46682,52911,-4085.0,5558.0,82.0,-2492.0,-783.0,-596.0,2.0,-3966.0,1791.0,-583.0,3987.0,229.0,0.0,1723.0,-1567.0,-5808.0,-2518.0,100,28.7,12.8,11.0,6.5,22.6,1.2,9.6,16.4,1.1,14.4,3.6,1.0,73.4,69.9,26.6,30.1,117,12.0,21.0,8.0,13.0,10.0,7.0,24.0,25.0,10.0,5.0,7.0,,64.0,81.0,36.5,26.4,49.3,36.4,30.7,19.8,40.6,27.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.264779915512,LONG,0.382189620895,SHORT,-0.554349735522,SHORT
123,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-10-21,21.10.2008,099741,CME,0,99,184062,53717,24070,23578,8426,33688,2729,16547,26599,1576,12782,4409,1732,121087,118381,62975,65681,8252.0,3312.0,1540.0,4157.0,-2990.0,-6129.0,571.0,-248.0,-2293.0,-389.0,-12454.0,-1975.0,0.0,-8041.0,-4518.0,16293.0,12770.0,100,29.2,13.1,12.8,4.6,18.3,1.5,9.0,14.5,0.9,6.9,2.4,0.9,65.8,64.3,34.2,35.7,110,14.0,19.0,7.0,10.0,11.0,8.0,19.0,27.0,9.0,5.0,5.0,,59.0,78.0,30.5,22.9,43.6,32.5,22.8,14.8,33.0,22.2,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.232976405692,LONG,0.381130523095,SHORT,-0.599848031533,SHORT
124,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-10-28,28.10.2008,099741,CME,0,99,193760,60548,23910,24298,7656,38776,2871,21570,24732,1831,6497,5217,3197,128468,124832,65292,68928,9698.0,6831.0,-160.0,720.0,-770.0,5088.0,142.0,5023.0,-1867.0,255.0,-6285.0,808.0,1465.0,7381.0,6451.0,2317.0,3247.0,100,31.2,12.3,12.5,4.0,20.0,1.5,11.1,12.8,0.9,3.4,2.7,1.6,66.3,64.4,33.7,35.6,114,14.0,19.0,7.0,9.0,12.0,8.0,23.0,24.0,9.0,5.0,8.0,,62.0,79.0,32.4,23.5,43.9,31.9,25.1,15.2,33.8,22.0,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0682907865751,LONG,0.433801416088,SHORT,-0.670227429359,SHORT
125,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-11-04,04.11.2008,099741,CME,0,99,169608,53213,30872,20594,7780,28821,3574,20968,22114,1750,8239,3671,1711,117829,113107,51779,56501,-24152.0,-7335.0,6962.0,-3704.0,124.0,-9955.0,703.0,-602.0,-2618.0,-81.0,1742.0,-1546.0,-1486.0,-10639.0,-11725.0,-13513.0,-12427.0,100,31.4,18.2,12.1,4.6,17.0,2.1,12.4,13.0,1.0,4.9,2.2,1.0,69.5,66.7,30.5,33.3,121,13.0,22.0,6.0,10.0,14.0,9.0,26.0,27.0,8.0,5.0,4.0,,69.0,78.0,31.4,22.2,43.8,32.7,25.1,13.5,34.1,22.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0266004363771,LONG,0.265695427246,SHORT,-0.574875003415,SHORT
126,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-11-11,11.11.2008,099741,CME,0,99,170226,57859,29915,20608,8324,20403,5764,18122,24540,1910,5638,5947,3399,121624,112486,48602,57740,618.0,4646.0,-957.0,14.0,544.0,-8418.0,2190.0,-2846.0,2426.0,160.0,-2601.0,2276.0,1688.0,3795.0,-621.0,-3177.0,1239.0,100,34.0,17.6,12.1,4.9,12.0,3.4,10.6,14.4,1.1,3.3,3.5,2.0,71.4,66.1,28.6,33.9,122,15.0,22.0,8.0,11.0,13.0,8.0,21.0,29.0,10.0,4.0,7.0,,67.0,84.0,31.9,19.6,45.2,27.8,25.8,10.5,34.6,16.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.150438329192,LONG,0.31836306879,SHORT,-0.420475510843,SHORT
127,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-11-18,18.11.2008,099741,CME,0,99,165121,55137,29563,19818,8647,20805,5996,18216,25310,1696,6269,6297,2626,118405,112111,46716,53010,-5105.0,-2722.0,-352.0,-790.0,323.0,402.0,232.0,94.0,770.0,-214.0,631.0,350.0,-773.0,-3219.0,-375.0,-1886.0,-4730.0,100,33.4,17.9,12.0,5.2,12.6,3.6,11.0,15.3,1.0,3.8,3.8,1.6,71.7,67.9,28.3,32.1,118,15.0,21.0,7.0,12.0,13.0,10.0,21.0,26.0,7.0,4.0,6.0,,66.0,79.0,32.3,20.2,44.6,29.1,25.2,11.8,34.0,18.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.162983044617,LONG,0.301936245573,SHORT,-0.412807279641,SHORT
128,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-11-25,25.11.2008,099741,CME,0,99,172366,47890,42158,23736,9373,21043,5775,22927,20163,1950,6500,5094,1901,120052,121820,52314,50546,7245.0,-7247.0,12595.0,3918.0,726.0,238.0,-221.0,4711.0,-5147.0,254.0,231.0,-1203.0,-725.0,1647.0,9709.0,5598.0,-2464.0,100,27.8,24.5,13.8,5.4,12.2,3.4,13.3,11.7,1.1,3.8,3.0,1.1,69.6,70.7,30.4,29.3,120,12.0,24.0,11.0,13.0,12.0,10.0,26.0,23.0,13.0,5.0,5.0,,74.0,83.0,31.2,21.3,42.0,31.9,23.8,12.3,31.3,20.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0641448131817,SHORT,0.0636549395878,SHORT,-0.383679642294,SHORT
129,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-12-02,02.12.2008,099741,CME,0,99,173018,47798,44094,25531,9590,19390,5737,26188,21993,1706,5886,5069,2636,125072,126156,47946,46862,652.0,-92.0,1936.0,1795.0,217.0,-1653.0,-38.0,3261.0,1830.0,-244.0,-614.0,-25.0,735.0,5020.0,4336.0,-4368.0,-3684.0,100,27.6,25.5,14.8,5.5,11.2,3.3,15.1,12.7,1.0,3.4,2.9,1.5,72.3,72.9,27.7,27.1,118,13.0,22.0,10.0,12.0,12.0,9.0,23.0,26.0,13.0,4.0,6.0,,71.0,82.0,31.9,23.8,42.7,34.4,23.7,13.9,32.1,22.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0870675162408,SHORT,0.0403081878727,SHORT,-0.338164251208,SHORT
130,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-12-09,09.12.2008,099741,CME,0,99,179318,43046,48708,30982,8662,21353,4643,22605,17639,1333,7937,3464,4649,123857,132771,55461,46547,6300.0,-4752.0,4614.0,5451.0,-928.0,1963.0,-1094.0,-3583.0,-4354.0,-373.0,2051.0,-1605.0,2013.0,-1215.0,6615.0,7515.0,-315.0,100,24.0,27.2,17.3,4.8,11.9,2.6,12.6,9.8,0.7,4.4,1.9,2.6,69.1,74.0,30.9,26.0,106,11.0,20.0,11.0,9.0,15.0,9.0,20.0,20.0,9.0,8.0,,,65.0,72.0,29.9,28.9,41.0,39.8,23.0,18.8,29.5,27.8,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.123397276613,SHORT,-0.0617084813741,LONG,-0.422821922372,SHORT
131,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-12-16,16.12.2008,099741,CME,0,99,119389,22989,41339,454,12224,21235,2265,17723,20712,588,22960,1924,335,79538,88852,39851,30537,-59929.0,-20057.0,-7369.0,-30528.0,3562.0,-118.0,-2378.0,-4882.0,3073.0,-745.0,15023.0,-1540.0,-4314.0,-44319.0,-43919.0,-15610.0,-16010.0,100,19.3,34.6,0.4,10.2,17.8,1.9,14.8,17.3,0.5,19.2,1.6,0.3,66.6,74.4,33.4,25.6,97,10.0,11.0,,9.0,12.0,7.0,21.0,22.0,6.0,9.0,,4.0,58.0,59.0,29.0,35.1,38.7,46.3,28.8,35.0,37.8,45.9,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.0777676596852,LONG,-0.285256808855,LONG,-0.269314683643,SHORT
132,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-12-22,22.12.2008,099741,CME,0,99,118546,19843,48814,683,24360,20233,2635,18580,17933,1185,14158,433,290,81734,92206,36812,26340,-843.0,-3146.0,7475.0,229.0,12136.0,-1002.0,370.0,857.0,-2779.0,597.0,-8802.0,-1491.0,-45.0,2196.0,3354.0,-3039.0,-4197.0,100,16.7,41.2,0.6,20.5,17.1,2.2,15.7,15.1,1.0,11.9,0.4,0.2,68.9,77.8,31.1,22.2,98,11.0,13.0,4.0,10.0,13.0,7.0,23.0,19.0,6.0,8.0,,4.0,59.0,60.0,29.5,38.1,38.9,49.9,28.0,37.8,36.8,49.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.0177197162654,SHORT,-0.421967170136,LONG,0.0925481577826,LONG
133,EURO FX - CHICAGO MERCANTILE EXCHANGE,2008-12-30,30.12.2008,099741,CME,0,99,120499,18952,48473,885,25457,20281,2549,21011,19213,877,13217,955,45,82993,93278,37506,27221,1953.0,-891.0,-341.0,202.0,1097.0,48.0,-86.0,2431.0,1280.0,-308.0,-941.0,522.0,-245.0,1259.0,1072.0,694.0,881.0,100,15.7,40.2,0.7,21.1,16.8,2.1,17.4,15.9,0.7,11.0,0.8,0.0,68.9,77.4,31.1,22.6,96,10.0,10.0,5.0,10.0,13.0,7.0,26.0,17.0,5.0,8.0,,,59.0,57.0,29.2,37.4,38.5,48.7,27.7,37.1,36.6,48.4,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.044699681782,SHORT,-0.437834631072,LONG,0.113166294984,LONG
134,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-01-06,06.01.2009,099741,CME,0,99,123878,18891,52083,890,24527,18018,2978,20881,20562,1005,12922,427,45,82139,96008,41739,27870,3379.0,-61.0,3610.0,5.0,-930.0,-2263.0,429.0,-130.0,1349.0,128.0,-295.0,-528.0,0.0,-854.0,2730.0,4233.0,649.0,100,15.2,42.0,0.7,19.8,14.5,2.4,16.9,16.6,0.8,10.4,0.3,0.0,66.3,77.5,33.7,22.5,98,12.0,11.0,5.0,12.0,11.0,6.0,24.0,19.0,6.0,8.0,,,62.0,56.0,25.5,38.2,35.7,50.9,24.0,37.9,33.8,50.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,0.00769731920952,SHORT,-0.467664215065,LONG,0.152990950758,LONG
135,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-01-13,13.01.2009,099741,CME,0,99,117502,27046,44448,1202,18477,18915,2821,13656,19648,1281,14917,406,36,79436,88757,38066,28745,-6376.0,8155.0,-7635.0,312.0,-6050.0,897.0,-157.0,-7225.0,-914.0,276.0,1995.0,-21.0,-9.0,-2703.0,-7251.0,-3673.0,875.0,100,23.0,37.8,1.0,15.7,16.1,2.4,11.6,16.7,1.1,12.7,0.3,0.0,67.6,75.5,32.4,24.5,96,12.0,13.0,8.0,9.0,11.0,5.0,17.0,23.0,8.0,10.0,,,56.0,64.0,27.1,36.0,39.6,48.0,25.3,35.7,37.2,47.7,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.179918328129,LONG,-0.243405040982,LONG,-0.0117137355584,SHORT
136,EURO FX - CHICAGO MERCANTILE EXCHANGE,2009-01-20,20.01.2009,099741,CME,0,99,131714,41566,43466,1147,12678,24655,1937,14747,19736,1073,16751,407,31,89930,92452,41784,39262,14212.0,14520.0,-982.0,-55.0,-5799.0,5740.0,-884.0,1091.0,88.0,-208.0,1834.0,1.0,-5.0,10494.0,3695.0,3718.0,10517.0,100,31.6,33.0,0.9,9.6,18.7,1.5,11.2,15.0,0.8,12.7,0.3,0.0,68.3,70.2,31.7,29.8,93,13.0,11.0,8.0,8.0,11.0,4.0,19.0,22.0,7.0,9.0,,,59.0,56.0,31.3,35.3,43.3,47.9,31.2,34.1,42.7,46.6,"(CONTRACTS OF EUR 125,000)",F10,FutOnly,-0.14467998724,LONG,-0.0223445291184,LONG,-0.320815364423,SHORT
