,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
10,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-08-22,22.08.2006,098662,ICUS,1,98,19174,3576,1450,869,0,943,0,10983,8345,2216,575,2200,5,18224,16028,950,3146,703.0,746.0,18.0,-18.0,0.0,-2.0,0.0,-199.0,864.0,57.0,202.0,-52.0,-2.0,786.0,865.0,-83.0,-162.0,100,18.7,7.6,4.5,0.0,4.9,0.0,57.3,43.5,11.6,3.0,11.5,0.0,95.0,83.6,5.0,16.4,59,5.0,5.0,0.0,0.0,,0.0,8.0,22.0,5.0,5.0,13.0,0.0,21.0,46.0,66.1,40.0,86.2,54.6,60.4,31.4,74.1,43.2,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,2638,0.136485927152,SHORT,2126,0.423000397931,SHORT,-943,-1.0,SHORT
11,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-08-29,29.08.2006,098662,ICUS,1,98,19685,3793,1839,489,0,831,0,11541,8943,2256,664,2226,5,18748,16589,937,3096,511.0,217.0,389.0,-380.0,0.0,-112.0,0.0,558.0,598.0,40.0,89.0,26.0,0.0,524.0,561.0,-13.0,-50.0,100,19.3,9.3,2.5,0.0,4.2,0.0,58.6,45.4,11.5,3.4,11.3,0.0,95.2,84.3,4.8,15.7,60,5.0,5.0,0.0,0.0,,0.0,9.0,20.0,5.0,5.0,14.0,0.0,23.0,45.0,64.7,41.3,84.0,55.9,59.8,36.0,73.8,46.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,2598,0.126830697129,SHORT,1954,0.346946022727,SHORT,-831,-1.0,SHORT
12,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-09-05,05.09.2006,098662,ICUS,1,98,20114,4500,1809,513,0,798,0,11208,9471,2309,561,2281,5,19096,17186,1018,2928,429.0,707.0,-30.0,24.0,0.0,-33.0,0.0,-333.0,528.0,53.0,-103.0,55.0,0.0,348.0,597.0,81.0,-168.0,100,22.4,9.0,2.6,0.0,4.0,0.0,55.7,47.1,11.5,2.8,11.3,0.0,94.9,85.4,5.1,14.6,58,5.0,5.0,0.0,0.0,,0.0,6.0,23.0,6.0,4.0,13.0,0.0,21.0,46.0,66.7,39.6,85.9,57.3,61.8,34.3,75.7,48.3,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,1737,0.0839982591034,SHORT,2691,0.426533523538,SHORT,-798,-1.0,SHORT
13,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-09-12,12.09.2006,098662,ICUS,1,98,22167,2173,3170,670,0,509,0,11258,8325,4516,761,2223,240,19618,19653,2549,2514,2053.0,-2327.0,1361.0,157.0,0.0,-289.0,0.0,50.0,-1146.0,2207.0,200.0,-58.0,235.0,522.0,2467.0,1531.0,-414.0,100,9.8,14.3,3.0,0.0,2.3,0.0,50.8,37.6,20.4,3.4,10.0,1.1,88.5,88.7,11.5,11.3,65,4.0,4.0,0.0,0.0,,0.0,18.0,17.0,11.0,6.0,11.0,5.0,42.0,41.0,52.4,43.3,71.3,63.3,44.7,36.3,53.6,47.8,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,2933,0.14977276209,SHORT,-997,-0.186599288789,LONG,-509,-1.0,SHORT
14,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-09-19,19.09.2006,098662,ICUS,1,98,17288,4021,2385,525,0,410,0,6123,6953,3020,1041,2011,0,14730,15304,2558,1984,-4879.0,1848.0,-785.0,-145.0,0.0,-99.0,0.0,-5135.0,-1372.0,-1496.0,280.0,-212.0,-240.0,-4888.0,-4349.0,9.0,-530.0,100,23.3,13.8,3.0,0.0,2.4,0.0,35.4,40.2,17.5,6.0,11.6,0.0,85.2,88.5,14.8,11.5,60,4.0,4.0,0.0,0.0,,0.0,20.0,13.0,8.0,9.0,9.0,0.0,35.0,34.0,53.8,48.2,63.8,66.8,41.0,43.6,48.7,54.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,-830,-0.0634750688284,LONG,1636,0.255385576022,SHORT,-410,-1.0,SHORT
15,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-09-26,26.09.2006,098662,ICUS,1,98,19545,5349,2014,525,62,420,0,8404,9400,2682,642,2188,0,17664,17229,1881,2316,2257.0,1328.0,-371.0,0.0,62.0,10.0,0.0,2281.0,2447.0,-338.0,-399.0,177.0,0.0,2934.0,1925.0,-677.0,332.0,100,27.4,10.3,2.7,0.3,2.1,0.0,43.0,48.1,13.7,3.3,11.2,0.0,90.4,88.2,9.6,11.8,61,4.0,4.0,0.0,0.0,,0.0,18.0,15.0,6.0,7.0,10.0,0.0,33.0,35.0,66.7,49.4,74.9,67.0,55.7,45.3,62.4,56.3,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,-996,-0.0559424848349,LONG,3335,0.452940377563,SHORT,-358,-0.742738589212,SHORT
16,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-10-03,03.10.2006,098662,ICUS,1,98,24522,5191,7755,525,0,420,0,12511,8114,3102,851,2264,0,22180,22180,2342,2342,4977.0,-158.0,5741.0,0.0,-62.0,0.0,0.0,4107.0,-1286.0,420.0,209.0,76.0,0.0,4516.0,4951.0,461.0,26.0,100,21.2,31.6,2.1,0.0,1.7,0.0,51.0,33.1,12.6,3.5,9.2,0.0,90.4,90.4,9.6,9.6,66,4.0,4.0,0.0,0.0,,0.0,20.0,17.0,4.0,8.0,10.0,0.0,35.0,36.0,56.5,54.8,72.8,69.8,53.6,51.6,62.3,62.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,4397,0.213187878788,SHORT,-2564,-0.198053452804,LONG,-420,-1.0,SHORT
17,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-10-10,10.10.2006,098662,ICUS,1,98,30911,5533,12695,528,0,406,0,17229,9684,2910,1470,2452,1,27671,28676,3240,2235,6389.0,342.0,4940.0,3.0,0.0,-14.0,0.0,4718.0,1570.0,-192.0,619.0,188.0,1.0,5491.0,6496.0,898.0,-107.0,100,17.9,41.1,1.7,0.0,1.3,0.0,55.7,31.3,9.4,4.8,7.9,0.0,89.5,92.8,10.5,7.2,72,4.0,5.0,0.0,0.0,,0.0,31.0,11.0,5.0,10.0,9.0,0.0,48.0,32.0,45.8,61.2,65.4,78.9,43.5,61.2,58.9,73.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,7545,0.280347787315,SHORT,-7162,-0.392912003511,LONG,-406,-1.0,SHORT
18,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-10-17,17.10.2006,098662,ICUS,1,98,36745,5242,15777,526,0,474,0,23743,13369,2413,1421,2323,1,33346,34883,3399,1862,5834.0,-291.0,3082.0,-2.0,0.0,68.0,0.0,6514.0,3685.0,-497.0,-49.0,-129.0,0.0,5675.0,6207.0,159.0,-373.0,100,14.3,42.9,1.4,0.0,1.3,0.0,64.6,36.4,6.6,3.9,6.3,0.0,90.7,94.9,9.3,5.1,73,4.0,6.0,0.0,0.0,,0.0,32.0,11.0,4.0,9.0,8.0,0.0,47.0,33.0,40.5,66.3,63.1,82.1,39.1,66.3,58.2,78.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,10374,0.279532226773,SHORT,-10535,-0.501213188068,LONG,-474,-1.0,SHORT
19,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-10-24,24.10.2006,098662,ICUS,1,98,33789,4839,16545,525,0,171,0,20772,9777,2535,1460,2177,6,30137,31736,3652,2053,-2956.0,-403.0,768.0,-1.0,0.0,-303.0,0.0,-2971.0,-3592.0,122.0,39.0,-146.0,5.0,-3209.0,-3147.0,253.0,191.0,100,14.3,49.0,1.6,0.0,0.5,0.0,61.5,28.9,7.5,4.3,6.4,0.0,89.2,93.9,10.8,6.1,68,4.0,6.0,0.0,0.0,,0.0,32.0,9.0,4.0,9.0,8.0,0.0,45.0,28.0,37.3,67.6,58.5,82.4,35.7,67.6,53.1,77.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,10995,0.359913581459,SHORT,-11706,-0.547418630752,LONG,-171,-1.0,SHORT
20,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-10-31,31.10.2006,098662,ICUS,1,98,32961,6849,14467,525,0,171,0,19380,10119,2967,404,1715,4,30129,29968,2832,2993,-828.0,2010.0,-2078.0,0.0,0.0,0.0,0.0,-1392.0,342.0,432.0,-1056.0,-462.0,-2.0,-8.0,-1768.0,-820.0,940.0,100,20.8,43.9,1.6,0.0,0.5,0.0,58.8,30.7,9.0,1.2,5.2,0.0,91.4,90.9,8.6,9.1,53,4.0,5.0,0.0,0.0,,0.0,20.0,11.0,5.0,6.0,6.0,0.0,30.0,31.0,60.6,65.9,78.2,78.5,58.2,63.7,70.6,73.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,9261,0.31394284552,SHORT,-7618,-0.357384124601,LONG,-171,-1.0,SHORT
21,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-11-07,07.11.2006,098662,ICUS,1,98,34478,8096,14084,527,0,181,0,19637,11288,3433,348,1809,46,32087,31368,2391,3110,1517.0,1247.0,-383.0,2.0,0.0,10.0,0.0,257.0,1169.0,466.0,-56.0,94.0,42.0,1958.0,1400.0,-441.0,117.0,100,23.5,40.8,1.5,0.0,0.5,0.0,57.0,32.7,10.0,1.0,5.2,0.1,93.1,91.0,6.9,9.0,55,4.0,5.0,0.0,0.0,,0.0,17.0,17.0,7.0,6.0,8.0,0.0,26.0,40.0,60.6,59.5,78.9,74.8,58.5,59.5,71.5,69.7,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,8349,0.269975747777,SHORT,-5988,-0.269972948602,LONG,-181,-1.0,SHORT
22,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-11-14,14.11.2006,098662,ICUS,1,98,34532,10526,13739,527,0,181,0,19419,12793,2375,306,1988,56,33209,31659,1323,2873,54.0,2430.0,-345.0,0.0,0.0,0.0,0.0,-218.0,1505.0,-1058.0,-42.0,179.0,10.0,1122.0,291.0,-1068.0,-237.0,100,30.5,39.8,1.5,0.0,0.5,0.0,56.2,37.0,6.9,0.9,5.8,0.2,96.2,91.7,3.8,8.3,59,4.0,5.0,0.0,0.0,,0.0,14.0,24.0,7.0,6.0,9.0,0.0,22.0,48.0,67.5,58.7,86.8,72.0,65.5,56.5,80.8,68.2,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,6626,0.205699739228,SHORT,-3213,-0.132412940449,LONG,-181,-1.0,SHORT
23,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-11-21,21.11.2006,098662,ICUS,1,98,33582,10386,13454,531,0,166,0,18553,11897,2326,318,2052,53,32167,30479,1415,3103,-950.0,-140.0,-285.0,4.0,0.0,-15.0,0.0,-866.0,-896.0,-49.0,12.0,64.0,-3.0,-1042.0,-1180.0,92.0,230.0,100,30.9,40.1,1.6,0.0,0.5,0.0,55.2,35.4,6.9,0.9,6.1,0.2,95.8,90.8,4.2,9.2,59,4.0,4.0,0.0,0.0,,0.0,13.0,25.0,7.0,6.0,10.0,0.0,21.0,49.0,66.4,56.4,87.4,70.4,64.3,54.2,81.3,66.1,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,6656,0.218587848933,SHORT,-3068,-0.128691275168,LONG,-166,-1.0,SHORT
24,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-11-28,28.11.2006,098662,ICUS,1,98,37290,13874,10822,525,143,234,0,18290,16452,2290,337,2466,3,35462,32792,1828,4498,3708.0,3488.0,-2632.0,-6.0,143.0,68.0,0.0,-263.0,4555.0,-36.0,19.0,414.0,-50.0,3295.0,2313.0,413.0,1395.0,100,37.2,29.0,1.4,0.4,0.6,0.0,49.0,44.1,6.1,0.9,6.6,0.0,95.1,87.9,4.9,12.1,66,4.0,4.0,0.0,0.0,,0.0,12.0,28.0,4.0,6.0,13.0,0.0,20.0,52.0,75.2,49.4,87.1,62.0,73.8,47.8,81.8,59.0,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,1838,0.0529042657302,SHORT,3052,0.12358276644,SHORT,-91,-0.241379310345,SHORT
25,U.S. DOLLAR INDEX - ICE FUTURES U.S.,2006-12-05,05.12.2006,098662,ICUS,1,98,39682,16613,9281,41,105,310,0,12333,20455,2686,6796,2459,15,38589,35247,1093,4435,2392.0,2739.0,-1541.0,-484.0,-38.0,76.0,0.0,-5957.0,4003.0,396.0,6459.0,-7.0,12.0,3127.0,2455.0,-735.0,-63.0,100,41.9,23.4,0.1,0.3,0.8,0.0,31.1,51.5,6.8,17.1,6.2,0.0,97.2,88.8,2.8,11.2,70,4.0,4.0,0.0,0.0,,0.0,10.0,34.0,7.0,6.0,12.0,0.0,22.0,57.0,74.9,42.4,89.4,59.9,74.7,42.4,85.9,57.9,(U.S. DOLLAR INDEX X $1000),F90,FutOnly,-8122,-0.247712577772,LONG,7332,0.283154398702,SHORT,-205,-0.493975903614,SHORT
