,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
70,70,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-06,06.11.2007,112741,CME,0,112,25305,5173,18119,520,2558,1042,98,13028,4018,0,714,403,0,22091,24200,3214,1105,-948.0,225.0,-922.0,6.0,-453.0,-9.0,0.0,-945.0,-58.0,0.0,-75.0,-13.0,0.0,-1242.0,-996.0,294.0,48.0,100,20.4,71.6,2.1,10.1,4.1,0.4,51.5,15.9,0.0,2.8,1.6,0.0,87.3,95.6,12.7,4.4,38,7.0,10.0,5.0,6.0,,,9.0,,0.0,,,0.0,26.0,18.0,50.4,66.2,64.2,82.9,50.4,66.0,63.7,82.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.528569752435,SHORT,-0.555813154731,LONG,0.421111111111,LONG,2007-11-12,752.71,1104.13,-0.061409814541,1104.13,-72385.31,0.00357109274712,0.422614937946,0.422614937946,1104.13,-64878.88,0.194983260259,0.12644982634,0.0,-79790.86
71,71,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-13,13.11.2007,112741,CME,0,112,24117,7423,16112,441,2146,1248,0,10184,4737,0,960,389,0,21154,22927,2963,1190,-1188.0,2250.0,-2007.0,-79.0,-412.0,206.0,-98.0,-2844.0,719.0,0.0,246.0,-14.0,0.0,-937.0,-1273.0,-251.0,85.0,100,30.8,66.8,1.8,8.9,5.2,0.0,42.2,19.6,0.0,4.0,1.6,0.0,87.7,95.1,12.3,4.9,35,10.0,5.0,,,,0.0,9.0,,0.0,,,0.0,25.0,13.0,42.6,74.9,57.6,89.3,42.6,74.7,57.6,89.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.365055961397,SHORT,-0.369194816231,LONG,0.26458456099,LONG,2007-11-19,1563.39,1875.3,-0.156526550121,1875.3,-70510.01,0.0147524272014,0.268487825465,0.268487825465,1875.3,-63003.58,0.195640182377,0.293003526095,1875.3,-77915.56
72,72,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-20,20.11.2007,112741,CME,0,112,23219,10050,15708,476,2409,1248,0,7409,4505,0,100,525,0,20444,22462,2775,757,-898.0,2627.0,-404.0,35.0,263.0,0.0,0.0,-2775.0,-232.0,0.0,-860.0,136.0,0.0,-710.0,-465.0,-188.0,-433.0,100,43.3,67.7,2.1,10.4,5.4,0.0,31.9,19.4,0.0,0.4,2.3,0.0,88.0,96.7,12.0,3.3,39,12.0,7.0,4.0,,,0.0,9.0,,0.0,,,0.0,26.0,17.0,34.4,75.1,55.8,89.4,34.2,74.9,55.7,89.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.243746852443,SHORT,-0.219659911484,LONG,0.317473338802,LONG,2007-11-26,74.92,2190.16,0.052888777812,2190.16,-68319.85,-0.00986514201172,0.31434141923,0.31434141923,2190.16,-60813.42,0.195717662592,0.30187539903,2190.16,-75725.4
73,73,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-11-27,27.11.2007,112741,CME,0,112,22618,10680,15111,415,2112,1248,0,6637,4503,0,317,356,0,20161,21633,2457,985,-601.0,630.0,-597.0,-61.0,-297.0,0.0,0.0,-772.0,-2.0,0.0,217.0,-169.0,0.0,-283.0,-829.0,-318.0,228.0,100,47.2,66.8,1.8,9.3,5.5,0.0,29.3,19.9,0.0,1.4,1.6,0.0,89.1,95.6,10.9,4.4,36,11.0,6.0,4.0,,,0.0,8.0,,0.0,,,0.0,25.0,15.0,40.1,75.0,62.0,89.6,40.1,74.8,62.0,89.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.191561938959,SHORT,-0.171804117715,LONG,0.257142857143,LONG,2007-12-03,-1551.86,1572.27,-0.060330481659,1572.27,-66747.58,0.00344421305694,0.258028511929,0.258028511929,1572.27,-59241.15,0.195813666468,0.298134802661,1572.27,-74153.13
74,74,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-04,04.12.2007,112741,CME,0,112,22019,7458,15761,557,2749,1037,81,8746,3286,0,100,507,0,19691,21229,2328,790,-599.0,-3222.0,650.0,142.0,637.0,-211.0,81.0,2109.0,-1217.0,0.0,-217.0,151.0,0.0,-470.0,-404.0,-129.0,-195.0,100,33.9,71.6,2.5,12.5,4.7,0.4,39.7,14.9,0.0,0.5,2.3,0.0,89.4,96.4,10.6,3.6,38,10.0,8.0,4.0,4.0,,,8.0,4.0,0.0,,,0.0,24.0,19.0,45.9,72.1,64.8,85.1,45.9,71.8,64.2,84.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.453789893617,SHORT,-0.357595073001,LONG,0.452192287375,LONG,2007-12-10,1327.2,-13636.16,0.195049430232,-13636.16,-80383.74,-0.026576668025,0.44017452307,0.44017452307,-13636.16,-72877.31,0.196844562395,0.356877376629,-13636.16,-87789.29
75,75,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-11,11.12.2007,112741,CME,0,112,27458,6080,16883,4460,4190,1037,81,8283,2347,369,320,362,0,23783,25539,3675,1919,5439.0,-1378.0,1122.0,3903.0,1441.0,0.0,0.0,-463.0,-939.0,369.0,220.0,-145.0,0.0,4092.0,4310.0,1347.0,1129.0,100,22.1,61.5,16.2,15.3,3.8,0.3,30.2,8.5,1.3,1.2,1.3,0.0,86.6,93.0,13.4,7.0,36,9.0,9.0,6.0,5.0,,,6.0,4.0,,,,0.0,22.0,22.0,41.4,60.2,60.2,75.0,38.7,57.0,53.6,69.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.558419567262,SHORT,-0.470452467012,LONG,0.603214080735,LONG,2007-12-17,705.0,1454.86,0.15102179336,1454.86,-78928.88,-0.0214010516616,0.59030466503,0.59030466503,1454.86,-71422.45,0.197461255725,0.354340313631,1454.86,-86334.43
76,76,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-18,18.12.2007,112741,CME,0,112,19080,3543,14781,51,2955,1035,81,9079,2687,0,128,367,0,15837,19002,3243,78,-8378.0,-2537.0,-2102.0,-4409.0,-1235.0,-2.0,0.0,796.0,340.0,-369.0,-192.0,5.0,0.0,-7946.0,-6537.0,-432.0,-1841.0,100,18.6,77.5,0.3,15.5,5.4,0.4,47.6,14.1,0.0,0.7,1.9,0.0,83.0,99.6,17.0,0.4,30,4.0,9.0,,4.0,,,6.0,4.0,0.0,,,0.0,17.0,16.0,56.8,62.2,74.9,84.0,56.8,62.0,74.9,83.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.543260241373,SHORT,-0.613294040602,LONG,0.481203007519,LONG,2007-12-24,1482.9,1687.38,-0.122011073216,1687.38,-77241.5,0.0106950014627,0.486349474388,0.486349474388,1687.38,-69735.07,0.197854687533,0.319121537779,1687.38,-84647.05
77,77,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-24,24.12.2007,112741,CME,0,112,20826,4123,14646,805,1896,2240,81,11464,1608,0,0,370,0,18369,19750,2457,1076,1746.0,580.0,-135.0,754.0,-1059.0,1205.0,0.0,2385.0,-1079.0,0.0,-128.0,3.0,0.0,2532.0,748.0,-786.0,998.0,100,19.8,70.3,3.9,9.1,10.8,0.4,55.0,7.7,0.0,0.0,1.8,0.0,88.2,94.8,11.8,5.2,32,5.0,10.0,,4.0,,,7.0,,0.0,0.0,,0.0,19.0,17.0,54.3,56.6,71.2,77.6,54.3,56.3,71.2,74.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.753977968176,SHORT,-0.560658532687,LONG,-0.0831721470019,SHORT,2007-12-31,1324.06,1499.75,-0.564375154521,1324.06,-75917.44,0.0626965836601,-0.0883867564746,-0.0883867564746,0.0,-69735.07,0.2061643342,0.609949902236,1324.06,-83322.99
78,78,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2007-12-31,31.12.2007,112741,CME,0,112,21344,3831,15485,273,2351,2614,57,12601,1378,0,0,977,0,19113,20784,2231,560,518.0,-292.0,839.0,-532.0,455.0,374.0,-24.0,1137.0,-230.0,0.0,0.0,607.0,0.0,744.0,1034.0,-226.0,-516.0,100,17.9,72.5,1.3,11.0,12.2,0.3,59.0,6.5,0.0,0.0,4.6,0.0,89.5,97.4,10.5,2.6,38,6.0,11.0,,5.0,,,8.0,,0.0,0.0,,0.0,22.0,20.0,55.7,55.5,72.7,77.9,55.7,55.2,72.7,76.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.802847127835,SHORT,-0.603334023607,LONG,-0.052970795569,SHORT,2008-01-07,-7512.25,1419.82,0.0302013514329,-7512.25,-83429.69,-0.00719814865137,-0.0525895039083,-0.0525895039083,0.0,-69735.07,0.206188771197,0.654068365191,-7512.25,-90835.24
79,79,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-08,08.01.2008,112741,CME,0,112,21286,3912,15598,333,1629,3130,57,11997,932,0,448,365,0,18376,20415,2910,871,-58.0,81.0,113.0,60.0,-722.0,516.0,0.0,-604.0,-446.0,0.0,448.0,-612.0,0.0,-737.0,-369.0,679.0,311.0,100,18.4,73.3,1.6,7.7,14.7,0.3,56.4,4.4,0.0,2.1,1.7,0.0,86.3,95.9,13.7,4.1,36,6.0,11.0,,5.0,,,8.0,,0.0,,,0.0,23.0,17.0,53.5,58.6,69.9,82.1,53.5,58.4,69.9,80.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.855827983603,SHORT,-0.598974884675,LONG,-0.315402395461,SHORT,2008-01-14,1032.56,-28350.65,-0.262431599892,1032.56,-82397.13,0.0272019690686,-0.323981961667,-0.323981961667,1032.56,-68702.51,0.207936743929,0.648807218861,1032.56,-89802.68
80,80,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-15,15.01.2008,112741,CME,0,112,22467,3819,17490,81,1632,3129,108,13794,678,0,101,362,0,19535,21848,2932,619,1181.0,-93.0,1892.0,-252.0,3.0,-1.0,51.0,1797.0,-254.0,0.0,-347.0,-3.0,0.0,1159.0,1433.0,22.0,-252.0,100,17.0,77.8,0.4,7.3,13.9,0.5,61.4,3.0,0.0,0.4,1.6,0.0,86.9,97.2,13.1,2.8,40,5.0,14.0,,4.0,,,10.0,,0.0,,,0.0,24.0,20.0,54.8,55.7,71.4,79.0,54.8,55.4,71.4,78.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.906301824212,SHORT,-0.641559904266,LONG,-0.314429741651,SHORT,2008-01-21,-13725.11,1791.52,0.00097265381,-13725.11,-96122.24,-0.00376220394836,-0.313246792835,-0.313246792835,-13725.11,-82427.62,0.207936808705,0.685869773656,-13725.11,-103527.79
81,81,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-22,22.01.2008,112741,CME,0,112,21818,4887,13031,622,1046,3806,108,12336,2497,0,207,508,0,19206,20572,2612,1246,-649.0,1068.0,-4459.0,541.0,-586.0,677.0,0.0,-1458.0,1819.0,0.0,106.0,146.0,0.0,-329.0,-1276.0,-320.0,627.0,100,22.4,59.7,2.9,4.8,17.4,0.5,56.5,11.4,0.0,0.9,2.3,0.0,88.0,94.3,12.0,5.7,37,6.0,9.0,5.0,,,,8.0,4.0,0.0,,,0.0,24.0,19.0,50.8,58.8,69.7,82.3,50.8,58.6,69.7,80.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.663318276815,SHORT,-0.454515012836,LONG,-0.568837592745,SHORT,2008-01-28,-4032.09,1873.03,-0.254407851094,-4032.09,-100154.33,0.0262587468445,-0.583774555089,-0.583774555089,-4032.09,-86459.71,0.209565970967,0.503717018742,-4032.09,-107559.88
82,82,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-01-29,29.01.2008,112741,CME,0,112,20854,5298,13018,671,1100,3204,87,10840,2407,0,299,355,0,18295,19742,2559,1112,-964.0,411.0,-13.0,49.0,54.0,-602.0,-21.0,-1496.0,-90.0,0.0,92.0,-153.0,0.0,-911.0,-830.0,-53.0,-134.0,100,25.4,62.4,3.2,5.3,15.4,0.4,52.0,11.5,0.0,1.4,1.7,0.0,87.7,94.7,12.3,5.3,37,7.0,10.0,4.0,4.0,,,8.0,,0.0,,,0.0,24.0,18.0,46.8,61.2,65.1,83.3,46.8,60.9,65.1,80.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.636596965351,SHORT,-0.421489408168,LONG,-0.488847583643,SHORT,2008-02-04,1437.07,1642.47,0.079990009102,1437.07,-98717.26,-0.0130509949463,-0.482467636299,-0.482467636299,1437.07,-85022.64,0.209729967071,0.483991764882,1437.07,-106122.81
83,83,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-05,05.02.2008,112741,CME,0,112,23061,5258,15279,189,1189,4890,87,13273,1061,0,100,507,0,20096,22013,2965,1048,2207.0,-40.0,2261.0,-482.0,89.0,1686.0,0.0,2433.0,-1346.0,0.0,-199.0,152.0,0.0,1801.0,2271.0,406.0,-64.0,100,22.8,66.3,0.8,5.2,21.2,0.4,57.6,4.6,0.0,0.4,2.2,0.0,87.1,95.5,12.9,4.5,39,6.0,11.0,4.0,4.0,,,10.0,,0.0,,,0.0,24.0,20.0,49.0,66.7,67.2,82.9,49.0,66.4,67.2,82.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.851960373936,SHORT,-0.487948580611,LONG,-0.608817239678,SHORT,2008-02-11,1360.04,1549.26,-0.119969656035,1360.04,-97357.22,0.0104550250997,-0.6151824392,-0.6151824392,1360.04,-83662.6,0.210088073602,0.437058125182,1360.04,-104762.77
84,84,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-12,12.02.2008,112741,CME,0,112,24074,5423,16336,243,1169,4852,87,14096,1015,0,0,508,0,21018,23041,3056,1033,1013.0,165.0,1057.0,54.0,-20.0,-38.0,0.0,823.0,-46.0,0.0,-100.0,1.0,0.0,922.0,1028.0,91.0,-15.0,100,22.5,67.9,1.0,4.9,20.2,0.4,58.6,4.2,0.0,0.0,2.1,0.0,87.3,95.7,12.7,4.3,40,7.0,11.0,4.0,4.0,,,11.0,,0.0,0.0,,0.0,25.0,20.0,48.1,65.3,65.2,83.6,48.1,64.9,65.2,82.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.865660776917,SHORT,-0.501539592812,LONG,-0.611692409899,SHORT,2008-02-18,-499.51,1744.81,-0.002875170221,-499.51,-97856.73,-0.00330987758172,-0.609667782905,-0.609667782905,-499.51,-84162.11,0.210088189267,0.435667173957,-499.51,-105262.28
85,85,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-19,19.02.2008,112741,CME,0,112,24663,6228,16794,238,1047,4892,68,13880,1105,0,138,412,0,21599,23509,3064,1154,589.0,805.0,458.0,-5.0,-122.0,40.0,-19.0,-216.0,90.0,0.0,138.0,-96.0,0.0,581.0,468.0,8.0,121.0,100,25.3,68.1,1.0,4.2,19.8,0.3,56.3,4.5,0.0,0.6,1.7,0.0,87.6,95.3,12.4,4.7,41,7.0,12.0,5.0,,,,10.0,4.0,0.0,,,0.0,26.0,21.0,49.1,63.7,69.2,83.1,49.1,63.2,69.2,82.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.852519185853,SHORT,-0.458952306489,LONG,-0.647415389796,SHORT,2008-02-25,1471.28,1647.39,-0.035722979897,1471.28,-96385.45,0.000551507524033,-0.647772444255,-0.647772444255,1471.28,-82690.83,0.210119054783,0.30365546764,1471.28,-103791.0
86,86,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-02-26,26.02.2008,112741,CME,0,112,25565,7364,17843,242,1103,5022,68,13495,876,0,0,414,0,22272,24465,3293,1100,902.0,1136.0,1049.0,4.0,56.0,130.0,0.0,-385.0,-229.0,0.0,-138.0,2.0,0.0,673.0,956.0,229.0,-54.0,100,28.8,69.8,0.9,4.3,19.6,0.3,52.8,3.4,0.0,0.0,1.6,0.0,87.1,95.7,12.9,4.3,42,7.0,12.0,4.0,,,,13.0,,0.0,0.0,,0.0,27.0,20.0,50.0,63.9,69.1,83.4,50.0,63.1,69.1,82.5,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.87808781574,SHORT,-0.415717856151,LONG,-0.639836734694,SHORT,2008-03-03,1862.05,2117.06,0.007578655102,1862.05,-94523.4,-0.00453876455466,-0.636932666402,-0.636932666402,1862.05,-80828.78,0.210120766134,0.312768052308,1862.05,-101928.95
87,87,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-04,04.03.2008,112741,CME,0,112,24541,8314,16976,227,984,4863,68,11817,995,0,292,421,0,21702,23550,2839,991,-1024.0,950.0,-867.0,-15.0,-119.0,-159.0,0.0,-1678.0,119.0,0.0,292.0,7.0,0.0,-570.0,-915.0,-454.0,-109.0,100,33.9,69.2,0.9,4.0,19.8,0.3,48.2,4.1,0.0,1.2,1.7,0.0,88.4,96.0,11.6,4.0,43,8.0,12.0,4.0,,,,10.0,4.0,0.0,,,0.0,27.0,21.0,52.1,66.1,71.6,82.8,52.0,65.5,71.5,82.0,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.844676865439,SHORT,-0.342506919731,LONG,-0.663417136993,SHORT,2008-03-10,1458.56,1697.46,-0.023580402299,1458.56,-93064.84,-0.000875898709285,-0.662836050779,-0.662836050779,1458.56,-79370.22,0.210133941478,0.164828936032,0.0,-101928.95
88,88,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-11,11.03.2008,112741,CME,0,112,25732,8910,16285,2661,825,4503,175,10201,781,1,180,321,0,22953,24727,2779,1005,1191.0,596.0,-691.0,2434.0,-159.0,-360.0,107.0,-1616.0,-214.0,1.0,-112.0,-100.0,0.0,1251.0,1177.0,-60.0,14.0,100,34.6,63.3,10.3,3.2,17.5,0.7,39.6,3.0,0.0,0.7,1.2,0.0,89.2,96.1,10.8,3.9,41,8.0,12.0,6.0,,,,10.0,,,,,0.0,27.0,23.0,51.9,65.1,67.7,84.0,51.3,62.4,65.2,73.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.857767255509,SHORT,-0.292716808891,LONG,-0.690315315315,SHORT,2008-03-17,1702.93,1927.44,-0.026898178322,1702.93,-91361.91,-0.000485881504309,-0.689979903871,-0.689979903871,1702.93,-77667.29,0.210151212082,0.145563995855,0.0,-101928.95
89,89,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-18,18.03.2008,112741,CME,0,112,17754,4162,9721,341,822,3419,0,9512,3039,3,277,308,0,15117,16831,2637,923,-7978.0,-4748.0,-6564.0,-2320.0,-3.0,-1084.0,-175.0,-689.0,2258.0,2.0,97.0,-13.0,0.0,-7836.0,-7896.0,-142.0,-82.0,100,23.4,54.8,1.9,4.6,19.3,0.0,53.6,17.1,0.0,1.6,1.7,0.0,85.1,94.8,14.9,5.2,30,5.0,6.0,,,,0.0,8.0,,,,,0.0,19.0,13.0,53.2,71.1,71.8,87.7,53.2,71.1,70.2,87.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.515735797944,SHORT,-0.400417777138,LONG,-0.612355576515,SHORT,2008-03-24,1158.61,1193.75,0.0779597388,1158.61,-90203.3,-0.0128123289414,-0.60450987544,-0.60450987544,1158.61,-76508.68,0.2103066267,0.234462861413,1158.61,-100770.34
90,90,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-03-25,25.03.2008,112741,CME,0,112,18330,3968,11771,662,1931,344,0,9208,4071,5,0,609,0,15774,17462,2556,868,576.0,-194.0,2050.0,321.0,1109.0,-3075.0,0.0,-304.0,1032.0,2.0,-277.0,301.0,0.0,657.0,631.0,-81.0,-55.0,100,21.6,64.2,3.6,10.5,1.9,0.0,50.2,22.2,0.0,0.0,3.3,0.0,86.1,95.3,13.9,4.7,33,5.0,7.0,,,,0.0,9.0,5.0,,0.0,,0.0,19.0,16.0,48.1,61.7,69.2,81.7,48.1,61.7,69.0,80.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.386851419535,SHORT,-0.495774826863,LONG,0.697582417582,LONG,2008-03-31,1808.45,1911.27,1.3099379941,1911.27,-88292.03,-0.157636063995,0.587618270962,0.587618270962,1911.27,-74597.41,0.2497559666,1.06913622356,1911.27,-98859.07
91,91,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-01,01.04.2008,112741,CME,0,112,19790,5495,12247,899,2185,594,0,8016,4274,1,296,325,0,16892,18340,2898,1450,1460.0,1527.0,476.0,237.0,254.0,250.0,0.0,-1192.0,203.0,-4.0,296.0,-284.0,0.0,1118.0,878.0,342.0,582.0,100,27.8,61.9,4.5,11.0,3.0,0.0,40.5,21.6,0.0,1.5,1.6,0.0,85.4,92.7,14.6,7.3,33,8.0,5.0,,4.0,,0.0,7.0,5.0,,,,0.0,21.0,15.0,42.8,65.3,66.3,83.7,42.8,65.3,64.5,81.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.304475183076,SHORT,-0.380565888851,LONG,0.572508096438,LONG,2008-04-07,1384.46,1487.96,-0.125074321144,1487.96,-86804.07,0.0110550979209,0.578837229505,0.578837229505,1487.96,-73109.45,0.250083032982,1.05547292865,1487.96,-97371.11
92,92,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-08,08.04.2008,112741,CME,0,112,20951,5843,12582,1126,2197,970,17,8893,4509,0,0,423,0,18076,19627,2875,1324,1161.0,348.0,335.0,227.0,12.0,376.0,17.0,877.0,235.0,-1.0,-296.0,98.0,0.0,1184.0,1287.0,-23.0,-126.0,100,27.9,60.1,5.4,10.5,4.6,0.1,42.4,21.5,0.0,0.0,2.0,0.0,86.3,93.7,13.7,6.3,33,6.0,7.0,,4.0,,,8.0,4.0,0.0,0.0,,0.0,20.0,15.0,44.9,63.5,69.1,84.9,44.9,63.5,67.2,81.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.327115355917,SHORT,-0.365753052917,LONG,0.3874329018,LONG,2008-04-14,1289.18,1477.84,-0.185075194638,1477.84,-85326.23,0.0181084290722,0.394448703022,0.394448703022,1477.84,-71631.61,0.250800235562,1.03299565637,1477.84,-95893.27
93,93,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-15,15.04.2008,112741,CME,0,112,22254,7000,12936,1502,2197,1335,17,8087,5314,0,1041,310,0,19844,21414,2410,840,1303.0,1157.0,354.0,376.0,0.0,365.0,0.0,-806.0,805.0,0.0,1041.0,-113.0,0.0,1768.0,1787.0,-465.0,-484.0,100,31.5,58.1,6.7,9.9,6.0,0.1,36.3,23.9,0.0,4.7,1.4,0.0,89.2,96.2,10.8,3.8,38,7.0,9.0,,4.0,,,8.0,4.0,0.0,,,0.0,25.0,17.0,37.3,62.0,65.5,84.2,37.1,62.0,61.3,80.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.206924856354,SHORT,-0.297752808989,LONG,0.244054360136,LONG,2008-04-21,1106.15,1207.27,-0.143378541664,1207.27,-84118.96,0.0132068287421,0.247277544274,0.247277544274,1207.27,-70424.34,0.251228765312,1.02248435629,1207.27,-94686.0
94,94,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2008-04-22,22.04.2008,112741,CME,0,112,23365,6831,13526,1957,2253,1560,32,9529,4754,0,0,330,0,20602,22159,2763,1206,1111.0,-169.0,590.0,455.0,56.0,225.0,15.0,1442.0,-560.0,0.0,-1041.0,20.0,0.0,758.0,745.0,353.0,366.0,100,29.2,57.9,8.4,9.6,6.7,0.1,40.8,20.3,0.0,0.0,1.4,0.0,88.2,94.8,11.8,5.2,34,6.0,8.0,,4.0,,,10.0,,0.0,0.0,,0.0,23.0,15.0,38.9,62.9,65.4,87.8,38.9,62.9,61.7,80.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.334313519569,SHORT,-0.328879500909,LONG,0.181746656176,LONG,2008-04-28,1164.85,1309.22,-0.06230770396,1309.22,-82809.74,0.00367664306731,0.182414873759,0.182414873759,1309.22,-69115.12,0.251308599584,0.303329705074,1309.22,-93376.78
