,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_GBPUSD,PUT_GBPUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
317,317,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-10,10.07.2012,96742,CME,0,96,117616,29599,3385,1444,8832,33593,10017,37140,32922,974,11717,3362,0,99723,85697,17893,31919,9408.0,12941.0,-1977.0,1122.0,-583.0,-21.0,-135.0,-6489.0,6074.0,399.0,955.0,-302.0,0.0,8210.0,5160.0,1198.0,4248.0,100,25.2,2.9,1.2,7.5,28.6,8.5,31.6,28.0,0.8,10.0,2.9,0.0,84.8,72.9,15.2,27.1,89,11.0,4.0,,5.0,16.0,5.0,15.0,31.0,5.0,,4.0,0.0,39.0,63.0,34.2,23.1,55.7,32.6,32.5,16.5,51.1,25.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0602038194742,SHORT,0.794748969197,SHORT,-0.583641720684,SHORT,2012-07-16,1161.92,-108.63,0.281760776645,-108.63,-34537.94,-0.0407122897614,0.762392918876,0.57284532687,-108.63,-36592.39,0.507488923797,0.61548625845,-108.63,-89600.74
318,318,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-17,17.07.2012,96742,CME,0,96,116976,32850,4185,1064,8859,33508,10897,33744,32729,961,11821,2757,0,100196,86101,16780,30875,-640.0,3251.0,800.0,-380.0,27.0,-85.0,880.0,-3396.0,-193.0,-13.0,104.0,-605.0,0.0,473.0,404.0,-1113.0,-1044.0,100,28.1,3.6,0.9,7.6,28.6,9.3,28.8,28.0,0.8,10.1,2.4,0.0,85.7,73.6,14.3,26.4,88,11.0,4.0,,5.0,17.0,6.0,13.0,32.0,7.0,,,0.0,41.0,63.0,39.7,23.2,60.9,33.3,39.1,16.7,53.8,25.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.0152693574835,SHORT,0.773997569866,SHORT,-0.581797153445,SHORT,2012-07-23,-2984.62,1410.84,-0.020751399331,1410.84,-33127.1,0.0250812632525,0.793410406673,0.794427714191,1410.84,-35181.55,0.476811673431,0.630294503573,1410.84,-88189.9
319,319,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-24,24.07.2012,96742,CME,0,96,116143,36869,2945,1077,8844,33595,11145,29131,31550,1736,10998,3294,781,100581,86123,15562,30020,-833.0,4019.0,-1240.0,13.0,-15.0,87.0,248.0,-4613.0,-1179.0,775.0,-823.0,537.0,781.0,385.0,22.0,-1218.0,-855.0,100,31.7,2.5,0.9,7.6,28.9,9.6,25.1,27.2,1.5,9.5,2.8,0.7,86.6,74.2,13.4,25.8,86,12.0,,4.0,5.0,17.0,4.0,14.0,28.0,8.0,,4.0,,43.0,60.0,36.2,25.6,56.6,36.3,33.7,18.7,50.1,28.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0398642079069,LONG,0.852062088713,SHORT,-0.583213553571,SHORT,2012-07-30,1699.87,1800.47,0.078064518847,1800.47,-31326.63,0.0231332100896,0.871773020021,0.797463677903,1800.47,-33381.08,0.437674630688,0.536788936506,1800.47,-86389.43
320,320,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-07-31,31.07.2012,96742,CME,0,96,110770,26291,3234,1019,10041,30721,11508,30710,31545,2456,11543,2754,216,93784,83453,16986,27317,-5373.0,-10578.0,289.0,-58.0,1197.0,-2874.0,363.0,1579.0,-5.0,720.0,545.0,-540.0,-565.0,-6797.0,-2670.0,1424.0,-2703.0,100,23.7,2.9,0.9,9.1,27.7,10.4,27.7,28.5,2.2,10.4,2.5,0.2,84.7,75.3,15.3,24.7,89,12.0,,4.0,8.0,15.0,4.0,19.0,27.0,8.0,,,,50.0,56.0,38.3,26.5,56.1,37.5,34.4,19.1,47.8,29.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.013412577303,LONG,0.780931414056,SHORT,-0.507335263235,SHORT,2012-08-06,1267.0,1329.18,-0.071130674657,1329.18,-29997.45,0.00250634668639,0.782888698918,0.835460475162,1329.18,-32051.9,0.376948856304,0.456148693556,1329.18,-85060.25
321,321,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-07,07.08.2012,96742,CME,0,96,115125,31957,4150,670,9961,30071,11847,27832,33878,3046,12743,2658,0,98056,86320,17069,28805,4355.0,5666.0,916.0,-349.0,-80.0,-650.0,339.0,-2878.0,2333.0,590.0,1200.0,-96.0,-216.0,4272.0,2867.0,83.0,1488.0,100,27.8,3.6,0.6,8.7,26.1,10.3,24.2,29.4,2.6,11.1,2.3,0.0,85.2,75.0,14.8,25.0,84,10.0,4.0,,7.0,15.0,5.0,18.0,25.0,7.0,,,0.0,46.0,53.0,38.8,26.2,53.5,37.2,33.0,19.1,45.5,29.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0979743963701,LONG,0.770127676074,SHORT,-0.502348121503,SHORT,2012-08-13,1180.1,1300.99,-0.010803737982,1300.99,-28696.46,0.00934990113067,0.777328293703,0.780066665171,1300.99,-30750.91,0.328685507616,0.248734511914,0.0,-85060.25
322,322,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-14,14.08.2012,96742,CME,0,96,114042,23625,6005,263,10091,29681,12381,32634,32265,2099,12734,2658,0,93827,85352,20215,28690,-1083.0,-8332.0,1855.0,-407.0,130.0,-390.0,534.0,4802.0,-1613.0,-947.0,-9.0,0.0,0.0,-4229.0,-968.0,3146.0,-115.0,100,20.7,5.3,0.2,8.8,26.0,10.9,28.6,28.3,1.8,11.2,2.3,0.0,82.3,74.8,17.7,25.2,82,9.0,4.0,,8.0,14.0,5.0,15.0,26.0,5.0,4.0,,0.0,42.0,52.0,38.8,27.6,55.2,38.5,33.5,20.4,46.6,30.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.00568575786992,SHORT,0.594667566655,SHORT,-0.492557578196,SHORT,2012-08-20,965.8,1051.92,-0.175460109419,1051.92,-27644.54,-0.000840336360802,0.594167845876,0.727897316827,1051.92,-29698.99,0.287136787904,0.350450765517,1051.92,-84008.33
323,323,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-21,21.08.2012,96742,CME,0,96,118550,16827,12282,109,10226,31352,12420,42976,29629,766,10199,4287,0,93523,90845,25027,27705,4508.0,-6798.0,6277.0,-154.0,135.0,1671.0,39.0,10342.0,-2636.0,-1333.0,-2535.0,1629.0,0.0,-304.0,5493.0,4812.0,-985.0,100,14.2,10.4,0.1,8.6,26.4,10.5,36.3,25.0,0.6,8.6,3.6,0.0,78.9,76.6,21.1,23.4,95,10.0,6.0,,7.0,14.0,5.0,25.0,23.0,5.0,7.0,,0.0,53.0,54.0,24.4,25.9,40.8,38.4,18.2,20.1,32.6,31.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.183830314717,SHORT,0.156137277131,SHORT,-0.508105247968,SHORT,2012-08-27,1066.19,1149.87,-0.438530289524,1149.87,-26494.67,0.00313462471834,0.156626708899,0.489537760794,1149.87,-28549.12,0.24942290984,0.583757754022,1149.87,-82858.46
324,324,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-08-28,28.08.2012,96742,CME,0,96,117034,9963,13735,1455,10686,31788,12428,46330,29407,643,7669,3859,0,89174,93315,27860,23719,-1516.0,-6864.0,1453.0,1346.0,460.0,436.0,8.0,3354.0,-222.0,-123.0,-2530.0,-428.0,0.0,-4349.0,2470.0,2833.0,-3986.0,100,8.5,11.7,1.2,9.1,27.2,10.6,39.6,25.1,0.5,6.6,3.3,0.0,76.2,79.7,23.8,20.3,96,8.0,8.0,,8.0,13.0,5.0,28.0,21.0,6.0,5.0,5.0,0.0,53.0,56.0,26.4,27.2,41.3,39.6,20.4,21.4,32.9,32.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.223444287468,SHORT,-0.159169550173,LONG,-0.49682158497,SHORT,2012-09-03,1275.37,1394.49,-0.315306827304,1275.37,-25219.3,-0.00840030565031,-0.157832477301,0.0807845360672,0.0,-28549.12,0.236183287663,0.576105897252,1275.37,-81583.09
325,325,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-04,04.09.2012,96742,CME,0,96,133755,8604,15723,4429,10918,32406,12624,52577,36514,2973,7369,3218,3,99497,107890,34258,25865,16721.0,-1359.0,1988.0,2974.0,232.0,618.0,196.0,6247.0,7107.0,2330.0,-300.0,-641.0,3.0,10323.0,14575.0,6398.0,2146.0,100,6.4,11.8,3.3,8.2,24.2,9.4,39.3,27.3,2.2,5.5,2.4,0.0,74.4,80.7,25.6,19.3,90,7.0,8.0,4.0,8.0,14.0,5.0,28.0,17.0,4.0,5.0,,,53.0,51.0,28.4,31.1,42.0,44.0,23.0,26.0,33.6,36.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.180298795613,SHORT,-0.292637809841,LONG,-0.495983750346,SHORT,2012-09-10,-13972.24,1135.42,-0.133468259668,-13972.24,-39191.54,-0.0296423345466,-0.283963341981,-0.189120060207,-13972.24,-42521.36,0.310924603042,0.500578166558,-13972.24,-95555.33
326,326,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-11,11.09.2012,96742,CME,0,96,181682,7317,32095,16084,10331,33405,11751,69679,42624,8144,6650,5022,11656,141612,160781,40070,20901,47927.0,-1287.0,16372.0,11655.0,-587.0,999.0,-873.0,17102.0,6110.0,5171.0,-719.0,1804.0,11653.0,42115.0,52891.0,5812.0,-4964.0,100,4.0,17.7,8.9,5.7,18.4,6.5,38.4,23.5,4.5,3.7,2.8,6.4,77.9,88.5,22.1,11.5,106,8.0,8.0,6.0,7.0,15.0,7.0,38.0,18.0,12.0,5.0,6.0,,72.0,61.0,30.1,29.7,43.2,45.0,21.2,24.8,28.5,35.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.240910750381,SHORT,-0.628691769004,LONG,-0.527574538138,SHORT,2012-09-17,1346.14,1360.34,-0.336053959163,1346.14,-37845.4,-0.0243916905397,-0.61335691393,-0.369610394822,1346.14,-41175.22,0.316696926431,0.478327148139,1346.14,-94209.19
327,327,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-18,18.09.2012,96742,CME,0,96,151305,4026,34513,6,11076,31212,12421,78710,35272,607,2684,18439,1061,110591,133531,40714,17774,-30377.0,-3291.0,2418.0,-16078.0,745.0,-2193.0,670.0,9031.0,-7352.0,-7537.0,-3966.0,13417.0,-10595.0,-31021.0,-27250.0,644.0,-3127.0,100,2.7,22.8,0.0,7.3,20.6,8.2,52.0,23.3,0.4,1.8,12.2,0.7,73.1,88.3,26.9,11.7,102,4.0,11.0,,8.0,14.0,6.0,33.0,21.0,4.0,5.0,6.0,,55.0,59.0,35.9,28.5,46.2,47.4,30.8,26.3,39.6,43.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.381095260655,SHORT,-0.791068787462,LONG,-0.476163450624,SHORT,2012-09-24,1268.18,1326.82,-0.162377018458,1268.18,-36577.22,-0.010382339959,-0.78285564238,-0.665691098614,1268.18,-39907.04,0.283554206172,0.432273519082,1268.18,-92941.01
328,328,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-09-25,25.09.2012,96742,CME,0,96,172103,4053,57597,36,10912,31310,12661,99227,33147,124,1598,20521,0,128611,155396,43492,16707,20798.0,27.0,23084.0,30.0,-164.0,98.0,240.0,20517.0,-2125.0,-483.0,-1086.0,2082.0,-1061.0,18020.0,21865.0,2778.0,-1067.0,100,2.4,33.5,0.0,6.3,18.2,7.4,57.7,19.3,0.1,0.9,11.9,0.0,74.7,90.3,25.3,9.7,102,4.0,13.0,,7.0,14.0,6.0,35.0,20.0,,,6.0,0.0,55.0,58.0,40.5,32.1,50.9,50.9,36.3,31.0,44.8,47.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.499191684168,SHORT,-0.868515815085,LONG,-0.483113069016,SHORT,2012-10-01,1181.13,1250.03,-0.077447027623,1181.13,-35396.09,-0.0291997091351,-0.843155405905,-0.803569575888,1181.13,-38725.91,0.302985571008,0.448402698137,1181.13,-91759.88
329,329,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-02,02.10.2012,96742,CME,0,96,177746,3941,60640,30,9970,31027,12381,106481,36609,113,1240,19398,0,134156,160198,43590,17548,5643.0,-112.0,3043.0,-6.0,-942.0,-283.0,-280.0,7254.0,3462.0,-11.0,-358.0,-1123.0,0.0,5545.0,4802.0,98.0,841.0,100,2.2,34.1,0.0,5.6,17.5,7.0,59.9,20.6,0.1,0.7,10.9,0.0,75.5,90.1,24.5,9.9,105,,14.0,,7.0,13.0,5.0,39.0,21.0,,,5.0,0.0,55.0,59.0,40.8,33.8,50.1,52.0,37.1,32.6,44.6,48.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.488308057866,SHORT,-0.877951719546,LONG,-0.513622948021,SHORT,2012-10-08,1231.48,1266.26,-0.009435904461,1231.48,-34164.61,-0.0151675127205,-0.864635375672,-0.867584509626,1231.48,-37494.43,0.276482096774,0.504373625773,1231.48,-90528.4
330,330,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-09,09.10.2012,96742,CME,0,96,161457,6404,50572,72,10420,31770,11758,92854,28610,1446,1169,19215,0,124123,143443,37334,18014,-16289.0,2463.0,-10068.0,42.0,450.0,743.0,-623.0,-13627.0,-7999.0,1333.0,-71.0,-183.0,0.0,-10033.0,-16755.0,-6256.0,466.0,100,4.0,31.3,0.0,6.5,19.7,7.3,57.5,17.7,0.9,0.7,11.9,0.0,76.9,88.8,23.1,11.2,98,4.0,13.0,,7.0,14.0,5.0,36.0,15.0,7.0,,7.0,0.0,55.0,57.0,40.5,31.3,49.8,51.6,36.0,30.4,44.2,48.1,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.528913916881,SHORT,-0.775203594496,LONG,-0.506044086276,SHORT,2012-10-15,968.59,1013.42,0.10274812505,968.59,-33196.02,-0.00785269130428,-0.76911615997,-0.851831185248,968.59,-36525.84,0.244606130537,0.337897658423,968.59,-89559.81
331,331,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-16,16.10.2012,96742,CME,0,96,164454,8038,50830,132,10023,33421,10212,92661,31346,905,1169,19714,55,123195,146615,41259,17839,2997.0,1634.0,258.0,60.0,-397.0,1651.0,-1546.0,-193.0,2736.0,-541.0,0.0,499.0,55.0,-928.0,3172.0,3925.0,-175.0,100,4.9,30.9,0.1,6.1,20.3,6.2,56.3,19.1,0.6,0.7,12.0,0.0,74.9,89.2,25.1,10.8,97,4.0,13.0,,6.0,14.0,5.0,33.0,16.0,5.0,,9.0,,52.0,58.0,38.7,32.3,49.3,51.3,36.3,31.4,45.1,47.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.49444789407,SHORT,-0.726914452674,LONG,-0.538578399779,SHORT,2012-10-22,1010.35,1079.88,0.048289141822,1010.35,-32185.67,-0.00175947558597,-0.725635464441,-0.763307243283,1010.35,-35515.49,0.214947821133,0.268878244595,1010.35,-88549.46
332,332,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-23,23.10.2012,96742,CME,0,96,155791,9824,37381,14,9217,34203,10606,90872,31791,1607,2839,17088,248,125227,132938,30564,22853,-8663.0,1786.0,-13449.0,-118.0,-806.0,782.0,394.0,-1789.0,445.0,702.0,1670.0,-2626.0,193.0,2032.0,-13677.0,-10695.0,5014.0,100,6.3,24.0,0.0,5.9,22.0,6.8,58.3,20.4,1.0,1.8,11.0,0.2,80.4,85.3,19.6,14.7,96,4.0,12.0,,6.0,14.0,5.0,34.0,16.0,9.0,,8.0,,55.0,58.0,38.6,28.7,51.6,47.3,36.3,27.1,47.1,42.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.481652984192,SHORT,-0.583772905413,LONG,-0.575449101796,SHORT,2012-10-29,1044.85,1130.02,0.143141547261,1044.85,-31140.82,0.00861018181747,-0.588799296269,-0.693766815137,1044.85,-34470.64,0.198373743096,0.325971144784,1044.85,-87504.61
333,333,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-10-30,30.10.2012,96742,CME,0,96,163917,8901,48638,17,9598,33547,11068,96347,30008,771,1190,18466,651,128543,143166,35374,20751,8126.0,-923.0,11257.0,3.0,381.0,-656.0,462.0,5475.0,-1783.0,-836.0,-1649.0,1378.0,403.0,3316.0,10228.0,4810.0,-2102.0,100,5.4,29.7,0.0,5.9,20.5,6.8,58.8,18.3,0.5,0.7,11.3,0.4,78.4,87.3,21.6,12.7,94,5.0,13.0,,6.0,14.0,5.0,33.0,13.0,6.0,,7.0,,54.0,55.0,42.4,30.8,53.4,49.0,39.5,29.2,48.7,45.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.525020774801,SHORT,-0.690609847234,LONG,-0.55508170124,SHORT,2012-11-05,1077.26,1166.55,-0.106836941821,1077.26,-30063.56,0.00386318973169,-0.693277804104,-0.610054081099,1077.26,-33393.38,0.178466597409,0.265537470122,1077.26,-86427.35
334,334,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-06,06.11.2012,96742,CME,0,96,164481,8998,44258,17,9666,33307,10984,97058,33862,1655,1739,17905,444,130561,142432,33920,22049,564.0,97.0,-4380.0,0.0,68.0,-240.0,-84.0,711.0,3854.0,884.0,549.0,-561.0,-207.0,2018.0,-734.0,-1454.0,1298.0,100,5.5,26.9,0.0,5.9,20.2,6.7,59.0,20.6,1.0,1.1,10.9,0.3,79.4,86.6,20.6,13.4,96,4.0,14.0,,6.0,14.0,5.0,34.0,14.0,7.0,,7.0,,53.0,57.0,42.8,29.9,53.2,47.8,39.2,28.6,48.5,43.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.482706996639,SHORT,-0.662085023284,LONG,-0.55013613199,SHORT,2012-11-12,1009.01,1094.01,0.02852482395,1009.01,-29054.55,0.0128718406784,-0.670607276219,-0.68580923019,1009.01,-32384.37,0.177790767202,0.308405939775,1009.01,-85418.34
335,335,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-13,13.11.2012,96742,CME,0,96,149173,10688,33203,20,10040,34083,10950,81870,33786,1906,1168,13897,0,116642,127845,32531,21328,-15308.0,1690.0,-11055.0,3.0,374.0,776.0,-34.0,-15188.0,-76.0,251.0,-571.0,-4008.0,-444.0,-13919.0,-14587.0,-1389.0,-721.0,100,7.2,22.3,0.0,6.7,22.8,7.3,54.9,22.6,1.3,0.8,9.3,0.0,78.2,85.7,21.8,14.3,91,6.0,13.0,,6.0,14.0,5.0,29.0,15.0,8.0,,7.0,0.0,47.0,58.0,41.4,29.1,51.8,45.7,37.0,27.2,46.0,40.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.415750155634,SHORT,-0.512975325238,LONG,-0.544908551096,SHORT,2012-11-19,-308.45,863.87,0.149109698046,-308.45,-29363.0,-0.00994505294202,-0.507873758471,-0.625074319729,-308.45,-32692.82,0.167977563691,0.316287797052,-308.45,-85726.79
336,336,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-20,20.11.2012,96742,CME,0,96,150722,16511,26541,700,10022,35127,9816,78450,41112,2700,1679,13506,1074,120952,130576,29770,20146,1549.0,5823.0,-6662.0,680.0,-18.0,1044.0,-1134.0,-3420.0,7326.0,794.0,511.0,-391.0,1074.0,4310.0,2731.0,-2761.0,-1182.0,100,11.0,17.6,0.5,6.6,23.3,6.5,52.0,27.3,1.8,1.1,9.0,0.7,80.2,86.6,19.8,13.4,100,7.0,12.0,,6.0,14.0,5.0,30.0,21.0,7.0,4.0,6.0,,52.0,62.0,38.9,27.0,51.4,43.6,36.1,25.0,47.2,38.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.312289857982,SHORT,-0.232974077859,LONG,-0.556047752996,SHORT,2012-11-26,851.91,903.86,0.280001247379,851.91,-28511.09,0.00223512374243,-0.233494803752,-0.445900000081,851.91,-31840.91,0.152292550731,0.4355027158,851.91,-84874.88
337,337,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-11-27,27.11.2012,96742,CME,0,96,157701,13980,36318,894,10173,33539,10610,82507,38920,1801,2055,17222,970,122990,140274,34711,17427,6979.0,-2531.0,9777.0,194.0,151.0,-1588.0,794.0,4057.0,-2192.0,-899.0,376.0,3716.0,-104.0,2038.0,9698.0,4941.0,-2719.0,100,8.9,23.0,0.6,6.5,21.3,6.7,52.3,24.7,1.1,1.3,10.9,0.6,78.0,88.9,22.0,11.1,100,6.0,14.0,,6.0,14.0,6.0,26.0,22.0,9.0,4.0,8.0,,56.0,64.0,41.8,30.1,52.8,46.4,38.9,28.3,48.2,42.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.358956410024,SHORT,-0.444113086007,LONG,-0.534544289898,SHORT,2012-12-03,1052.11,1072.08,-0.211139008148,1052.11,-27458.98,0.013435829954,-0.450080113911,-0.285079526511,1052.11,-30788.8,0.160469231859,0.43877083094,1052.11,-83822.77
338,338,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-04,04.12.2012,96742,CME,0,96,178749,10018,68866,165,22218,31449,1411,98498,38809,1821,2318,18997,1576,138025,163094,40724,15655,21048.0,-3962.0,32548.0,-729.0,12045.0,-2090.0,-9199.0,15991.0,-111.0,20.0,263.0,1775.0,606.0,15035.0,22820.0,6013.0,-1772.0,100,5.6,38.5,0.1,12.4,17.6,0.8,55.1,21.7,1.0,1.3,10.6,0.9,77.2,91.2,22.8,8.8,105,4.0,14.0,,8.0,13.0,,34.0,19.0,8.0,6.0,7.0,,63.0,57.0,43.7,36.7,53.0,53.2,43.4,35.9,52.3,52.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.434711995747,SHORT,-0.746006794787,LONG,-0.172005142825,SHORT,2012-12-10,-3056.8,839.99,-0.30189370878,-3056.8,-30515.78,0.0266381914064,-0.765879066577,-0.521336921344,-3056.8,-33845.6,0.207791603206,0.353689027081,-3056.8,-86879.57
339,339,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-11,11.12.2012,96742,CME,0,96,183628,12040,72750,2114,22357,31470,1416,98416,34944,2774,3418,19648,38,142573,165154,41055,18474,4879.0,2022.0,3884.0,1949.0,139.0,21.0,5.0,-82.0,-3865.0,953.0,1100.0,651.0,-1538.0,4548.0,2060.0,331.0,2819.0,100,6.6,39.6,1.2,12.2,17.1,0.8,53.6,19.0,1.5,1.9,10.7,0.0,77.6,89.9,22.4,10.1,104,5.0,13.0,4.0,8.0,13.0,,31.0,20.0,12.0,5.0,8.0,,63.0,61.0,43.9,38.2,53.5,53.0,43.5,37.1,52.6,51.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.475944811038,SHORT,-0.716004245784,LONG,-0.169301651587,SHORT,2012-12-17,738.61,763.52,0.030002549003,738.61,-29777.17,-0.0182300245767,-0.702951470786,-0.735673517027,738.61,-33106.99,0.213628256269,0.471634507562,738.61,-86140.96
340,340,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2012-12-18,18.12.2012,96742,CME,0,96,188472,1919,57186,205,23579,30720,1419,113452,46167,110,5019,35177,0,145703,170984,42769,17488,4844.0,-10121.0,-15564.0,-1909.0,1222.0,-750.0,3.0,15036.0,11223.0,-2664.0,1601.0,15529.0,-38.0,3130.0,5830.0,1714.0,-986.0,100,1.0,30.3,0.1,12.5,16.3,0.8,60.2,24.5,0.1,2.7,18.7,0.0,77.3,90.7,22.7,9.3,98,,11.0,,7.0,13.0,4.0,34.0,16.0,4.0,8.0,8.0,0.0,56.0,51.0,46.0,41.4,55.6,57.5,46.0,41.4,54.8,57.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.421535030291,SHORT,-0.935064715337,LONG,-0.131512550876,SHORT,2012-12-24,-2580.4,800.23,-0.219060469553,-2580.4,-32357.57,-0.0282123379015,-0.908684353628,-0.762247471667,-2580.4,-35687.39,0.245151693636,0.454559972493,-2580.4,-88721.36
