,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Pos,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Pos,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Pos,Asset_Mgr_Diff,Asset_Mgr_Signal1
10,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-08-22,22.08.2006,020601,CBT,0,20,834113,89480,72149,35814,244099,258977,99767,136091,114854,43357,27682,27714,5807,682097,658439,152016,175674,17475.0,4422.0,-21685.0,-2086.0,-4755.0,-1679.0,1199.0,14063.0,24182.0,4542.0,2024.0,-4389.0,1922.0,21331.0,2006.0,-3856.0,15469.0,100,10.7,8.6,4.3,29.3,31.0,12.0,16.3,13.8,5.2,3.3,3.3,0.7,81.8,78.9,18.2,21.1,193,11.0,22.0,13.0,33.0,25.0,32.0,32.0,44.0,34.0,11.0,15.0,7.0,132.0,147.0,23.7,24.1,33.7,32.3,20.2,18.0,27.8,24.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,21237,0.0846281057602,SHORT,17331,0.107227044652,SHORT,-14878,-0.0295740603805,SHORT
11,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-08-29,29.08.2006,020601,CBT,0,20,833289,75927,84164,19909,229014,233445,117112,158558,111643,43541,25275,30758,41,669377,640613,163912,192676,-824.0,-13553.0,12015.0,-15905.0,-15085.0,-25532.0,17345.0,22467.0,-3211.0,184.0,-2407.0,3044.0,-5766.0,-12720.0,-17826.0,11896.0,17002.0,100,9.1,10.1,2.4,27.5,28.0,14.1,19.0,13.4,5.2,3.0,3.7,0.0,80.3,76.9,19.7,23.1,169,7.0,20.0,9.0,28.0,23.0,31.0,32.0,34.0,29.0,11.0,11.0,7.0,115.0,126.0,25.0,25.2,35.8,36.0,20.7,19.3,27.8,25.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,46915,0.173630001369,SHORT,-8237,-0.0514519866826,LONG,-4431,-0.00958138991781,SHORT
12,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-09-05,05.09.2006,020601,CBT,0,20,794591,67430,71311,15687,221281,240989,113561,152746,110888,35950,27259,26209,96,634010,614691,160581,179900,-38698.0,-8497.0,-12853.0,-4222.0,-7733.0,7544.0,-3551.0,-5812.0,-755.0,-7591.0,1984.0,-4549.0,55.0,-35367.0,-25922.0,-3331.0,-12776.0,100,8.5,9.0,2.0,27.8,30.3,14.3,19.2,14.0,4.5,3.4,3.3,0.0,79.8,77.4,20.2,22.6,172,7.0,18.0,7.0,29.0,25.0,31.0,30.0,39.0,15.0,13.0,10.0,7.0,105.0,123.0,25.9,27.0,35.6,36.0,20.9,19.5,28.0,26.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,41858,0.158773147621,SHORT,-3881,-0.0279729856351,LONG,-19708,-0.0426330932139,SHORT
13,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-09-12,12.09.2006,020601,CBT,0,20,764360,51538,71646,17784,230052,244287,99719,152553,106976,26053,26377,28503,76,604152,595044,160208,169316,-30231.0,-15892.0,335.0,2097.0,8771.0,3298.0,-13842.0,-193.0,-3912.0,-9897.0,-882.0,2294.0,-20.0,-29858.0,-19647.0,-373.0,-10584.0,100,6.7,9.4,2.3,30.1,32.0,13.0,20.0,14.0,3.4,3.5,3.7,0.0,79.0,77.8,21.0,22.2,170,5.0,19.0,6.0,29.0,26.0,32.0,34.0,35.0,15.0,12.0,10.0,7.0,103.0,122.0,24.0,27.2,33.2,36.2,19.2,20.1,26.4,26.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,45577,0.175614285879,SHORT,-20108,-0.163235485128,LONG,-14235,-0.0300101825909,SHORT
14,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-09-19,19.09.2006,020601,CBT,0,20,747208,48681,59568,20569,230401,259564,88854,142860,112253,17843,30035,19583,15,579258,578249,167950,168959,-17152.0,-2857.0,-12078.0,2785.0,349.0,15277.0,-10865.0,-9693.0,5277.0,-8210.0,3658.0,-8920.0,-61.0,-24894.0,-16795.0,7742.0,-357.0,100,6.5,8.0,2.8,30.8,34.7,11.9,19.1,15.0,2.4,4.0,2.6,0.0,77.5,77.4,22.5,22.6,175,9.0,19.0,9.0,29.0,24.0,29.0,35.0,35.0,17.0,14.0,9.0,7.0,114.0,118.0,24.2,28.5,33.0,38.5,19.5,21.6,26.8,29.1,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,30607,0.119974285905,SHORT,-10887,-0.100573677355,LONG,-29163,-0.0595205780005,SHORT
15,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-09-26,26.09.2006,020601,CBT,0,20,766827,56339,76072,15967,242183,266831,88964,167767,116887,7708,24766,20000,393,604087,592822,162740,174005,19619.0,7658.0,16504.0,-4602.0,11782.0,7267.0,110.0,24907.0,4634.0,-10135.0,-5269.0,417.0,378.0,24829.0,14573.0,-5210.0,5046.0,100,7.3,9.9,2.1,31.6,34.8,11.6,21.9,15.2,1.0,3.2,2.6,0.1,78.8,77.3,21.2,22.7,172,8.0,19.0,9.0,30.0,22.0,29.0,33.0,38.0,21.0,14.0,8.0,7.0,114.0,124.0,25.8,28.5,34.6,39.1,21.6,22.0,28.4,29.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,50880,0.178743316447,SHORT,-19733,-0.149028403985,LONG,-24648,-0.048423029622,SHORT
16,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-10-03,03.10.2006,020601,CBT,0,20,773507,49436,97027,16011,243819,259823,95650,165544,112334,4114,29482,24782,500,604556,610241,168951,163266,6680.0,-6903.0,20955.0,44.0,1636.0,-7008.0,6686.0,-2223.0,-4553.0,-3594.0,4716.0,4782.0,107.0,469.0,17419.0,6211.0,-10739.0,100,6.4,12.5,2.1,31.5,33.6,12.4,21.4,14.5,0.5,3.8,3.2,0.1,78.2,78.9,21.8,21.1,173,8.0,23.0,9.0,33.0,21.0,29.0,32.0,33.0,16.0,14.0,9.0,7.0,108.0,126.0,25.0,27.7,34.1,37.9,21.0,20.9,28.0,28.8,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,53210,0.191486911522,SHORT,-47591,-0.324935307893,LONG,-16004,-0.0317765396849,SHORT
17,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-10-10,10.10.2006,020601,CBT,0,20,733744,37042,80784,24584,243867,242201,97103,137346,96467,6639,30312,24864,531,577424,573173,156320,160571,-39763.0,-12394.0,-16243.0,8573.0,48.0,-17622.0,1453.0,-28198.0,-15867.0,2525.0,830.0,82.0,31.0,-27132.0,-37068.0,-12631.0,-2695.0,100,5.0,11.0,3.4,33.2,33.0,13.2,18.7,13.1,0.9,4.1,3.4,0.1,78.7,78.1,21.3,21.9,168,7.0,21.0,7.0,33.0,21.0,29.0,33.0,29.0,16.0,15.0,9.0,4.0,106.0,118.0,24.4,27.6,34.2,37.8,19.7,20.3,26.7,28.3,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,40879,0.174836300804,SHORT,-43742,-0.3712423404,LONG,1666,0.00342750397064,LONG
18,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-10-17,17.10.2006,020601,CBT,0,20,723720,65498,63239,16764,255951,264874,88996,125074,93732,5999,28532,31472,954,587768,566030,135952,157690,-10024.0,28456.0,-17545.0,-7820.0,12084.0,22673.0,-8107.0,-12272.0,-2735.0,-640.0,-1780.0,6608.0,423.0,10344.0,-7143.0,-20368.0,-2881.0,100,9.1,8.7,2.3,35.4,36.6,12.3,17.3,13.0,0.8,3.9,4.3,0.1,81.2,78.2,18.8,21.8,175,11.0,18.0,7.0,35.0,20.0,30.0,36.0,31.0,20.0,13.0,11.0,4.0,114.0,122.0,24.0,29.2,32.3,39.6,19.4,23.0,26.7,31.0,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,31342,0.143241044578,SHORT,2259,0.0175474028446,SHORT,-8923,-0.0171324341189,SHORT
19,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-10-24,24.10.2006,020601,CBT,0,20,721095,86782,49296,16960,251097,263522,90744,107475,98889,7233,26138,27814,970,587399,555428,133696,165667,-2625.0,21284.0,-13943.0,196.0,-4854.0,-1352.0,1748.0,-17599.0,5157.0,1234.0,-2394.0,-3658.0,16.0,-369.0,-10602.0,-2256.0,7977.0,100,12.0,6.8,2.4,34.8,36.5,12.6,14.9,13.7,1.0,3.6,3.9,0.1,81.5,77.0,18.5,23.0,172,16.0,14.0,9.0,33.0,21.0,30.0,32.0,33.0,17.0,12.0,11.0,5.0,114.0,119.0,26.4,28.6,34.6,39.1,22.1,22.3,28.9,30.2,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,8586,0.0416060940862,SHORT,37486,0.275474360293,SHORT,-12425,-0.0241440755199,SHORT
20,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-10-31,31.10.2006,020601,CBT,0,20,763166,94866,63774,14097,258798,274047,88382,123081,99710,8538,26144,37542,684,614590,586774,148576,176392,42071.0,8084.0,14478.0,-2863.0,7701.0,10525.0,-2362.0,15606.0,821.0,1305.0,6.0,9728.0,-286.0,27191.0,31346.0,14880.0,10725.0,100,12.4,8.4,1.8,33.9,35.9,11.6,16.1,13.1,1.1,3.4,4.9,0.1,80.5,76.9,19.5,23.1,173,14.0,18.0,8.0,33.0,21.0,31.0,34.0,30.0,16.0,10.0,13.0,4.0,117.0,115.0,24.7,27.5,33.5,38.8,22.1,21.9,29.2,30.4,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,23371,0.104901005875,SHORT,31092,0.195990922844,SHORT,-15249,-0.0286180784281,SHORT
21,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-11-07,07.11.2006,020601,CBT,0,20,772984,79627,69024,19536,262581,276863,86485,130493,120689,8547,27644,33738,936,615849,615818,157135,157166,9818.0,-15239.0,5250.0,5439.0,3783.0,2816.0,-1897.0,7412.0,20979.0,9.0,1500.0,-3804.0,252.0,1259.0,29044.0,8559.0,-19226.0,100,10.3,8.9,2.5,34.0,35.8,11.2,16.9,15.6,1.1,3.6,4.4,0.1,79.7,79.7,20.3,20.3,173,12.0,18.0,10.0,35.0,20.0,31.0,35.0,32.0,19.0,10.0,11.0,4.0,114.0,122.0,23.8,27.5,33.6,39.7,21.2,22.9,28.7,31.6,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,9804,0.0390314592606,SHORT,10603,0.0713281444457,SHORT,-14282,-0.0264754080127,SHORT
22,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-11-14,14.11.2006,020601,CBT,0,20,806422,84174,70817,20712,259731,279796,88935,138550,127753,13363,31073,45653,584,637122,647613,169300,158809,33438.0,4547.0,1793.0,1176.0,-2850.0,2933.0,2450.0,8057.0,7064.0,4816.0,3429.0,11915.0,-352.0,21273.0,31795.0,12165.0,1643.0,100,10.4,8.8,2.6,32.2,34.7,11.0,17.2,15.8,1.7,3.9,5.7,0.1,79.0,80.3,21.0,19.7,179,12.0,20.0,9.0,35.0,21.0,31.0,38.0,30.0,23.0,12.0,11.0,4.0,123.0,122.0,22.9,27.8,33.0,40.4,20.7,23.5,28.7,32.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,10797,0.0405440419372,SHORT,13357,0.0861791975018,SHORT,-20065,-0.0371899830778,SHORT
23,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-11-21,21.11.2006,020601,CBT,0,20,780202,87502,64615,26556,254753,260043,95677,139893,127850,27084,30689,51232,359,662513,653416,117689,126786,-26220.0,3328.0,-6202.0,5844.0,-4978.0,-19753.0,6742.0,1343.0,97.0,13721.0,-384.0,5579.0,-225.0,25391.0,5803.0,-51611.0,-32023.0,100,11.2,8.3,3.4,32.7,33.3,12.3,17.9,16.4,3.5,3.9,6.6,0.0,84.9,83.7,15.1,16.3,172,14.0,18.0,12.0,33.0,23.0,34.0,34.0,34.0,24.0,13.0,13.0,4.0,115.0,125.0,24.2,27.9,34.8,39.9,21.9,23.4,30.5,32.9,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,12043,0.0449797006831,SHORT,22887,0.150456556466,SHORT,-5290,-0.0102759151198,SHORT
24,U.S. TREASURY BONDS - CHICAGO BOARD OF TRADE,2006-11-28,28.11.2006,020601,CBT,0,20,899947,84850,75690,54386,257693,319380,98074,133352,90044,52047,30173,42064,115,710690,731800,189257,168147,119745.0,-2652.0,11075.0,27830.0,2940.0,59337.0,2397.0,-6541.0,-37806.0,24963.0,-516.0,-9168.0,-244.0,48177.0,78384.0,71568.0,41361.0,100,9.4,8.4,6.0,28.6,35.5,10.9,14.8,10.0,5.8,3.4,4.7,0.0,79.0,81.3,21.0,18.7,177,12.0,20.0,13.0,32.0,22.0,33.0,29.0,34.0,28.0,12.0,13.0,4.0,120.0,135.0,22.5,29.0,33.6,39.4,19.1,24.2,25.8,30.7,"(CONTRACTS OF $100,000 FACE VALUE)",F30,FutOnly,43308,0.193862020806,SHORT,9160,0.0570574311698,SHORT,-61687,-0.106896354534,SHORT
