,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Open_Interest_Old,NonComm_Positions_Long_Old,NonComm_Positions_Short_Old,NonComm_Positions_Spread_Old,Comm_Positions_Long_Old,Comm_Positions_Short_Old,Tot_Rept_Positions_Long_Old,Tot_Rept_Positions_Short_Old,NonRept_Positions_Long_Old,NonRept_Positions_Short_Old,Open_Interest_Other,NonComm_Positions_Long_Other,NonComm_Positions_Short_Other,NonComm_Positions_Spread_Other,Comm_Positions_Long_Other,Comm_Positions_Short_Other,Tot_Rept_Positions_Long_Other,Tot_Rept_Positions_Short_Other,NonRept_Positions_Long_Other,NonRept_Positions_Short_Other,Change_in_Open_Interest_All,Change_in_NonComm_Long_All,Change_in_NonComm_Short_All,Change_in_NonComm_Spead_All,Change_in_Comm_Long_All,Change_in_Comm_Short_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Pct_of_Open_Interest_Old,Pct_of_OI_NonComm_Long_Old,Pct_of_OI_NonComm_Short_Old,Pct_of_OI_NonComm_Spread_Old,Pct_of_OI_Comm_Long_Old,Pct_of_OI_Comm_Short_Old,Pct_of_OI_Tot_Rept_Long_Old,Pct_of_OI_Tot_Rept_Short_Old,Pct_of_OI_NonRept_Long_Old,Pct_of_OI_NonRept_Short_Old,Pct_of_Open_Interest_Other,Pct_of_OI_NonComm_Long_Other,Pct_of_OI_NonComm_Short_Other,Pct_of_OI_NonComm_Spread_Other,Pct_of_OI_Comm_Long_Other,Pct_of_OI_Comm_Short_Other,Pct_of_OI_Tot_Rept_Long_Other,Pct_of_OI_Tot_Rept_Short_Other,Pct_of_OI_NonRept_Long_Other,Pct_of_OI_NonRept_Short_Other,Traders_Tot_All,Traders_NonComm_Long_All,Traders_NonComm_Short_All,Traders_NonComm_Spread_All,Traders_Comm_Long_All,Traders_Comm_Short_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Traders_Tot_Old,Traders_NonComm_Long_Old,Traders_NonComm_Short_Old,Traders_NonComm_Spead_Old,Traders_Comm_Long_Old,Traders_Comm_Short_Old,Traders_Tot_Rept_Long_Old,Traders_Tot_Rept_Short_Old,Traders_Tot_Other,Traders_NonComm_Long_Other,Traders_NonComm_Short_Other,Traders_NonComm_Spread_Other,Traders_Comm_Long_Other,Traders_Comm_Short_Other,Traders_Tot_Rept_Long_Other,Traders_Tot_Rept_Short_Other,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Conc_Gross_LE_4_TDR_Long_Old,Conc_Gross_LE_4_TDR_Short_Old,Conc_Gross_LE_8_TDR_Long_Old,Conc_Gross_LE_8_TDR_Short_Old,Conc_Net_LE_4_TDR_Long_Old,Conc_Net_LE_4_TDR_Short_Old,Conc_Net_LE_8_TDR_Long_Old,Conc_Net_LE_8_TDR_Short_Old,Conc_Gross_LE_4_TDR_Long_Other,Conc_Gross_LE_4_TDR_Short_Other,Conc_Gross_LE_8_TDR_Long_Other,Conc_Gross_LE_8_TDR_Short_Other,Conc_Net_LE_4_TDR_Long_Other,Conc_Net_LE_4_TDR_Short_Other,Conc_Net_LE_8_TDR_Long_Other,Conc_Net_LE_8_TDR_Short_Other,Contract_Units,NonComm_Pos,NonComm_Diff,NonComm_Signal1,Comm_Pos,Comm_Diff,Comm_Signal1
10,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-07-19,19.07.2011,0643BC,IFED,1,64,44330,100,1375,0,43940,42930,44040,44305,290,25,44330,100,1375,0,43940,42930,44040,44305,290,25,0,0,0,0,0,0,0,0,0,0,200.0,0.0,0.0,0.0,200.0,200.0,200.0,200.0,0.0,0.0,100,0.2,3.1,0.0,99.1,96.8,99.3,99.9,0.7,0.1,100,0.2,3.1,0.0,99.1,96.8,99.3,99.9,0.7,0.1,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1,1,0,27,12,28,13,31,1,1,0,27,12,28,13,0,0,0,0,0,0,0,0,47.3,90.3,67.6,97.3,47.3,79.9,65.7,85.4,47.3,90.3,67.6,97.3,47.3,79.9,65.7,85.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-1275,-0.864406779661,LONG,1010,0.0116265684356,SHORT
11,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-07-26,26.07.2011,0643BE,IFED,1,64,699580,1150,0,0,698430,699580,699580,699580,0,0,699580,1150,0,0,698430,699580,699580,699580,0,0,0,0,0,0,0,0,0,0,0,0,47775.0,-1050.0,0.0,0.0,48825.0,47775.0,47775.0,47775.0,0.0,0.0,100,0.2,0.0,0.0,99.8,100.0,100.0,100.0,0.0,0.0,100,0.2,0.0,0.0,99.8,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1,0,0,25,12,26,12,30,1,0,0,25,12,26,12,0,0,0,0,0,0,0,0,66.4,90.3,77.5,98.0,65.8,86.2,77.0,91.7,66.4,90.3,77.5,98.0,65.8,86.2,77.0,91.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16 mwh,1150,1.0,SHORT,-1150,-0.000822597835495,LONG
12,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-08-02,02.08.2011,0643BG,IFED,1,64,34707,4502,1783,2140,27174,30530,33816,34453,891,254,34707,4502,1783,2140,27174,30530,33816,34453,891,254,0,0,0,0,0,0,0,0,0,0,-131.0,-21.0,-21.0,-216.0,106.0,106.0,-131.0,-131.0,0.0,0.0,100,13.0,5.1,6.2,78.3,88.0,97.4,99.3,2.6,0.7,100,13.0,5.1,6.2,78.3,88.0,97.4,99.3,2.6,0.7,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,6,4,4,30,32,36,40,47,6,4,4,30,32,36,40,0,0,0,0,0,0,0,0,42.2,35.6,64.7,56.2,34.6,30.1,51.1,45.1,42.2,35.6,64.7,56.2,34.6,30.1,51.1,45.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,2719,0.43261734288,SHORT,-3356,-0.0581588798004,LONG
13,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-08-23,23.08.2011,0643BX,IFED,1,64,57459,0,4296,0,57459,53163,57459,57459,0,0,57459,0,4296,0,57459,53163,57459,57459,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,392.0,0.0,0.0,-392.0,0.0,0.0,0.0,0.0,100,0.0,7.5,0.0,100.0,92.5,100.0,100.0,0.0,0.0,100,0.0,7.5,0.0,100.0,92.5,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,2,0,11,13,11,15,20,0,2,0,11,13,11,15,0,0,0,0,0,0,0,0,74.8,70.3,97.3,91.2,70.2,65.4,80.2,77.5,74.8,70.3,97.3,91.2,70.2,65.4,80.2,77.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50MWh,-4296,-1.0,LONG,4296,0.0388349514563,SHORT
14,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-08-30,30.08.2011,0643BZ,IFED,1,64,198223,38431,0,5459,154333,192764,198223,198223,0,0,198223,38431,0,5459,154333,192764,198223,198223,0,0,0,0,0,0,0,0,0,0,0,0,-431.0,734.0,-465.0,34.0,-1199.0,0.0,-431.0,-431.0,0.0,0.0,100,19.4,0.0,2.8,77.9,97.2,100.0,100.0,0.0,0.0,100,19.4,0.0,2.8,77.9,97.2,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,4,0,2,19,21,23,23,31,4,0,2,19,21,23,23,0,0,0,0,0,0,0,0,62.7,64.4,82.5,80.1,53.1,63.4,68.5,69.9,62.7,64.4,82.5,80.1,53.1,63.4,68.5,69.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50 Mwh,38431,1.0,SHORT,-38431,-0.110721210497,LONG
15,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-09-06,06.09.2011,0643C3,IFED,1,64,15671,808,367,337,14185,14522,15330,15226,341,445,15671,808,367,337,14185,14522,15330,15226,341,445,0,0,0,0,0,0,0,0,0,0,-1203.0,-88.0,47.0,0.0,-1328.0,-1588.0,-1416.0,-1541.0,213.0,338.0,100,5.2,2.3,2.2,90.5,92.7,97.8,97.2,2.2,2.8,100,5.2,2.3,2.2,90.5,92.7,97.8,97.2,2.2,2.8,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,2,2,3,21,22,24,26,30,2,2,3,21,22,24,26,0,0,0,0,0,0,0,0,45.7,50.5,69.6,70.2,40.3,43.7,57.2,60.5,45.7,50.5,69.6,70.2,40.3,43.7,57.2,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800MWh,441,0.375319148936,SHORT,-337,-0.0117392970356,LONG
16,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-09-13,13.09.2011,0643CB,IFED,1,64,19934,0,3234,1568,18366,15132,19934,19934,0,0,19934,0,3234,1568,18366,15132,19934,19934,0,0,0,0,0,0,0,0,0,0,0,0,-588.0,0.0,-287.0,182.0,-770.0,-483.0,-588.0,-588.0,0.0,0.0,100,0.0,16.2,7.9,92.1,75.9,100.0,100.0,0.0,0.0,100,0.0,16.2,7.9,92.1,75.9,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0,1,1,17,16,18,17,24,0,1,1,17,16,18,17,0,0,0,0,0,0,0,0,63.7,73.0,87.1,92.4,60.7,54.1,71.8,72.0,63.7,73.0,87.1,92.4,60.7,54.1,71.8,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400MWh,-3234,-1.0,LONG,3234,0.0965430771986,SHORT
17,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-09-27,27.09.2011,0643CU,IFED,1,64,23770,0,875,75,23340,22820,23415,23770,355,0,23770,0,875,75,23340,22820,23415,23770,355,0,0,0,0,0,0,0,0,0,0,0,-1110.0,0.0,0.0,0.0,-1100.0,-1110.0,-1100.0,-1110.0,-10.0,0.0,100,0.0,3.7,0.3,98.2,96.0,98.5,100.0,1.5,0.0,100,0.0,3.7,0.3,98.2,96.0,98.5,100.0,1.5,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,0,2,1,19,13,20,15,29,0,2,1,19,13,20,15,0,0,0,0,0,0,0,0,51.3,74.0,78.4,92.5,51.1,71.8,73.1,83.7,51.3,74.0,78.4,92.5,51.1,71.8,73.1,83.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1 MW,-875,-1.0,LONG,520,0.0112651646447,SHORT
18,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2011-10-04,04.10.2011,0643CV,IFED,1,64,834915,0,0,0,834915,834915,834915,834915,0,0,834915,0,0,0,834915,834915,834915,834915,0,0,0,0,0,0,0,0,0,0,0,0,-19123.0,0.0,0.0,0.0,-19123.0,-19123.0,-19123.0,-19123.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,0,15,9,15,9,22,0,0,0,15,9,15,9,0,0,0,0,0,0,0,0,66.7,93.7,91.0,99.3,66.7,93.7,90.0,98.6,66.7,93.7,91.0,99.3,66.7,93.7,90.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5 Mwh,0,-1.0,LONG,0,0.0,LONG
19,BRAZILIAN REAL - CHICAGO MERCANTILE EXCHANGE,2012-04-17,17.04.2012,064A35,NYME,1,64,851990,0,0,0,851990,851990,851990,851990,0,0,851990,0,0,0,851990,851990,851990,851990,0,0,0,0,0,0,0,0,0,0,0,0,53826.0,0.0,0.0,0.0,53826.0,53826.0,53826.0,53826.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0,0,0,13,9,13,9,20,0,0,0,13,9,13,9,0,0,0,0,0,0,0,0,73.7,83.7,92.0,99.5,73.2,82.4,91.4,98.1,73.7,83.7,92.0,99.5,73.2,82.4,91.4,98.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(Contracts of 5 Megawatt Hours),0,-1.0,LONG,0,0.0,LONG
