,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_NZDUSD,PUT_NZDUSD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
10,10,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-12,12.09.2006,112741,CME,0,112,19320,3952,13847,2290,1625,0,0,9420,1684,0,289,416,65,17641,18302,1679,1018,468.0,773.0,-304.0,1816.0,194.0,0.0,0.0,-1798.0,-1480.0,0.0,-145.0,124.0,65.0,905.0,221.0,-437.0,247.0,100,20.5,71.7,11.9,8.4,0.0,0.0,48.8,8.7,0.0,1.5,2.2,0.3,91.3,94.7,8.7,5.3,26,6.0,8.0,4.0,,0.0,0.0,5.0,,0.0,,,,17.0,14.0,57.8,71.9,78.8,88.5,56.7,65.2,71.8,79.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.696685878963,SHORT,-0.555930108433,LONG,1.0,LONG,2006-09-18,1029.72,1140.63,0.07719164575,1029.72,-17506.74,0.017970645763,-0.565920531481,-0.569280592616,1029.72,-19534.69,0.108968209377,0.209454559693,1029.72,-20278.98
11,11,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-19,19.09.2006,112741,CME,0,112,17608,534,14336,208,1912,0,0,13039,1585,0,225,557,0,15918,16686,1690,922,-1712.0,-3418.0,489.0,-2082.0,287.0,0.0,0.0,3619.0,-99.0,0.0,-64.0,141.0,-65.0,-1723.0,-1616.0,11.0,-96.0,100,3.0,81.4,1.2,10.9,0.0,0.0,74.1,9.0,0.0,1.3,3.2,0.0,90.4,94.8,9.6,5.2,23,,8.0,,,0.0,0.0,5.0,,0.0,,,0.0,14.0,11.0,77.8,72.5,85.3,90.5,77.8,71.6,85.3,89.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.783233041575,SHORT,-0.928177538668,LONG,1.0,LONG,2006-09-25,1049.27,428.46,-0.372247430235,1049.27,-16457.47,-0.0809839603831,-0.853010045648,-0.838156048787,1049.27,-18485.42,0.279006828587,0.542005922388,1049.27,-19229.71
12,12,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-26,26.09.2006,112741,CME,0,112,17727,541,13608,252,1588,0,0,12830,2335,0,202,555,0,15413,16750,2314,977,119.0,7.0,-728.0,44.0,-324.0,0.0,0.0,-209.0,750.0,0.0,-23.0,-2.0,0.0,-505.0,64.0,624.0,55.0,100,3.1,76.8,1.4,9.0,0.0,0.0,72.4,13.2,0.0,1.1,3.1,0.0,86.9,94.5,13.1,5.5,24,,9.0,,,0.0,0.0,5.0,,0.0,,,0.0,14.0,12.0,74.3,72.6,81.7,90.1,74.3,71.5,81.7,88.7,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.692054071876,SHORT,-0.923528164535,LONG,1.0,LONG,2006-10-02,1082.4,1225.36,0.004649374133,1082.4,-15375.07,0.00199875479852,-0.925374070885,-0.925514244275,1082.4,-17403.02,0.163836550377,0.550353145497,1082.4,-18147.31
13,13,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-03,03.10.2006,112741,CME,0,112,13426,677,10996,465,1628,0,0,8421,0,0,243,728,0,11434,12189,1992,1237,-4301.0,136.0,-2612.0,213.0,40.0,0.0,0.0,-4409.0,-2335.0,0.0,41.0,173.0,0.0,-3979.0,-4561.0,-322.0,260.0,100,5.0,81.9,3.5,12.1,0.0,0.0,62.7,0.0,0.0,1.8,5.4,0.0,85.2,90.8,14.8,9.2,23,,6.0,,,0.0,0.0,7.0,0.0,0.0,,,0.0,16.0,9.0,60.7,79.9,72.2,89.7,60.7,76.4,71.7,86.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,1.0,SHORT,-0.884005825409,LONG,1.0,LONG,2006-10-09,912.07,1031.77,0.039522339126,912.07,-14463.0,0.00967686001993,-0.892560226038,-0.894108622963,912.07,-16490.95,0.119120682405,0.551184693249,912.07,-17235.24
14,14,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-10,10.10.2006,112741,CME,0,112,15750,1016,12405,189,1201,0,0,11479,1235,0,163,1110,0,14048,14939,1702,811,2324.0,339.0,1409.0,-276.0,-427.0,0.0,0.0,3058.0,1235.0,0.0,-80.0,382.0,0.0,2614.0,2750.0,-290.0,-426.0,100,6.5,78.8,1.2,7.6,0.0,0.0,72.9,7.8,0.0,1.0,7.0,0.0,89.2,94.9,10.8,5.1,30,4.0,7.0,,,0.0,0.0,8.0,4.0,0.0,,4.0,0.0,17.0,15.0,71.0,71.3,81.1,85.3,71.0,70.1,81.1,84.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.80572597137,SHORT,-0.848595484688,LONG,1.0,LONG,2006-10-16,965.76,1087.52,0.035410340721,965.76,-13497.24,0.00877150664863,-0.856038945624,-0.857437289613,965.76,-15525.19,0.103720660367,0.559363904243,965.76,-16269.48
15,15,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-17,17.10.2006,112741,CME,0,112,19759,1029,15645,239,1261,0,0,14898,1746,0,151,876,0,17578,18506,2181,1253,4009.0,13.0,3240.0,50.0,60.0,0.0,0.0,3419.0,511.0,0.0,-12.0,-234.0,0.0,3530.0,3567.0,479.0,442.0,100,5.2,79.2,1.2,6.4,0.0,0.0,75.4,8.8,0.0,0.8,4.4,0.0,89.0,93.7,11.0,6.3,31,4.0,9.0,,,0.0,0.0,7.0,4.0,0.0,,4.0,0.0,16.0,17.0,73.1,69.9,82.8,85.4,73.1,68.7,82.8,84.1,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.790194664744,SHORT,-0.876574307305,LONG,1.0,LONG,2006-10-23,931.99,1032.79,-0.027978822617,931.99,-12565.25,-0.00518511178357,-0.872029171535,-0.870857487193,931.99,-14593.2,0.099192052401,0.167580639872,931.99,-15337.49
16,16,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-24,24.10.2006,112741,CME,0,112,21403,1296,16088,314,1407,0,0,15887,2731,0,370,892,0,19274,20025,2129,1378,1644.0,267.0,443.0,75.0,146.0,0.0,0.0,989.0,985.0,0.0,219.0,16.0,0.0,1696.0,1519.0,-52.0,125.0,100,6.1,75.2,1.5,6.6,0.0,0.0,74.2,12.8,0.0,1.7,4.2,0.0,90.1,93.6,9.9,6.4,35,5.0,10.0,,,0.0,0.0,9.0,,0.0,,4.0,0.0,20.0,17.0,70.4,66.2,79.4,84.7,70.4,65.1,79.4,83.2,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.706627994414,SHORT,-0.850897376898,LONG,1.0,LONG,2006-10-30,723.3,825.74,0.025676930407,723.3,-11841.95,0.00662846694526,-0.856537522035,-0.857539361298,723.3,-13869.9,0.0967901270905,0.107718747418,723.3,-14614.19
17,17,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-31,31.10.2006,112741,CME,0,112,18440,1296,14691,339,2057,0,0,12559,1645,0,118,645,0,16369,17320,2071,1120,-2963.0,0.0,-1397.0,25.0,650.0,0.0,0.0,-3328.0,-1086.0,0.0,-252.0,-247.0,0.0,-2905.0,-2705.0,-58.0,-258.0,100,7.0,79.7,1.8,11.2,0.0,0.0,68.1,8.9,0.0,0.6,3.5,0.0,88.8,93.9,11.2,6.1,35,5.0,10.0,,5.0,0.0,0.0,8.0,4.0,0.0,,,0.0,21.0,16.0,67.3,69.7,76.4,84.1,67.3,67.8,76.4,82.3,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.768375105604,SHORT,-0.837868267968,LONG,1.0,LONG,2006-11-06,732.3,-1687.45,0.01302910893,732.3,-11109.65,0.00384375092981,-0.841088824902,-0.841579252502,732.3,-13137.6,0.0951288106704,0.129537924029,732.3,-13881.89
18,18,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-07,07.11.2006,112741,CME,0,112,18916,889,15003,339,2100,0,0,13405,1676,0,0,911,0,16733,17929,2183,987,476.0,-407.0,312.0,0.0,43.0,0.0,0.0,846.0,31.0,0.0,-118.0,266.0,0.0,364.0,609.0,112.0,-133.0,100,4.7,79.3,1.8,11.1,0.0,0.0,70.9,8.9,0.0,0.0,4.8,0.0,88.5,94.8,11.5,5.2,31,4.0,10.0,,5.0,0.0,0.0,8.0,,0.0,0.0,,0.0,19.0,14.0,66.9,68.5,76.6,88.2,66.9,66.9,76.6,86.4,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.777733572044,SHORT,-0.888119808709,LONG,1.0,LONG,2006-11-13,-3604.53,821.93,-0.050251540741,-3604.53,-14714.18,-0.0100889756609,-0.879159589575,-0.877095023495,-3604.53,-16742.13,0.101526583802,0.167034756861,-3604.53,-17486.42
19,19,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-14,14.11.2006,112741,CME,0,112,15514,878,12840,552,2135,0,0,9757,379,0,370,674,0,13692,14445,1822,1069,-3402.0,-11.0,-2163.0,213.0,35.0,0.0,0.0,-3648.0,-1297.0,0.0,370.0,-237.0,0.0,-3041.0,-3484.0,-361.0,82.0,100,5.7,82.8,3.6,13.8,0.0,0.0,62.9,2.4,0.0,2.4,4.3,0.0,88.3,93.1,11.7,6.9,30,4.0,9.0,,5.0,0.0,0.0,8.0,,0.0,,,0.0,20.0,12.0,60.4,71.6,71.4,87.4,60.4,68.0,70.5,83.8,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.925217048145,SHORT,-0.871993001895,LONG,1.0,LONG,2006-11-20,847.03,950.6,0.016126806814,847.03,-13867.15,0.00452578213371,-0.875939452244,-0.876548470067,847.03,-15895.1,0.0965812204218,0.174386649383,847.03,-16639.39
20,20,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-21,21.11.2006,112741,CME,0,112,17654,874,14089,369,1944,0,0,12162,1263,0,150,831,0,15499,16552,2155,1102,2140.0,-4.0,1249.0,-183.0,-191.0,0.0,0.0,2405.0,884.0,0.0,-220.0,157.0,0.0,1807.0,2107.0,333.0,33.0,100,5.0,79.8,2.1,11.0,0.0,0.0,68.9,7.2,0.0,0.8,4.7,0.0,87.8,93.8,12.2,6.2,33,4.0,10.0,,5.0,0.0,0.0,9.0,,0.0,,,0.0,21.0,14.0,63.4,67.2,73.6,87.0,63.4,65.1,73.6,84.9,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.811843575419,SHORT,-0.883178506984,LONG,1.0,LONG,2006-11-27,-15329.27,678.07,-0.011185505089,-15329.27,-29196.42,-0.00148766710049,-0.881864631375,-0.881371049901,-15329.27,-31224.37,0.095366924531,0.182696544715,-15329.27,-31968.66
21,21,NEW ZEALAND DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-11-28,28.11.2006,112741,CME,0,112,18078,936,14387,483,2035,0,0,12284,1027,0,203,1389,0,15941,17286,2137,792,424.0,62.0,298.0,114.0,91.0,0.0,0.0,122.0,-236.0,0.0,53.0,558.0,0.0,442.0,734.0,-18.0,-310.0,100,5.2,79.6,2.7,11.3,0.0,0.0,67.9,5.7,0.0,1.1,7.7,0.0,88.2,95.6,11.8,4.4,37,4.0,11.0,,6.0,0.0,0.0,10.0,,0.0,,,0.0,25.0,15.0,60.5,64.0,70.9,84.3,60.5,63.4,70.9,81.6,"(CONTRACTS OF NZD 100,000)",F15,FutOnly,0.845691533318,SHORT,-0.877830712002,LONG,1.0,LONG,2006-12-04,912.68,1022.53,0.005347794982,912.68,-28283.74,0.00215252861065,-0.879720267725,-0.879893179688,912.68,-30311.69,0.0945229067602,0.190685595281,912.68,-31055.98
