,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDJPY,PUT_USDJPY,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
125,125,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-11-04,04.11.2008,97741,CME,0,97,129500,57108,65265,369,7531,22060,3312,29777,10995,107,3156,10081,0,101360,112189,28140,17311,-13520.0,-116.0,-4455.0,35.0,-2893.0,8912.0,-177.0,-2387.0,-3767.0,28.0,550.0,-5787.0,0.0,-4960.0,-5211.0,-8560.0,-8309.0,100,44.1,50.4,0.3,5.8,17.0,2.6,23.0,8.5,0.1,2.4,7.8,0.0,78.3,86.6,21.7,13.4,89,12.0,14.0,,5.0,5.0,4.0,26.0,17.0,5.0,6.0,4.0,0.0,56.0,45.0,36.6,47.2,48.5,63.3,36.6,44.9,48.5,60.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.460659275974,SHORT,-0.066656860582,LONG,-0.490993883275,SHORT,2008-11-10,2960.55,4331.51,-0.375433048386,2960.55,-63980.63,-0.035014186162,-0.473802132042,-0.122725660832,2960.55,-30876.11,0.261436661009,0.592448756434,2960.55,-65844.3
126,126,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-11-11,11.11.2008,97741,CME,0,97,130102,61568,65876,621,8327,24650,3208,31068,12508,48,3136,11758,0,107976,118669,22126,11433,602.0,4460.0,611.0,252.0,796.0,2590.0,-104.0,1291.0,1513.0,-59.0,-20.0,1677.0,0.0,6616.0,6480.0,-6014.0,-5878.0,100,47.3,50.6,0.5,6.4,18.9,2.5,23.9,9.6,0.0,2.4,9.0,0.0,83.0,91.2,17.0,8.8,87,12.0,13.0,5.0,5.0,5.0,4.0,24.0,17.0,,6.0,5.0,0.0,55.0,44.0,38.6,50.5,53.0,66.9,38.6,48.3,52.9,64.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.425922526161,SHORT,-0.033803082138,LONG,-0.494981350638,SHORT,2008-11-17,3775.84,5299.96,-0.003987467363,3775.84,-60204.79,-0.000765789869262,-0.494602298934,-0.491066051588,3775.84,-27100.27,0.224853863279,0.669372586044,3775.84,-62068.46
127,127,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-11-18,18.11.2008,97741,CME,0,97,129694,53724,68475,532,8231,22940,3215,37316,9617,477,3116,12574,0,106611,117830,23083,11864,-408.0,-7844.0,2599.0,-89.0,-96.0,-1710.0,7.0,6248.0,-2891.0,429.0,-20.0,816.0,0.0,-1365.0,-839.0,957.0,431.0,100,41.4,52.8,0.4,6.3,17.7,2.5,28.8,7.4,0.4,2.4,9.7,0.0,82.2,90.9,17.8,9.1,87,12.0,13.0,4.0,5.0,5.0,4.0,26.0,15.0,5.0,6.0,5.0,0.0,57.0,43.0,38.4,49.7,51.3,67.8,38.4,47.4,51.3,65.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.59018174845,SHORT,-0.120712935458,LONG,-0.471880914953,SHORT,2008-11-24,2775.36,148.73,0.023100435685,2775.36,-57429.43,0.00173179601067,-0.472698116439,-0.494535685954,2775.36,-24324.91,0.194052951196,0.562259858704,2775.36,-59293.1
128,128,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-11-25,25.11.2008,97741,CME,0,97,131206,52935,65613,939,8357,23250,3159,40695,12983,508,2659,15448,0,109252,121900,21954,9306,1512.0,-789.0,-2862.0,407.0,126.0,310.0,-56.0,3379.0,3366.0,31.0,-457.0,2874.0,0.0,2641.0,4070.0,-1129.0,-2558.0,100,40.3,50.0,0.7,6.4,17.7,2.4,31.0,9.9,0.4,2.0,11.8,0.0,83.3,92.9,16.7,7.1,89,12.0,14.0,5.0,5.0,5.0,4.0,26.0,19.0,7.0,4.0,4.0,0.0,58.0,47.0,36.5,44.7,50.7,64.7,36.5,42.5,50.7,61.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.516263646187,SHORT,-0.106944022674,LONG,-0.471193090138,SHORT,2008-12-01,2999.26,4334.83,0.000687824815,2999.26,-54430.17,-0.000334713912307,-0.471035375255,-0.471864004159,2999.26,-21325.65,0.167525047023,0.574930809329,2999.26,-56293.84
129,129,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-12-02,02.12.2008,97741,CME,0,97,138994,54885,66933,661,9194,23350,3053,40889,13490,346,2659,16403,0,111687,124236,27307,14758,7788.0,1950.0,1320.0,-278.0,837.0,100.0,-106.0,194.0,507.0,-162.0,0.0,955.0,0.0,2435.0,2336.0,5353.0,5452.0,100,39.5,48.2,0.5,6.6,16.8,2.2,29.4,9.7,0.2,1.9,11.8,0.0,80.4,89.4,19.6,10.6,87,11.0,14.0,4.0,6.0,5.0,4.0,25.0,18.0,6.0,4.0,4.0,0.0,55.0,46.0,36.7,42.5,50.4,62.0,36.7,40.4,50.4,59.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.503852590154,SHORT,-0.0989016401517,LONG,-0.434980334317,SHORT,2008-12-08,2031.24,3178.65,0.036212755821,2031.24,-52398.93,0.00294079124248,-0.436259520675,-0.470494418749,2031.24,-19294.41,0.146099794266,0.173567029428,2031.24,-54262.6
130,130,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-12-09,09.12.2008,97741,CME,0,97,166059,48901,102572,2856,9397,20072,3280,59328,6111,242,2549,15843,1043,127596,152019,38463,14040,27065.0,-5984.0,35639.0,2195.0,203.0,-3278.0,227.0,18439.0,-7379.0,-104.0,-110.0,-560.0,1043.0,15909.0,27783.0,11156.0,-718.0,100,29.4,61.8,1.7,5.7,12.1,2.0,35.7,3.7,0.1,1.5,9.5,0.6,76.8,91.5,23.2,8.5,75,10.0,15.0,5.0,6.0,4.0,5.0,22.0,12.0,4.0,,,,50.0,40.0,38.4,44.0,51.7,71.9,38.4,43.6,51.7,69.7,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.813230642278,SHORT,-0.35432717382,LONG,-0.362245071092,SHORT,2008-12-15,2750.74,3830.98,0.072735263225,2750.74,-49648.19,0.00630827593224,-0.364530212956,-0.43357133189,2750.74,-16543.67,0.131488850658,0.233226090133,2750.74,-51511.86
131,131,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-12-16,16.12.2008,97741,CME,0,97,110472,29703,46472,0,12317,7397,339,40162,9069,54,2549,29355,0,85124,92686,25348,17786,-55587.0,-19198.0,-56100.0,-2856.0,2920.0,-12675.0,-2941.0,-19166.0,2958.0,-188.0,0.0,13512.0,-1043.0,-42472.0,-59333.0,-13115.0,3746.0,100,26.9,42.1,0.0,11.1,6.7,0.3,36.4,8.2,0.0,2.3,26.6,0.0,77.1,83.9,22.9,16.1,69,10.0,9.0,0.0,7.0,4.0,,21.0,13.0,,,,0.0,42.0,31.0,34.2,54.5,48.9,68.3,34.2,54.5,48.9,68.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.631573601999,SHORT,-0.220137840499,LONG,0.249568834331,LONG,2008-12-22,1457.24,2520.4,0.611813905423,2520.4,-47127.79,0.0560129430872,0.263547919245,-0.349729211285,1457.24,-15086.43,0.303239208956,0.721972591182,2520.4,-48991.46
132,132,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-12-22,22.12.2008,97741,CME,0,97,105339,29029,43219,32,12700,7602,369,37059,6278,57,2609,30048,0,81855,87605,23484,17734,-5133.0,-674.0,-3253.0,32.0,383.0,205.0,30.0,-3103.0,-2791.0,3.0,60.0,693.0,0.0,-3269.0,-5081.0,-1864.0,-52.0,100,27.6,41.0,0.0,12.1,7.2,0.4,35.2,6.0,0.1,2.5,28.5,0.0,77.7,83.2,22.3,16.8,66,10.0,11.0,,7.0,4.0,,17.0,12.0,,,,0.0,40.0,33.0,33.8,58.0,49.3,70.0,33.8,58.0,49.3,70.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.710270669405,SHORT,-0.19640682095,LONG,0.251108265196,LONG,2008-12-29,-7060.27,2667.96,0.001539430865,2667.96,-44459.83,-0.000256193281087,0.251043932946,0.249598336303,2667.96,-12418.47,0.260506319347,0.721752642532,2667.96,-46323.5
133,133,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2008-12-30,30.12.2008,97741,CME,0,97,105926,28670,44440,0,13101,7719,367,38508,5566,57,2609,29738,0,83312,87887,22614,18039,587.0,-359.0,1221.0,-32.0,401.0,117.0,-2.0,1449.0,-712.0,0.0,0.0,-310.0,0.0,1457.0,282.0,-870.0,305.0,100,27.1,42.0,0.0,12.4,7.3,0.3,36.4,5.3,0.1,2.5,28.1,0.0,78.7,83.0,21.3,17.0,67,11.0,9.0,0.0,7.0,4.0,,18.0,13.0,,,,0.0,40.0,32.0,33.1,56.8,48.2,70.3,33.1,56.8,48.2,70.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.747424785588,SHORT,-0.215702366297,LONG,0.258501440922,LONG,2009-01-05,2301.55,-12851.18,0.007393175726,-12851.18,-57311.01,0.00028353954665,0.258574736303,0.251257594618,-12851.18,-25269.65,0.224105659127,0.72811074752,-12851.18,-59174.68
134,134,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-01-06,06.01.2009,97741,CME,0,97,110160,29210,44747,494,13995,7731,378,43325,7525,60,1909,29527,0,89371,90462,20789,19698,4234.0,540.0,307.0,494.0,894.0,12.0,11.0,4817.0,1959.0,3.0,-700.0,-211.0,0.0,6059.0,2575.0,-1825.0,1659.0,100,26.5,40.6,0.4,12.7,7.0,0.3,39.3,6.8,0.1,1.7,26.8,0.0,81.1,82.1,18.9,17.9,69,11.0,10.0,,7.0,4.0,,19.0,14.0,,,,0.0,42.0,34.0,33.2,54.9,48.1,68.6,33.2,54.9,48.1,68.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.704031465093,SHORT,-0.210081533864,LONG,0.288318144159,LONG,2009-01-12,2165.51,2836.85,0.029816703237,2836.85,-54474.16,0.00235105601666,0.288995996267,0.259111332029,2836.85,-22432.8,0.193627457557,0.735041337907,2836.85,-56337.83
135,135,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-01-13,13.01.2009,97741,CME,0,97,107714,28970,44908,354,14033,7635,471,41375,6784,58,2545,27688,10,87816,87908,19898,19806,-2446.0,-240.0,161.0,-140.0,38.0,-96.0,93.0,-1950.0,-741.0,-2.0,636.0,-1839.0,10.0,-1555.0,-2554.0,-891.0,108.0,100,26.9,41.7,0.3,13.0,7.1,0.4,38.4,6.3,0.1,2.4,25.7,0.0,81.5,81.6,18.5,18.4,66,11.0,10.0,4.0,7.0,4.0,,18.0,11.0,,,,,44.0,32.0,33.6,54.9,49.8,67.5,33.6,54.9,49.8,67.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.718266575303,SHORT,-0.215734048025,LONG,0.295274136976,LONG,2009-01-19,2019.96,2710.43,0.006955992817,2710.43,-51763.73,0.000243229971614,0.295345956496,0.288458700406,2710.43,-19722.37,0.16721333546,0.150391606078,0.0,-56337.83
136,136,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-01-20,20.01.2009,97741,CME,0,97,113171,27612,52510,379,17030,7697,465,43764,5320,68,2545,27519,10,91873,93968,21298,19203,5457.0,-1358.0,7602.0,25.0,2997.0,62.0,-6.0,2389.0,-1464.0,10.0,0.0,-169.0,0.0,4057.0,6060.0,1400.0,-603.0,100,24.4,46.4,0.3,15.0,6.8,0.4,38.7,4.7,0.1,2.2,24.3,0.0,81.2,83.0,18.8,17.0,67,9.0,11.0,,7.0,4.0,,19.0,12.0,,,,,44.0,33.0,32.8,53.9,50.4,68.9,32.8,53.7,50.4,68.6,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.783228750713,SHORT,-0.310751104566,LONG,0.37744166296,LONG,2009-01-26,2665.8,3491.95,0.082167525984,3491.95,-48271.78,0.00717795883981,0.380150923681,0.29697167271,3491.95,-16230.42,0.149843083215,0.252523099507,3491.95,-52845.88
137,137,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-01-27,27.01.2009,97741,CME,0,97,115063,26378,60384,407,15899,7492,585,46508,3457,74,2445,25557,10,92306,97966,22757,17097,1892.0,-1234.0,7874.0,28.0,-1131.0,-205.0,120.0,2744.0,-1863.0,6.0,-100.0,-1962.0,0.0,433.0,3998.0,1459.0,-2106.0,100,22.9,52.5,0.4,13.8,6.5,0.5,40.4,3.0,0.1,2.1,22.2,0.0,80.2,85.1,19.8,14.9,76,10.0,14.0,4.0,7.0,4.0,4.0,26.0,10.0,,,,,53.0,35.0,30.6,55.4,46.9,70.1,30.6,55.2,46.8,69.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.861623136195,SHORT,-0.391945782716,LONG,0.359411739558,LONG,2009-02-02,2627.17,3165.79,-0.018029923402,3165.79,-45105.99,-0.0020605464202,0.358671154985,0.3770662528,3165.79,-13064.63,0.130266275244,0.244962240969,3165.79,-49680.09
138,138,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-02-03,03.02.2009,97741,CME,0,97,117069,25798,61091,460,15326,7040,670,49287,4894,78,2336,25695,10,93965,99938,23104,17131,2006.0,-580.0,707.0,53.0,-573.0,-452.0,85.0,2779.0,1437.0,4.0,-109.0,138.0,0.0,1659.0,1972.0,347.0,34.0,100,22.0,52.2,0.4,13.1,6.0,0.6,42.1,4.2,0.1,2.0,21.9,0.0,80.3,85.4,19.7,14.6,78,10.0,13.0,4.0,7.0,4.0,4.0,26.0,13.0,4.0,,,,53.0,38.0,29.8,56.2,45.0,70.3,29.8,55.9,44.8,70.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.819346265296,SHORT,-0.406184902577,LONG,0.370473039435,LONG,2009-02-09,2059.78,2532.88,0.011061299877,2532.88,-42573.11,0.000621751591677,0.370703381637,0.3596375724,2532.88,-10531.75,0.113745867987,0.252524549119,2532.88,-47147.21
139,139,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-02-10,10.02.2009,97741,CME,0,97,106751,29343,45997,1477,13745,6885,562,37347,5142,78,2587,24783,10,85149,84934,21602,21817,-10318.0,3545.0,-15094.0,1017.0,-1581.0,-155.0,-108.0,-11940.0,248.0,0.0,251.0,-912.0,0.0,-8816.0,-15004.0,-1502.0,4686.0,100,27.5,43.1,1.4,12.9,6.4,0.5,35.0,4.8,0.1,2.4,23.2,0.0,79.8,79.6,20.2,20.4,68,11.0,11.0,6.0,7.0,4.0,4.0,18.0,12.0,4.0,,,,46.0,37.0,31.9,53.9,48.5,66.4,31.9,53.3,48.5,65.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.757960883994,SHORT,-0.221051234404,LONG,0.332525448376,LONG,2009-02-16,-7061.33,2421.13,-0.037947591059,2421.13,-40151.98,-0.00389701509823,0.331229591683,0.36968817048,2421.13,-8110.62,0.101031629833,0.2402107582,2421.13,-44726.08
140,140,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-02-17,17.02.2009,97741,CME,0,97,108685,32315,38083,2935,13630,6917,398,36468,12119,107,2370,21671,10,88233,82240,20452,26445,1934.0,2972.0,-7914.0,1458.0,-115.0,32.0,-164.0,-879.0,6977.0,29.0,-217.0,-3112.0,0.0,3084.0,-2694.0,-1150.0,4628.0,100,29.7,35.0,2.7,12.5,6.4,0.4,33.6,11.2,0.1,2.2,19.9,0.0,81.2,75.7,18.8,24.3,75,12.0,10.0,8.0,7.0,4.0,,19.0,17.0,5.0,,,,49.0,42.0,29.0,46.9,45.2,57.6,29.0,45.5,45.2,55.9,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.501142280857,SHORT,-0.0819341458564,LONG,0.326714362194,LONG,2009-02-23,-7682.9,2648.13,-0.005811086182,2648.13,-37503.85,-0.000933932992214,0.326409232872,0.332403124066,2648.13,-5462.49,0.089139185138,0.159300770557,2648.13,-42077.95
141,141,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-02-24,24.02.2009,97741,CME,0,97,108705,31817,37726,3220,19917,6728,387,32954,13144,216,2759,20322,10,91280,81753,17425,26952,20.0,-498.0,-357.0,285.0,6287.0,-189.0,-11.0,-3514.0,1025.0,109.0,389.0,-1349.0,0.0,3047.0,-487.0,-3027.0,507.0,100,29.3,34.7,3.0,18.3,6.2,0.4,30.3,12.1,0.2,2.5,18.7,0.0,84.0,75.2,16.0,24.8,77,13.0,11.0,11.0,7.0,4.0,,21.0,17.0,5.0,,,,53.0,43.0,31.3,46.9,47.9,57.5,31.3,45.2,47.9,55.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.429736648011,SHORT,-0.0849690119782,LONG,0.494989679114,LONG,2009-03-02,2809.31,2969.81,0.16827531692,2969.81,-34534.04,0.0151173553451,0.502472613985,0.33022952723,2969.81,-2492.68,0.111253290926,0.370905089294,2969.81,-39108.14
142,142,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-03,03.03.2009,97741,CME,0,97,110223,31932,34210,3594,18587,9910,866,37124,15162,202,2759,18008,58,95122,82010,15101,28213,1518.0,115.0,-3516.0,374.0,-1330.0,3182.0,479.0,4170.0,2018.0,-14.0,0.0,-2314.0,48.0,3842.0,257.0,-2324.0,1261.0,100,29.0,31.0,3.3,16.9,9.0,0.8,33.7,13.8,0.2,2.5,16.3,0.1,86.3,74.4,13.7,25.6,75,14.0,9.0,7.0,6.0,6.0,4.0,17.0,17.0,5.0,,,,49.0,43.0,30.5,43.6,46.0,53.3,30.2,42.4,45.6,52.0,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.420035956088,SHORT,-0.0344410510719,LONG,0.304488191739,LONG,2009-03-09,2294.17,2519.1,-0.190501487375,2519.1,-32014.94,-0.0179629417479,0.299018688088,0.491070259293,2519.1,26.42,0.130059950894,0.407975191547,2519.1,-36589.04
143,143,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-10,10.03.2009,97741,CME,0,97,114020,33525,31027,7587,18388,9247,858,35799,18943,720,2759,16851,548,100184,85781,13836,28239,3797.0,1593.0,-3183.0,3993.0,-199.0,-663.0,-8.0,-1325.0,3781.0,518.0,0.0,-1157.0,490.0,5062.0,3771.0,-1265.0,26.0,100,29.4,27.2,6.7,16.1,8.1,0.8,31.4,16.6,0.6,2.4,14.8,0.5,87.9,75.2,12.1,24.8,77,15.0,10.0,5.0,6.0,6.0,4.0,17.0,18.0,7.0,,,,50.0,44.0,30.2,41.1,48.6,53.5,29.8,40.6,46.5,50.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.307917138577,SHORT,0.0386974841988,SHORT,0.330776189615,LONG,2009-03-16,2295.29,2645.33,0.026287997876,2645.33,-29369.61,0.00202569880209,0.331446242546,0.305027352755,2645.33,2671.75,0.114164176315,0.414073970246,2645.33,-33943.71
144,144,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-17,17.03.2009,97741,CME,0,97,70507,14300,15590,836,11112,9812,513,24065,23261,78,9560,1266,0,60464,51356,10043,19151,-43513.0,-19225.0,-15437.0,-6751.0,-7276.0,565.0,-345.0,-11734.0,4318.0,-642.0,6801.0,-15585.0,-548.0,-39720.0,-34425.0,-3793.0,-9088.0,100,20.3,22.1,1.2,15.8,13.9,0.7,34.1,33.0,0.1,13.6,1.8,0.0,85.8,72.8,14.2,27.2,74,11.0,9.0,4.0,5.0,7.0,,20.0,18.0,5.0,,,0.0,43.0,42.0,42.6,24.1,56.8,39.2,42.6,24.1,56.8,38.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.0169885475214,SHORT,-0.0431582469053,LONG,0.0621296119289,LONG,2009-03-23,2398.95,2898.26,-0.268646577686,2898.26,-26471.35,-0.0251681533806,0.0605659243264,0.325371984309,2898.26,5570.01,0.157507499502,0.426819533736,2898.26,-31045.45
145,145,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-24,24.03.2009,97741,CME,0,97,69923,19339,14462,967,10948,10395,493,22527,22376,126,800,795,0,55200,49614,14723,20309,-584.0,5039.0,-1128.0,131.0,-164.0,583.0,-20.0,-1538.0,-885.0,48.0,-8760.0,-471.0,0.0,-5264.0,-1742.0,4680.0,1158.0,100,27.7,20.7,1.4,15.7,14.9,0.7,32.2,32.0,0.2,1.1,1.1,0.0,78.9,71.0,21.1,29.0,70,11.0,8.0,5.0,5.0,8.0,,15.0,21.0,6.0,,,0.0,39.0,45.0,39.0,27.7,53.2,41.6,39.0,27.7,53.1,40.8,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,0.00336280426698,SHORT,0.144285672022,SHORT,0.0259101344703,LONG,2009-03-30,-7405.53,3170.38,-0.0362194774586,3170.38,-23300.97,-0.0037376778428,0.0258132907348,0.061403285505,0.0,5570.01,0.137415306067,0.463039409234,3170.38,-27875.07
146,146,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-03-31,31.03.2009,97741,CME,0,97,76607,23168,14027,1049,10959,10167,514,24700,28718,181,800,0,0,61371,54656,15236,21951,6684.0,3829.0,-435.0,82.0,11.0,-228.0,21.0,2173.0,6342.0,55.0,0.0,-795.0,0.0,6171.0,5042.0,513.0,1642.0,100,30.2,18.3,1.4,14.3,13.3,0.7,32.2,37.5,0.2,1.0,0.0,0.0,80.1,71.3,19.9,28.7,75,12.0,8.0,5.0,5.0,7.0,,15.0,27.0,8.0,,0.0,0.0,42.0,48.0,31.7,25.8,48.8,39.2,31.7,25.8,48.7,38.3,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.0752180912801,LONG,0.245758838554,SHORT,0.0374893496166,LONG,2009-04-06,2047.17,2182.9,0.0115792151463,2182.9,-21118.07,0.000669504932396,0.0375144489211,0.0261422207593,0.0,5570.01,0.119765367135,0.469734319896,2182.9,-25692.17
147,147,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-04-07,07.04.2009,97741,CME,0,97,84138,32921,13542,1081,12123,10666,428,22255,30527,272,1652,1000,0,70732,57516,13406,26622,7531.0,9753.0,-485.0,32.0,1164.0,499.0,-86.0,-2445.0,1809.0,91.0,852.0,1000.0,0.0,9361.0,2860.0,-1830.0,4671.0,100,39.1,16.1,1.3,14.4,12.7,0.5,26.5,36.3,0.3,2.0,1.2,0.0,84.1,68.4,15.9,31.6,73,12.0,8.0,4.0,5.0,7.0,,15.0,22.0,7.0,,,0.0,43.0,43.0,37.9,30.8,53.7,42.5,37.9,30.8,53.6,41.4,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.156720093971,LONG,0.417084561909,SHORT,0.0639343542937,LONG,2009-04-13,1948.29,2242.77,0.0264450046771,2242.77,-18875.3,0.00204017529992,0.0640647915841,0.038020858456,0.0,5570.01,0.10559499715,0.46968562508,2242.77,-23449.4
148,148,JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE,2009-04-14,14.04.2009,97741,CME,0,97,82017,33279,15628,1195,11884,10735,437,17836,26881,312,1246,2080,0,66189,57268,15828,24749,-2121.0,358.0,2086.0,114.0,-239.0,69.0,9.0,-4419.0,-3646.0,40.0,-406.0,1080.0,0.0,-4543.0,-248.0,2422.0,-1873.0,100,40.6,19.1,1.5,14.5,13.1,0.5,21.7,32.8,0.4,1.5,2.5,0.0,80.7,69.8,19.3,30.2,68,11.0,9.0,4.0,5.0,7.0,,12.0,20.0,8.0,,,0.0,39.0,44.0,38.7,34.3,54.8,46.7,38.7,34.3,54.7,45.5,"(CONTRACTS OF JPY 12,500,000)",F10,FutOnly,-0.202272066552,LONG,0.36090948126,SHORT,0.05079800168,LONG,2009-04-20,2005.78,2387.91,-0.0131363526137,2387.91,-16487.39,-0.0016093445209,0.0507162501943,0.0636699922117,0.0,5570.01,0.0930496307522,0.145085722888,2387.91,-21061.49
