,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDCHF,PUT_USDCHF,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
10,10,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-22,22.08.2006,92741,CME,0,92,68484,37097,27250,1084,429,0,0,15968,25979,506,450,543,0,55534,55362,12950,13122,2463.0,-3964.0,4193.0,762.0,0.0,0.0,0.0,4214.0,-471.0,506.0,0.0,-478.0,0.0,1518.0,4512.0,945.0,-2049.0,100,54.2,39.8,1.6,0.6,0.0,0.0,23.3,37.9,0.7,0.7,0.8,0.0,81.1,80.8,18.9,19.2,46,6.0,13.0,,,0.0,0.0,12.0,12.0,,,,0.0,22.0,28.0,52.6,44.8,68.4,59.5,52.5,43.3,68.3,58.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.238658306911,LONG,0.153029667273,SHORT,1.0,LONG,2006-08-28,1179.07,1221.06,0.146013455208,1179.07,818.16,-0.000420630467843,-0.238557919956,-0.282392072605,1179.07,-325.05,0.182336503543,0.329780062175,1179.07,-2740.06
11,11,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-08-29,29.08.2006,92741,CME,0,92,68787,43599,27049,1230,420,0,0,11175,25017,464,450,1222,0,57338,54982,11449,13805,303.0,6502.0,-201.0,146.0,-9.0,0.0,0.0,-4793.0,-962.0,-42.0,0.0,679.0,0.0,1804.0,-380.0,-1501.0,683.0,100,63.4,39.3,1.8,0.6,0.0,0.0,16.2,36.4,0.7,0.7,1.8,0.0,83.4,79.9,16.6,20.1,47,9.0,11.0,4.0,,0.0,0.0,9.0,14.0,,,,0.0,23.0,29.0,59.1,41.9,72.7,57.5,58.9,40.4,72.5,55.9,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.382460212202,LONG,0.234259993206,SHORT,1.0,LONG,2006-09-04,-3485.23,1066.31,-0.143801905291,-3485.23,-2667.07,0.00534920583689,-0.384506070601,-0.340751741494,-3485.23,-3810.28,0.180398252892,0.287219371016,-3485.23,-6225.29
12,12,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-05,05.09.2006,92741,CME,0,92,70053,44098,25308,1227,870,400,0,11177,28460,0,450,541,0,57822,55936,12231,14117,1266.0,499.0,-1741.0,-3.0,450.0,400.0,0.0,2.0,3443.0,-464.0,0.0,-681.0,0.0,484.0,954.0,782.0,312.0,100,62.9,36.1,1.8,1.2,0.6,0.0,16.0,40.6,0.0,0.6,0.8,0.0,82.5,79.8,17.5,20.2,44,8.0,10.0,4.0,,,0.0,8.0,13.0,0.0,,,0.0,22.0,26.0,58.8,46.5,71.9,61.6,58.6,45.0,71.8,60.0,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.436031990312,LONG,0.270725873844,SHORT,0.370078740157,LONG,2006-09-11,983.22,1001.15,-0.05357177811,983.22,-1683.85,0.00355284465475,-0.437581144238,-0.421044864627,983.22,-2827.06,0.164998819114,0.281908358959,983.22,-5242.07
13,13,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-12,12.09.2006,92741,CME,0,92,98012,62458,21971,10259,857,430,0,12688,42935,132,450,1454,0,86844,77181,11168,20831,27959.0,18360.0,-3337.0,9032.0,-13.0,30.0,0.0,1511.0,14475.0,132.0,0.0,913.0,0.0,29022.0,21245.0,-1063.0,6714.0,100,63.7,22.4,10.5,0.9,0.4,0.0,12.9,43.8,0.1,0.5,1.5,0.0,88.6,78.7,11.4,21.3,51,10.0,7.0,6.0,,,0.0,8.0,19.0,,,,0.0,26.0,32.0,57.8,39.7,73.4,56.0,57.7,34.7,69.8,47.4,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.543785843985,LONG,0.479539020953,SHORT,0.331779331779,LONG,2006-09-18,1023.23,1051.96,-0.107753853673,1023.23,-660.62,0.00463153733036,-0.546304408421,-0.513222682988,1023.23,-1803.83,0.172638957944,0.279056965903,1023.23,-4218.84
14,14,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-19,19.09.2006,92741,CME,0,92,76994,54421,1654,360,450,466,0,11859,52237,0,450,1910,0,67540,56627,9454,20367,-21018.0,-8037.0,-20317.0,-9899.0,-407.0,36.0,0.0,-829.0,9302.0,-132.0,0.0,456.0,0.0,-19304.0,-20554.0,-1714.0,-464.0,100,70.7,2.1,0.5,0.6,0.6,0.0,15.4,67.8,0.0,0.6,2.5,0.0,87.7,73.5,12.3,26.5,47,8.0,,,,,0.0,7.0,23.0,0.0,,4.0,0.0,18.0,31.0,62.6,30.0,79.3,44.4,62.6,30.0,79.2,44.4,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.629961308038,LONG,0.941007579135,SHORT,-0.0174672489083,SHORT,2006-09-25,928.7,983.35,-0.086175464053,928.7,268.08,0.00420194044628,-0.632608367938,-0.605961610752,928.7,-875.13,0.169001922622,0.26134974177,928.7,-3290.14
15,15,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-09-26,26.09.2006,92741,CME,0,92,69977,46628,9938,448,450,466,0,12871,38991,0,450,970,0,60847,50813,9130,19164,-7017.0,-7793.0,8284.0,88.0,0.0,0.0,0.0,1012.0,-13246.0,0.0,0.0,-940.0,0.0,-6693.0,-5814.0,-324.0,-1203.0,100,66.6,14.2,0.6,0.6,0.7,0.0,18.4,55.7,0.0,0.6,1.4,0.0,87.0,72.6,13.0,27.4,47,7.0,6.0,,,,0.0,7.0,22.0,0.0,,,0.0,18.0,32.0,64.7,29.3,80.0,43.3,64.7,29.2,80.0,42.7,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.503644286761,LONG,0.648622847647,SHORT,-0.0174672489083,SHORT,2006-10-02,-5871.06,935.37,0.126317021277,-5871.06,-5602.98,-2.85008051042e-05,-0.503629932493,-0.541529345157,-5871.06,-6746.19,0.177637883811,0.237320091347,-5871.06,-9161.2
16,16,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-03,03.10.2006,92741,CME,0,92,72687,50317,10640,692,450,483,0,10822,39733,0,450,987,0,62731,52535,9956,20152,2710.0,3689.0,702.0,244.0,0.0,17.0,0.0,-2049.0,742.0,0.0,0.0,17.0,0.0,1884.0,1722.0,826.0,988.0,100,69.2,14.6,1.0,0.6,0.7,0.0,14.9,54.7,0.0,0.6,1.4,0.0,86.3,72.3,13.7,27.7,48,7.0,7.0,4.0,,,0.0,8.0,21.0,0.0,,,0.0,19.0,33.0,65.6,28.4,77.8,42.1,65.5,27.7,77.6,41.4,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.571872218376,LONG,0.650901455124,SHORT,-0.0353697749196,SHORT,2006-10-09,905.74,935.39,-0.068227931615,905.74,-4697.24,0.00384462907375,-0.574070854933,-0.552942884482,905.74,-5840.45,0.166569341124,0.21356020148,905.74,-8255.46
17,17,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-10,10.10.2006,92741,CME,0,92,95979,74981,3032,1386,447,509,0,9569,67706,0,447,986,0,86830,73619,9149,22360,23292.0,24664.0,-7608.0,694.0,-3.0,26.0,0.0,-1253.0,27973.0,0.0,-3.0,-1.0,0.0,24099.0,21084.0,-807.0,2208.0,100,78.1,3.2,1.4,0.5,0.5,0.0,10.0,70.5,0.0,0.5,1.0,0.0,90.5,76.7,9.5,23.3,59,12.0,5.0,4.0,,,0.0,7.0,31.0,0.0,,,0.0,21.0,42.0,66.3,30.4,78.7,42.9,66.2,30.4,78.7,42.9,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.752339048852,LONG,0.922269365362,SHORT,-0.0648535564854,SHORT,2006-10-16,884.88,880.81,-0.180466830476,884.88,-3812.36,0.0060791554713,-0.756912634897,-0.701400509941,884.88,-4955.57,0.190056729284,0.29954945943,884.88,-7370.58
18,18,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-17,17.10.2006,92741,CME,0,92,105046,82790,1346,1931,450,543,0,11600,76295,0,911,1423,0,97682,81538,7364,23508,9067.0,7809.0,-1686.0,545.0,3.0,34.0,0.0,2031.0,8589.0,0.0,464.0,437.0,0.0,10852.0,7919.0,-1785.0,1148.0,100,78.8,1.3,1.8,0.4,0.5,0.0,11.0,72.6,0.0,0.9,1.4,0.0,93.0,77.6,7.0,22.4,60,12.0,,4.0,,,0.0,7.0,32.0,0.0,,,0.0,22.0,42.0,64.5,35.0,79.8,47.1,64.4,35.0,79.6,47.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.736048694465,LONG,0.968004183703,SHORT,-0.0936555891239,SHORT,2006-10-23,788.41,-4596.35,0.016290354387,788.41,-3023.95,0.00216198301196,-0.737640019238,-0.742049728122,788.41,-4167.16,0.162957797095,0.35801700288,788.41,-6582.17
19,19,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-24,24.10.2006,92741,CME,0,92,107816,87563,2010,2589,450,576,0,8233,76953,0,450,1395,0,99285,83523,8531,24293,2770.0,4773.0,664.0,658.0,0.0,33.0,0.0,-3367.0,658.0,0.0,-461.0,-28.0,0.0,1603.0,1985.0,1167.0,785.0,100,81.2,1.9,2.4,0.4,0.5,0.0,7.6,71.4,0.0,0.4,1.3,0.0,92.1,77.5,7.9,22.5,57,13.0,,,,,0.0,5.0,31.0,0.0,,,0.0,20.0,40.0,67.4,35.9,80.6,47.1,67.3,35.9,80.4,47.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.806705327166,LONG,0.955120404586,SHORT,-0.122807017544,SHORT,2006-10-30,881.69,869.77,-0.070656632701,881.69,-2142.26,0.00389298126487,-0.809845815891,-0.787706679463,881.69,-3285.47,0.166831602307,0.352902860334,881.69,-5700.48
20,20,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-10-31,31.10.2006,92741,CME,0,92,89968,70105,8394,2024,450,572,0,6793,56803,0,450,2269,0,79822,70062,10146,19906,-17848.0,-17458.0,6384.0,-565.0,0.0,-4.0,0.0,-1440.0,-20150.0,0.0,0.0,874.0,0.0,-19463.0,-13461.0,1615.0,-4387.0,100,77.9,9.3,2.2,0.5,0.6,0.0,7.6,63.1,0.0,0.5,2.5,0.0,88.7,77.9,11.3,22.1,53,9.0,7.0,4.0,,,0.0,7.0,24.0,0.0,,4.0,0.0,20.0,37.0,69.1,35.6,78.5,49.2,69.1,35.6,78.0,47.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.786370211963,LONG,0.786137403024,SHORT,-0.119373776908,SHORT,2006-11-06,727.28,199.11,0.020335115203,727.28,-1414.98,0.00208145723252,-0.788007007928,-0.793616503699,727.28,-2558.19,0.163058292438,0.371275133819,727.28,-4973.2
21,21,SWISS FRANC - CHICAGO MERCANTILE EXCHANGE,2006-11-07,07.11.2006,92741,CME,0,92,103184,76791,10327,3595,450,563,0,10273,67233,0,450,1652,0,91559,83370,11625,19814,13216.0,6686.0,1933.0,1571.0,0.0,-9.0,0.0,3480.0,10430.0,0.0,0.0,-617.0,0.0,11737.0,13308.0,1479.0,-92.0,100,74.4,10.0,3.5,0.4,0.5,0.0,10.0,65.2,0.0,0.4,1.6,0.0,88.7,80.8,11.3,19.2,54,9.0,9.0,4.0,,,0.0,7.0,23.0,0.0,,,0.0,20.0,38.0,65.0,41.0,78.6,50.8,65.0,39.1,76.9,48.1,"(CONTRACTS OF CHF 125,000)",F10,FutOnly,-0.734910845612,LONG,0.762919258936,SHORT,-0.111549851925,SHORT,2006-11-13,900.39,1012.19,0.051459366351,900.39,-514.59,0.00146181500954,-0.735985149317,-0.751100668111,900.39,-1657.8,0.165308355005,0.216275411833,900.39,-4072.81
