,Unnamed: 0,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1,Trade_Date,CALL_USDCAD,PUT_USDCAD,Returns,Basic_PL,Total_Basic_PL,AR_Forecast_Returns,AR_Forecast_Diff,AR_Comb_Forecast,AR_Comb_PL,Total_AR_Comb_PL,Forecast_Volatility,hvol21,GARCH_PL,Total_GARCH__PL
10,10,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-22,22.08.2006,90741,CME,0,90,86667,14921,43073,2311,4510,6549,53,26608,9518,1690,2054,4416,1,52148,67611,34519,19056,-148.0,-446.0,1858.0,812.0,33.0,233.0,0.0,-565.0,-4290.0,567.0,-1576.0,1121.0,1.0,-1174.0,302.0,1026.0,-450.0,100,17.2,49.7,2.7,5.2,7.6,0.1,30.7,11.0,1.9,2.4,5.1,0.0,60.2,78.0,39.8,22.0,66,10.0,15.0,5.0,,,,18.0,9.0,,,5.0,,40.0,35.0,19.2,32.6,34.0,46.4,18.6,32.5,32.0,46.2,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.473066489509,SHORT,-0.485429527192,LONG,-0.184374717425,SHORT,2006-08-28,911.5,904.01,0.146939747848,904.01,11738.46,0.00746871100815,0.476599686407,0.476599686407,904.01,8894.41,0.184715401142,0.553421487869,904.01,8165.69
11,11,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-08-29,29.08.2006,90741,CME,0,90,106142,14585,59789,2512,4861,7870,53,45042,12589,2353,2431,1761,1,71838,86928,34304,19214,19475.0,-336.0,16716.0,201.0,351.0,1321.0,0.0,18434.0,3071.0,663.0,377.0,-2655.0,0.0,19690.0,19317.0,-215.0,158.0,100,13.7,56.3,2.4,4.6,7.4,0.0,42.4,11.9,2.2,2.3,1.7,0.0,67.7,81.9,32.3,18.1,79,10.0,18.0,4.0,4.0,4.0,,22.0,14.0,4.0,4.0,,,47.0,42.0,22.9,30.4,36.0,46.7,21.6,30.4,33.7,46.7,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.563117072409,SHORT,-0.607793045957,LONG,-0.236352211138,SHORT,2006-09-04,-2539.71,997.82,0.0900505829,997.82,12736.28,0.003905028576,0.565316060668,0.565316060668,997.82,9892.23,0.170584178432,0.557818302391,997.82,9163.51
12,12,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-05,05.09.2006,90741,CME,0,90,111705,16859,58322,2973,4960,7674,75,46603,19327,2792,3133,2194,1,77396,93358,34309,18347,5563.0,2274.0,-1467.0,461.0,99.0,-196.0,22.0,1561.0,6738.0,439.0,702.0,433.0,0.0,5558.0,6430.0,5.0,-867.0,100,15.1,52.2,2.7,4.4,6.9,0.1,41.7,17.3,2.5,2.8,2.0,0.0,69.3,83.6,30.7,16.4,89,12.0,19.0,6.0,4.0,,,27.0,15.0,6.0,5.0,,,58.0,45.0,25.6,32.6,38.0,48.1,23.2,32.5,35.6,48.1,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.41371151221,SHORT,-0.551509024887,LONG,-0.214817160044,SHORT,2006-09-11,964.92,946.6,-0.149405560199,946.6,13682.88,-0.0110951151458,0.409121335345,0.409121335345,946.6,10838.83,0.165427166165,0.352694448089,946.6,10110.11
13,13,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-12,12.09.2006,90741,CME,0,90,138181,26115,57378,28200,4907,8123,75,37246,19993,1779,3947,2194,0,102269,117742,35912,20439,26476.0,9256.0,-944.0,25227.0,-53.0,449.0,0.0,-9357.0,666.0,-1013.0,814.0,0.0,-1.0,24873.0,24384.0,1603.0,2092.0,100,18.9,41.5,20.4,3.6,5.9,0.1,27.0,14.5,1.3,2.9,1.6,0.0,74.0,85.2,26.0,14.8,80,11.0,19.0,11.0,4.0,4.0,,21.0,15.0,4.0,4.0,,0.0,51.0,45.0,29.3,35.2,43.1,54.3,17.6,29.4,29.0,43.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.301420360244,SHORT,-0.374438575689,LONG,-0.24681504221,SHORT,2006-09-18,885.3,885.11,-0.112291151966,885.11,14567.99,-0.00877017392507,0.29877685126,0.29877685126,885.11,11723.94,0.1576366072,0.227197493684,885.11,10995.22
14,14,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-19,19.09.2006,90741,CME,0,90,138838,40030,50747,16578,4405,8115,75,43733,37720,2280,4057,1741,14,111172,117270,27666,21568,657.0,13915.0,-6631.0,-11622.0,-502.0,-8.0,0.0,6487.0,17727.0,501.0,110.0,-453.0,14.0,8903.0,-472.0,-8246.0,1129.0,100,28.8,36.6,11.9,3.2,5.8,0.1,31.5,27.2,1.6,2.9,1.3,0.0,80.1,84.5,19.9,15.5,84,14.0,15.0,15.0,,4.0,,26.0,17.0,4.0,5.0,,,60.0,45.0,28.3,35.6,43.4,51.6,25.8,32.5,39.5,46.8,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.0738217131352,SHORT,-0.118058539057,LONG,-0.296325878594,SHORT,2006-09-25,885.41,884.22,-0.227598647109,884.22,15452.21,-0.0159933296017,0.0726410581453,0.0726410581453,0.0,11723.94,0.169043081214,0.329880730249,884.22,11879.44
15,15,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-09-26,26.09.2006,90741,CME,0,90,94128,16015,31020,146,4419,8788,75,40321,29414,1093,2618,2584,0,64687,73120,29441,21008,-44710.0,-24015.0,-19727.0,-16432.0,14.0,673.0,0.0,-3412.0,-8306.0,-1187.0,-1439.0,843.0,-14.0,-46485.0,-44150.0,1775.0,-560.0,100,17.0,33.0,0.2,4.7,9.3,0.1,42.8,31.2,1.2,2.8,2.7,0.0,68.7,77.7,31.3,22.3,72,9.0,11.0,,,5.0,,21.0,17.0,,,,0.0,40.0,36.0,23.5,35.6,38.8,50.1,23.5,35.6,38.8,50.0,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.156406395641,SHORT,-0.319017752737,LONG,-0.330809419247,SHORT,2006-10-02,1038.04,1036.85,0.0825846825058,1036.85,16489.06,0.00343734552775,0.156944018466,0.156944018466,1036.85,12760.79,0.158512117737,0.336184906013,1036.85,12916.29
16,16,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-03,03.10.2006,90741,CME,0,90,100141,14341,35462,416,4364,8770,87,47602,32312,1349,3088,2247,0,71247,80643,28894,19498,6013.0,-1674.0,4442.0,270.0,-55.0,-18.0,12.0,7281.0,2898.0,256.0,470.0,-337.0,0.0,6560.0,7523.0,-547.0,-1510.0,100,14.3,35.4,0.4,4.4,8.8,0.1,47.5,32.3,1.3,3.1,2.2,0.0,71.1,80.5,28.9,19.5,76,8.0,14.0,,,5.0,,24.0,17.0,,,,0.0,43.0,39.0,29.1,36.0,42.8,49.0,29.1,36.0,42.8,48.9,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.191330680482,SHORT,-0.424090918218,LONG,-0.335465204812,SHORT,2006-10-09,-2748.39,902.45,0.034924284841,902.45,17391.51,0.000451776623333,0.191417119211,0.191417119211,902.45,13663.24,0.148005647839,0.384364249291,902.45,13818.74
17,17,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-10,10.10.2006,90741,CME,0,90,91193,17138,28026,968,4161,8849,87,34974,29017,1350,3749,2737,14,62441,71048,28752,20145,-8948.0,2797.0,-7436.0,552.0,-203.0,79.0,0.0,-12628.0,-3295.0,1.0,661.0,490.0,14.0,-8806.0,-9595.0,-142.0,647.0,100,18.8,30.7,1.1,4.6,9.7,0.1,38.4,31.8,1.5,4.1,3.0,0.0,68.5,77.9,31.5,22.1,74,10.0,12.0,,,5.0,,18.0,19.0,,4.0,,,40.0,40.0,25.3,32.0,38.6,45.4,25.3,32.0,38.6,45.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,0.0930912159522,SHORT,-0.241076963954,LONG,-0.360338201384,SHORT,2006-10-16,963.27,884.48,-0.0982394645298,884.48,18275.99,-0.00788994037437,0.092356731809,0.092356731809,0.0,13663.24,0.143964088532,0.385342734934,884.48,14703.22
18,18,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-17,17.10.2006,90741,CME,0,90,110173,41128,21689,1687,3726,11240,87,28972,47270,1393,4615,2245,1,81609,85612,28564,24561,18980.0,23990.0,-6337.0,719.0,-435.0,2391.0,0.0,-6002.0,18253.0,43.0,866.0,-492.0,-13.0,19168.0,14564.0,-188.0,4416.0,100,37.3,19.7,1.5,3.4,10.2,0.1,26.3,42.9,1.3,4.2,2.0,0.0,74.1,77.7,25.9,22.3,80,14.0,8.0,4.0,,6.0,,16.0,26.0,,5.0,,,44.0,44.0,23.9,32.1,42.1,45.8,23.8,32.1,42.0,45.7,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.23999895071,LONG,0.309454447045,SHORT,-0.502071361753,SHORT,2006-10-23,835.29,771.68,-0.333090166662,835.29,19111.28,-0.0226015875243,-0.23457459342,-0.23457459342,835.29,14498.53,0.184597961469,0.490277132423,835.29,15538.51
19,19,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-24,24.10.2006,90741,CME,0,90,100203,35606,26881,1446,3740,12375,84,25976,33526,1157,3314,2256,1,71324,77726,28879,22477,-9970.0,-5522.0,5192.0,-241.0,14.0,1135.0,-3.0,-2996.0,-13744.0,-236.0,-1301.0,11.0,0.0,-10285.0,-7886.0,315.0,-2084.0,100,35.5,26.8,1.4,3.7,12.3,0.1,25.9,33.5,1.2,3.3,2.3,0.0,71.2,77.6,28.8,22.4,77,12.0,10.0,4.0,,5.0,,18.0,25.0,,,,,41.0,43.0,26.1,32.4,41.5,47.3,25.9,32.4,41.3,47.3,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.12688649121,LONG,0.139629042841,SHORT,-0.535836177474,SHORT,2006-10-30,807.04,773.6,0.1131124595,807.04,19918.32,0.00534968336337,-0.127565293761,-0.127565293761,807.04,15305.57,0.172548619982,0.484103121505,807.04,16345.55
20,20,CANADIAN DOLLAR - CHICAGO MERCANTILE EXCHANGE,2006-10-31,31.10.2006,90741,CME,0,90,104350,39482,29956,2241,4406,10623,107,23824,35937,1431,3778,2376,0,75269,82671,29081,21679,4147.0,3876.0,3075.0,795.0,666.0,-1752.0,23.0,-2152.0,2411.0,274.0,464.0,120.0,-1.0,3945.0,4945.0,202.0,-798.0,100,37.8,28.7,2.1,4.2,10.2,0.1,22.8,34.4,1.4,3.6,2.3,0.0,72.1,79.2,27.9,20.8,78,13.0,11.0,4.0,,5.0,,16.0,24.0,,4.0,,0.0,43.0,43.0,27.5,32.0,43.7,48.4,27.2,32.0,43.4,48.4,"(CONTRACTS OF CAD 100,000)",F10,FutOnly,-0.202690718027,LONG,0.137187130966,SHORT,-0.413666910639,SHORT,2006-11-06,736.96,629.71,-0.075804226817,736.96,20655.28,-0.00648453984562,-0.20137636199,-0.20137636199,736.96,16042.53,0.159874832078,0.46448070971,736.96,17082.51
