,Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined,Leverage_Money_Diff,Leverage_Money_Signal1,Dealer_Diff,Dealer_Signal1,Asset_Mgr_Diff,Asset_Mgr_Signal1
103,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-06-03,03.06.2008,096742,CME,0,96,162647,113456,75470,6020,5555,15348,278,14934,37927,490,2091,3115,0,142824,138648,19823,23999,-1411.0,-279.0,-4364.0,-144.0,536.0,121.0,3.0,-8455.0,2580.0,407.0,1593.0,200.0,0.0,-6339.0,-1197.0,4928.0,-214.0,100,69.8,46.4,3.7,3.4,9.4,0.2,9.2,23.3,0.3,1.3,1.9,0.0,87.8,85.2,12.2,14.8,78,8.0,15.0,8.0,6.0,7.0,,12.0,24.0,,,4.0,0.0,37.0,54.0,71.2,41.7,76.3,53.8,70.7,39.4,75.2,50.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.434970961578,LONG,0.201062850005,SHORT,-0.468497344879,SHORT
104,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-06-10,10.06.2008,096742,CME,0,96,176947,110140,72872,19598,6139,13906,302,21578,43116,346,1424,2217,265,159792,152622,17155,24325,14300.0,-3316.0,-2598.0,13578.0,584.0,-1442.0,24.0,6644.0,5189.0,-144.0,-667.0,-898.0,265.0,16968.0,13974.0,-2668.0,326.0,100,62.2,41.2,11.1,3.5,7.9,0.2,12.2,24.4,0.2,0.8,1.3,0.1,90.3,86.3,9.7,13.7,78,10.0,13.0,9.0,7.0,6.0,,11.0,25.0,,,4.0,,39.0,54.0,64.2,43.1,73.7,56.1,64.1,35.0,69.5,46.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.332921136427,LONG,0.203636919983,SHORT,-0.387478174108,SHORT
105,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-06-17,17.06.2008,096742,CME,0,96,88496,43558,6530,2549,5650,14893,300,16919,33807,52,0,2765,0,69028,60896,19468,27600,-88451.0,-66582.0,-66342.0,-17049.0,-489.0,987.0,-2.0,-4659.0,-9309.0,-294.0,-1424.0,548.0,-265.0,-90764.0,-91726.0,2313.0,3275.0,100,49.2,7.4,2.9,6.4,16.8,0.3,19.1,38.2,0.1,0.0,3.1,0.0,78.0,68.8,22.0,31.2,61,7.0,8.0,,6.0,7.0,,9.0,19.0,,0.0,5.0,0.0,23.0,44.0,46.0,22.4,63.6,34.9,46.0,22.4,63.4,34.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.332925915704,LONG,0.739258904328,SHORT,-0.449934284184,SHORT
106,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-06-24,24.06.2008,096742,CME,0,96,76375,30189,13469,2295,5721,14617,306,24035,18373,15,0,3589,0,62561,52664,13814,23711,-12121.0,-13369.0,6939.0,-254.0,71.0,-276.0,6.0,7116.0,-15434.0,-37.0,0.0,824.0,0.0,-6467.0,-8232.0,-5654.0,-3889.0,100,39.5,17.6,3.0,7.5,19.1,0.4,31.5,24.1,0.0,0.0,4.7,0.0,81.9,69.0,18.1,31.0,66,5.0,13.0,5.0,6.0,6.0,,13.0,18.0,,0.0,5.0,0.0,28.0,46.0,38.7,20.7,59.6,34.4,38.7,20.7,59.1,32.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.133512544803,SHORT,0.382976774016,SHORT,-0.437407808044,SHORT
107,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-07-01,01.07.2008,096742,CME,0,96,89850,20245,25601,1636,4412,14603,160,38184,18025,98,6111,2892,0,70846,63015,19004,26835,13475.0,-9944.0,12132.0,-659.0,-1309.0,-14.0,-146.0,14149.0,-348.0,83.0,6111.0,-697.0,0.0,8285.0,10351.0,5190.0,3124.0,100,22.5,28.5,1.8,4.9,16.3,0.2,42.5,20.1,0.1,6.8,3.2,0.0,78.8,70.1,21.2,29.9,72,4.0,15.0,4.0,6.0,6.0,,18.0,17.0,5.0,,4.0,0.0,36.0,46.0,31.9,22.2,51.7,35.4,31.8,22.2,51.3,35.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.358643633582,SHORT,-0.116825895389,LONG,-0.535945306337,SHORT
108,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-07-08,08.07.2008,096742,CME,0,96,83736,22470,23962,1177,2929,14982,173,30703,15615,126,6539,2392,0,64117,58427,19619,25309,-6114.0,2225.0,-1639.0,-459.0,-1483.0,379.0,13.0,-7481.0,-2410.0,28.0,428.0,-500.0,0.0,-6729.0,-4588.0,615.0,-1526.0,100,26.8,28.6,1.4,3.5,17.9,0.2,36.7,18.6,0.2,7.8,2.9,0.0,76.6,69.8,23.4,30.2,65,4.0,12.0,4.0,4.0,8.0,,15.0,17.0,4.0,,,0.0,31.0,43.0,37.6,24.8,55.9,38.5,37.5,24.8,54.8,38.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.325748089296,SHORT,-0.0321330117161,LONG,-0.672938417732,SHORT
109,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-07-15,15.07.2008,096742,CME,0,96,108703,23939,44279,1163,1712,17967,610,54177,17840,201,5831,3122,200,87833,85382,20870,23321,24967.0,1469.0,20317.0,-14.0,-1217.0,2985.0,437.0,23474.0,2225.0,75.0,-708.0,730.0,200.0,23716.0,26955.0,1251.0,-1988.0,100,22.0,40.7,1.1,1.6,16.5,0.6,49.8,16.4,0.2,5.4,2.9,0.2,80.8,78.5,19.2,21.5,75,4.0,14.0,5.0,,9.0,,21.0,17.0,5.0,,5.0,,37.0,50.0,31.1,31.4,49.3,44.6,31.1,31.4,48.4,44.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.504561422997,SHORT,-0.298161775484,LONG,-0.826007419076,SHORT
110,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-07-22,22.07.2008,096742,CME,0,96,107323,26649,41560,1400,2334,16909,726,48465,17686,280,6457,3687,200,86511,82448,20812,24875,-1380.0,2710.0,-2719.0,237.0,622.0,-1058.0,116.0,-5712.0,-154.0,79.0,626.0,565.0,0.0,-1322.0,-2934.0,-58.0,1554.0,100,24.8,38.7,1.3,2.2,15.8,0.7,45.2,16.5,0.3,6.0,3.4,0.2,80.6,76.8,19.4,23.2,78,5.0,15.0,4.0,4.0,8.0,,18.0,19.0,6.0,,7.0,,37.0,53.0,32.8,27.3,51.9,40.4,32.0,27.3,50.7,40.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.46528397152,SHORT,-0.218607515137,LONG,-0.757418281973,SHORT
111,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-07-29,29.07.2008,096742,CME,0,96,102737,26704,34021,2725,1162,17108,561,43062,21469,225,8958,2137,200,83597,78446,19140,24291,-4586.0,55.0,-7539.0,1325.0,-1172.0,199.0,-165.0,-5403.0,3783.0,-55.0,2501.0,-1550.0,0.0,-2914.0,-4002.0,-1672.0,-584.0,100,26.0,33.1,2.7,1.1,16.7,0.5,41.9,20.9,0.2,8.7,2.1,0.2,81.4,76.4,18.6,23.6,73,5.0,11.0,6.0,,8.0,,17.0,22.0,5.0,,5.0,,35.0,51.0,36.3,28.2,54.6,40.4,34.7,27.7,52.7,39.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,0.334614371387,SHORT,-0.120494030465,LONG,-0.872796934866,SHORT
112,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-08-05,05.08.2008,096742,CME,0,96,93022,40011,13569,2780,1315,18628,556,22827,29339,454,9470,2521,200,77613,68047,15409,24975,-9715.0,13307.0,-20452.0,55.0,153.0,1520.0,-5.0,-20235.0,7870.0,229.0,512.0,384.0,0.0,-5984.0,-10399.0,-3731.0,684.0,100,43.0,14.6,3.0,1.4,20.0,0.6,24.5,31.5,0.5,10.2,2.7,0.2,83.4,73.2,16.6,26.8,78,8.0,9.0,5.0,,8.0,,14.0,27.0,4.0,,6.0,,34.0,56.0,43.9,18.9,64.1,32.2,42.0,18.9,61.9,31.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.124832266227,LONG,0.493505039194,SHORT,-0.868124153838,SHORT
113,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-08-12,12.08.2008,096742,CME,0,96,99819,49393,10126,3008,1305,19983,504,21541,33959,250,8294,2919,200,84495,70949,15324,28870,6797.0,9382.0,-3443.0,228.0,-10.0,1355.0,-52.0,-1286.0,4620.0,-204.0,-1176.0,398.0,0.0,6882.0,2902.0,-85.0,3895.0,100,49.5,10.1,3.0,1.3,20.0,0.5,21.6,34.0,0.3,8.3,2.9,0.2,84.6,71.1,15.4,28.9,80,13.0,6.0,5.0,,9.0,,11.0,30.0,5.0,,6.0,,34.0,59.0,40.6,18.9,61.6,30.8,38.5,18.9,59.0,30.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.223747747748,LONG,0.659738906904,SHORT,-0.877395715896,SHORT
114,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-08-19,19.08.2008,096742,CME,0,96,109921,62578,9440,3343,1113,22938,498,15385,37686,638,9283,2860,200,93038,77603,16883,32318,10102.0,13185.0,-686.0,335.0,-192.0,2955.0,-6.0,-6156.0,3727.0,388.0,989.0,-59.0,0.0,8543.0,6654.0,1559.0,3448.0,100,56.9,8.6,3.0,1.0,20.9,0.5,14.0,34.3,0.6,8.4,2.6,0.2,84.6,70.6,15.4,29.4,78,11.0,6.0,5.0,,10.0,,12.0,27.0,7.0,,6.0,,35.0,58.0,48.8,18.8,67.7,32.8,46.3,18.8,64.8,32.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.42021066119,LONG,0.737843316949,SHORT,-0.907446675814,SHORT
115,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-08-26,26.08.2008,096742,CME,0,96,115174,68362,8077,3639,1104,23937,506,17927,42593,1251,8100,2840,200,101089,83043,14085,32131,5253.0,5784.0,-1363.0,296.0,-9.0,999.0,8.0,2542.0,4907.0,613.0,-1183.0,-20.0,0.0,8051.0,5440.0,-2798.0,-187.0,100,59.4,7.0,3.2,1.0,20.8,0.4,15.6,37.0,1.1,7.0,2.5,0.2,87.8,72.1,12.2,27.9,80,12.0,5.0,7.0,,8.0,,12.0,30.0,8.0,,6.0,,37.0,61.0,48.1,18.7,66.0,34.4,45.7,18.7,63.1,34.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.4075677462,LONG,0.78866808828,SHORT,-0.911824607643,SHORT
116,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-09-02,02.09.2008,096742,CME,0,96,120499,67919,8259,7292,1133,24655,531,13613,41146,831,9482,4309,200,101001,87223,19498,33276,5325.0,-443.0,182.0,3653.0,29.0,718.0,25.0,-4314.0,-1447.0,-420.0,1382.0,1469.0,0.0,-88.0,4180.0,5413.0,1145.0,100,56.4,6.9,6.1,0.9,20.5,0.4,11.3,34.1,0.7,7.9,3.6,0.2,83.8,72.4,16.2,27.6,80,14.0,5.0,8.0,,8.0,,12.0,29.0,5.0,,6.0,,35.0,61.0,47.9,17.9,65.9,30.5,44.4,17.9,60.6,30.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.502803192169,LONG,0.78316574339,SHORT,-0.912129672716,SHORT
117,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-09-09,09.09.2008,096742,CME,0,96,127527,68291,8662,8624,1201,26606,538,15760,42717,534,10237,5130,423,105608,93234,21919,34293,7028.0,372.0,403.0,1332.0,68.0,1951.0,7.0,2147.0,1571.0,-297.0,755.0,821.0,223.0,4607.0,6011.0,2421.0,1017.0,100,53.6,6.8,6.8,0.9,20.9,0.4,12.4,33.5,0.4,8.0,4.0,0.3,82.8,73.1,17.2,26.9,81,13.0,6.0,8.0,,10.0,,9.0,29.0,4.0,,7.0,,33.0,63.0,47.5,18.3,62.9,31.3,45.3,18.3,60.4,30.6,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.460984660636,LONG,0.774875573402,SHORT,-0.913618872946,SHORT
118,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-09-16,16.09.2008,096742,CME,0,96,105913,62329,1840,1321,1193,23039,525,8854,47569,35,18503,5505,200,92960,80034,12953,25879,-21614.0,-5962.0,-6822.0,-7303.0,-8.0,-3567.0,-13.0,-6906.0,4852.0,-499.0,8266.0,375.0,-223.0,-12648.0,-13200.0,-8966.0,-8414.0,100,58.8,1.7,1.2,1.1,21.8,0.5,8.4,44.9,0.0,17.5,5.2,0.2,87.8,75.6,12.2,24.4,75,12.0,,4.0,,11.0,,6.0,32.0,,,6.0,,26.0,58.0,46.7,21.6,70.8,35.4,46.2,21.6,69.4,35.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.686156354678,LONG,0.942651436052,SHORT,-0.901535160119,SHORT
119,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-09-23,23.09.2008,096742,CME,0,96,98762,56241,2609,1493,1986,24674,827,10297,37641,46,16920,5636,200,88010,73126,10752,25636,-7151.0,-6088.0,769.0,172.0,793.0,1635.0,302.0,1443.0,-9928.0,11.0,-1583.0,131.0,0.0,-4950.0,-6908.0,-2201.0,-243.0,100,56.9,2.6,1.5,2.0,25.0,0.8,10.4,38.1,0.0,17.1,5.7,0.2,89.1,74.0,10.9,26.0,71,12.0,,5.0,,12.0,,7.0,25.0,,,7.0,,26.0,55.0,50.7,23.4,72.2,37.3,49.3,23.4,70.6,36.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.570403437774,LONG,0.911333899745,SHORT,-0.851012753188,SHORT
120,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-09-30,30.09.2008,096742,CME,0,96,101945,57078,12516,1564,1932,23060,860,12372,30118,734,16625,8543,200,91365,77595,10580,24350,3183.0,837.0,9907.0,71.0,-54.0,-1614.0,33.0,2075.0,-7523.0,688.0,-295.0,2907.0,0.0,3355.0,4469.0,-172.0,-1286.0,100,56.0,12.3,1.5,1.9,22.6,0.8,12.1,29.5,0.7,16.3,8.4,0.2,89.6,76.1,10.4,23.9,70,10.0,4.0,5.0,,11.0,,10.0,22.0,4.0,,8.0,,28.0,54.0,51.1,26.2,72.7,38.6,50.3,25.6,71.6,37.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.41765121205,LONG,0.640313820157,SHORT,-0.845390524968,SHORT
121,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-10-07,07.10.2008,096742,CME,0,96,101018,58574,9275,1861,1928,22356,1143,11199,33163,164,18320,9258,200,93389,77420,7629,23598,-927.0,1496.0,-3241.0,297.0,-4.0,-704.0,283.0,-1173.0,3045.0,-570.0,1695.0,715.0,0.0,2024.0,-175.0,-2951.0,-752.0,100,58.0,9.2,1.8,1.9,22.1,1.1,11.1,32.8,0.2,18.1,9.2,0.2,92.4,76.6,7.6,23.4,72,10.0,6.0,6.0,,10.0,,8.0,27.0,,,6.0,,26.0,57.0,53.7,24.4,76.7,38.2,53.5,23.8,75.6,37.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.49510842613,LONG,0.7265987708,SHORT,-0.84121232087,SHORT
122,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-10-14,14.10.2008,096742,CME,0,96,101182,51662,19267,2133,10731,21349,1728,10755,22859,20,15061,11539,200,92290,79095,8892,22087,164.0,-6912.0,9992.0,272.0,8803.0,-1007.0,585.0,-444.0,-10304.0,-144.0,-3259.0,2281.0,0.0,-1099.0,1675.0,1263.0,-1511.0,100,51.1,19.0,2.1,10.6,21.1,1.7,10.6,22.6,0.0,14.9,11.4,0.2,91.2,78.2,8.8,21.8,63,9.0,6.0,6.0,,9.0,,6.0,23.0,,,6.0,,22.0,51.0,53.5,36.5,77.0,48.1,51.9,36.0,74.6,47.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.360088058547,LONG,0.456724329964,SHORT,-0.330985037406,SHORT
123,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-10-21,21.10.2008,096742,CME,0,96,116248,51510,21464,2740,21423,21844,1726,10975,28914,30,13712,11449,200,102316,88367,13932,27881,15066.0,-152.0,2197.0,607.0,10692.0,495.0,-2.0,220.0,6055.0,10.0,-1349.0,-90.0,0.0,10026.0,9272.0,5040.0,5794.0,100,44.3,18.5,2.4,18.4,18.8,1.5,9.4,24.9,0.0,11.8,9.8,0.2,88.0,76.0,12.0,24.0,66,11.0,6.0,6.0,4.0,9.0,,6.0,24.0,,,6.0,,24.0,53.0,54.4,34.4,73.9,46.1,53.0,33.7,71.9,45.4,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.449722981273,LONG,0.411735686683,SHORT,-0.00973027942774,SHORT
124,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-10-28,28.10.2008,096742,CME,0,96,130716,46215,38695,2691,36092,23495,1718,17935,22682,97,1911,5702,200,106859,95280,23857,35436,14468.0,-5295.0,17231.0,-49.0,14669.0,1651.0,-8.0,6960.0,-6232.0,67.0,-11801.0,-5747.0,0.0,4543.0,6913.0,9925.0,7555.0,100,35.4,29.6,2.1,27.6,18.0,1.3,13.7,17.4,0.1,1.5,4.4,0.2,81.7,72.9,18.3,27.1,66,9.0,7.0,7.0,,10.0,,8.0,23.0,4.0,,5.0,,25.0,55.0,54.7,35.8,68.6,44.7,53.5,35.1,67.2,43.7,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.116872245611,LONG,0.0885643622659,SHORT,0.211405172269,LONG
125,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-11-04,04.11.2008,096742,CME,0,96,115676,46606,39769,2526,39400,25417,1730,12260,18458,103,1427,5622,200,104252,93825,11424,21851,-15040.0,391.0,1074.0,-165.0,3308.0,1922.0,12.0,-5675.0,-4224.0,6.0,-484.0,-80.0,0.0,-2607.0,-1455.0,-12433.0,-13585.0,100,40.3,34.4,2.2,34.1,22.0,1.5,10.6,16.0,0.1,1.2,4.9,0.2,90.1,81.1,9.9,18.9,70,8.0,8.0,7.0,,11.0,,8.0,26.0,4.0,,5.0,,26.0,59.0,65.4,41.3,78.2,51.3,64.1,40.5,76.7,50.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.201770948629,LONG,0.0791548480463,SHORT,0.215730441088,LONG
126,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-11-11,11.11.2008,096742,CME,0,96,110560,48600,34166,2656,39657,23005,1729,6474,19746,49,567,5622,200,99932,87173,10628,23387,-5116.0,1994.0,-5603.0,130.0,257.0,-2412.0,-1.0,-5786.0,1288.0,-54.0,-860.0,0.0,0.0,-4320.0,-6652.0,-796.0,1536.0,100,44.0,30.9,2.4,35.9,20.8,1.6,5.9,17.9,0.0,0.5,5.1,0.2,90.4,78.8,9.6,21.2,63,7.0,9.0,7.0,,10.0,,6.0,22.0,,,5.0,,21.0,54.0,70.9,39.2,82.2,48.8,69.5,38.4,80.5,47.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.506178489703,LONG,0.174395283087,SHORT,0.265743193642,LONG
127,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-11-18,18.11.2008,096742,CME,0,96,112652,49719,30024,2754,39623,23647,1720,5453,23491,165,1328,5622,200,100962,87623,11690,25029,2092.0,1119.0,-4142.0,98.0,-34.0,642.0,-9.0,-1021.0,3745.0,116.0,761.0,0.0,0.0,1030.0,450.0,1062.0,1642.0,100,44.1,26.7,2.4,35.2,21.0,1.5,4.8,20.9,0.1,1.2,5.0,0.2,89.6,77.8,10.4,22.2,66,9.0,6.0,6.0,,11.0,,6.0,24.0,,,5.0,,23.0,54.0,70.2,38.9,80.5,48.4,68.9,38.1,78.6,46.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.623203427308,LONG,0.246980926225,SHORT,0.252505136716,LONG
128,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-11-25,25.11.2008,096742,CME,0,96,117162,49925,35754,3220,40144,23442,1898,7289,21109,172,514,5962,699,103861,92256,13301,24906,4510.0,206.0,5730.0,466.0,521.0,-205.0,178.0,1836.0,-2382.0,7.0,-814.0,340.0,499.0,2899.0,4633.0,1611.0,-123.0,100,42.6,30.5,2.7,34.3,20.0,1.6,6.2,18.0,0.1,0.4,5.1,0.6,88.6,78.7,11.4,21.3,66,8.0,8.0,7.0,,9.0,,8.0,24.0,,,5.0,,25.0,54.0,68.0,41.2,78.6,50.4,66.9,40.1,77.1,49.2,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.486653989718,LONG,0.165396421527,SHORT,0.262667882867,LONG
129,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-12-02,02.12.2008,096742,CME,0,96,115876,50108,34719,3322,40481,23447,1456,5115,21590,230,1172,5387,711,102595,90862,13281,25014,-1286.0,183.0,-1035.0,102.0,337.0,5.0,-442.0,-2174.0,481.0,58.0,658.0,-575.0,12.0,-1266.0,-1394.0,-20.0,108.0,100,43.2,30.0,2.9,34.9,20.2,1.3,4.4,18.6,0.2,1.0,4.6,0.6,88.5,78.4,11.5,21.6,60,9.0,7.0,9.0,,9.0,,5.0,22.0,,,4.0,,24.0,52.0,67.7,43.1,79.0,52.5,66.9,41.9,77.8,50.9,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.61692566935,LONG,0.18141629434,SHORT,0.266456013015,LONG
130,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-12-09,09.12.2008,096742,CME,0,96,122570,63068,34889,5658,33729,24826,1306,4706,20271,467,1582,5371,224,110740,93012,11830,29558,6694.0,12960.0,170.0,2336.0,-6752.0,1379.0,-150.0,-409.0,-1319.0,237.0,410.0,-16.0,-487.0,8145.0,2150.0,-1451.0,4544.0,100,51.5,28.5,4.6,27.5,20.3,1.1,3.8,16.5,0.4,1.3,4.4,0.2,90.3,75.9,9.7,24.1,59,11.0,5.0,9.0,,10.0,4.0,4.0,20.0,,,4.0,,26.0,50.0,64.7,44.1,78.2,53.7,63.7,42.2,77.0,51.8,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.623173319454,LONG,0.287667037578,SHORT,0.152045085817,LONG
131,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-12-16,16.12.2008,096742,CME,0,96,64421,24028,2069,676,2743,23727,1005,11802,12102,19,0,7823,0,40273,47421,24148,17000,-58149.0,-39040.0,-32820.0,-4982.0,-30986.0,-1099.0,-301.0,7096.0,-8169.0,-448.0,-1582.0,2452.0,-224.0,-70467.0,-45591.0,12318.0,-12558.0,100,37.3,3.2,1.0,4.3,36.8,1.6,18.3,18.8,0.0,0.0,12.1,0.0,62.5,73.6,37.5,26.4,50,6.0,,4.0,,10.0,4.0,10.0,14.0,,0.0,4.0,0.0,24.0,35.0,36.9,37.4,50.8,48.3,36.8,37.4,49.5,48.3,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.0125502008032,LONG,0.841437713147,SHORT,-0.792746505478,SHORT
132,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-12-22,22.12.2008,096742,CME,0,96,70151,28844,0,523,2727,29758,610,11507,14768,44,2253,7095,200,46708,52998,23443,17153,5730.0,4816.0,-2069.0,-153.0,-16.0,6031.0,-395.0,-295.0,2666.0,25.0,2253.0,-728.0,200.0,6435.0,5577.0,-705.0,153.0,100,41.1,0.0,0.7,3.9,42.4,0.9,16.4,21.1,0.1,3.2,10.1,0.3,66.6,75.5,33.4,24.5,52,8.0,0.0,,,10.0,4.0,9.0,18.0,,,,,24.0,38.0,39.2,39.0,52.7,52.3,38.5,38.7,51.5,52.0,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.124110371075,LONG,1.0,SHORT,-0.832107126366,SHORT
133,BRITISH POUND STERLING - CHICAGO MERCANTILE EXCHANGE,2008-12-30,30.12.2008,096742,CME,0,96,76340,33420,0,552,2727,30085,610,11877,17313,32,2515,9003,200,51933,57795,24407,18545,6189.0,4576.0,0.0,29.0,0.0,327.0,0.0,370.0,2545.0,-12.0,262.0,1908.0,0.0,5225.0,4797.0,964.0,1392.0,100,43.8,0.0,0.7,3.6,39.4,0.8,15.6,22.7,0.0,3.3,11.8,0.3,68.0,75.7,32.0,24.3,55,8.0,0.0,,,10.0,4.0,10.0,21.0,,,,,26.0,39.0,41.6,39.9,54.4,52.8,40.9,39.7,53.3,52.5,"(CONTRACTS OF GBP 62,500)",F10,FutOnly,-0.186228160329,LONG,1.0,SHORT,-0.833780324272,SHORT
